Year,Month,Day,Theta,Phi
1925,1,2,105.8,31.2
1925,1,3,106.6,31.5
1925,1,4,109.5,33.1
1925,1,5,112.0,24.9
1925,1,6,119.6,24.9
1925,1,7,153.4,32.3
1925,1,8,180.4,25.2
1925,1,11,169.8,340.2
1925,1,12,187.8,339.2
1925,1,13,323.0,346.0
1925,1,16,47.9,245.0
1925,1,17,34.8,245.9
1925,1,18,292.3,300.1
1925,1,19,349.3,246.7
1925,1,19,287.7,300.6
1925,1,20,327.3,246.6
1925,1,20,285.4,298.0
1925,1,20,336.5,242.2
1925,1,21,313.5,247.8
1925,1,21,324.2,239.4
1925,1,22,305.5,246.0
1925,1,22,303.0,270.9
1925,1,23,299.3,244.7
1925,1,24,297.1,242.2
1925,1,25,296.4,241.8
1925,1,26,337.2,158.8
1925,1,28,53.0,75.1
1925,1,31,64.6,8.3
1925,2,1,60.5,8.2
1925,2,1,206.3,83.0
1925,2,2,220.4,82.8
1925,2,2,325.1,76.1
1925,2,3,228.5,83.3
1925,2,3,314.8,75.7
1925,2,3,122.6,337.1
1925,2,4,306.8,74.6
1925,2,4,125.0,337.4
1925,2,5,300.2,74.3
1925,2,5,129.8,336.7
1925,2,5,310.9,52.5
1925,2,6,296.7,74.3
1925,2,6,304.0,52.2
1925,2,7,298.4,51.8
1925,2,7,45.8,333.4
1925,2,7,107.9,267.3
1925,2,8,297.3,50.5
1925,2,8,14.9,333.5
1925,2,8,107.5,267.6
1925,2,9,321.0,336.1
1925,2,9,108.1,267.5
1925,2,9,47.9,272.9
1925,2,10,299.6,337.7
1925,2,10,110.3,267.3
1925,2,10,44.0,269.7
1925,2,11,290.4,338.4
1925,2,11,115.6,266.6
1925,2,11,32.9,270.1
1925,2,11,67.9,238.4
1925,2,11,62.5,232.6
1925,2,12,285.2,338.3
1925,2,12,130.6,266.7
1925,2,12,20.5,266.7
1925,2,12,60.8,239.9
1925,2,12,56.8,232.3
1925,2,12,152.1,267.4
1925,2,12,251.4,335.2
1925,2,13,282.7,339.2
1925,2,13,157.0,266.5
1925,2,13,17.6,258.4
1925,2,13,53.3,240.5
1925,2,13,51.1,232.0
1925,2,13,166.8,265.6
1925,2,14,280.2,339.0
1925,2,14,213.6,266.5
1925,2,14,355.0,261.6
1925,2,14,194.8,265.1
1925,2,14,321.7,275.8
1925,2,14,186.8,260.1
1925,2,15,236.5,266.4
1925,2,15,10.8,240.9
1925,2,15,27.1,229.8
1925,2,15,214.3,264.9
1925,2,16,246.8,266.7
1925,2,16,335.0,242.1
1925,2,16,226.3,263.6
1925,2,16,306.9,260.6
1925,2,17,250.3,266.5
1925,2,17,344.2,228.2
1925,2,17,232.5,260.5
1925,2,18,251.9,266.9
1925,2,18,237.5,258.5
1925,2,19,252.1,266.5
1925,2,19,217.1,206.2
1925,2,20,235.6,205.4
1925,2,20,118.2,94.8
1925,2,21,244.0,205.0
1925,2,21,118.4,92.9
1925,2,22,247.1,204.7
1925,2,23,249.2,204.0
1925,2,23,314.5,173.6
1925,2,23,232.0,158.9
1925,2,24,59.0,73.7
1925,2,28,179.7,73.0
1925,2,28,0.6,72.7
1925,2,28,1.9,72.0
1925,3,1,217.2,76.5
1925,3,1,342.0,72.8
1925,3,2,231.4,75.4
1925,3,2,113.8,17.2
1925,3,3,239.0,75.8
1925,3,4,243.6,78.0
1925,3,4,302.0,73.4
1925,3,5,244.5,77.6
1925,3,11,108.7,211.0
1925,3,12,109.4,214.8
1925,3,13,112.4,216.0
1925,3,13,61.5,197.6
1925,3,14,115.4,216.3
1925,3,15,132.4,217.9
1925,3,16,162.9,217.8
1925,3,17,209.3,216.9
1925,3,17,302.1,246.8
1925,3,18,230.4,216.4
1925,3,18,297.6,243.5
1925,3,18,219.8,222.3
1925,3,19,241.0,215.6
1925,3,19,294.0,243.0
1925,3,19,230.4,219.9
1925,3,20,246.7,215.6
1925,3,20,238.5,221.7
1925,3,21,247.9,215.5
1925,3,21,241.1,220.2
1925,3,22,248.6,215.6
1925,3,22,240.3,220.4
1925,3,23,248.4,215.1
1925,3,23,53.8,91.1
1925,3,23,59.5,78.4
1925,3,24,44.0,89.7
1925,3,24,51.6,79.4
1925,3,24,344.1,125.8
1925,3,25,22.2,91.1
1925,3,25,38.1,80.0
1925,3,26,0.8,91.4
1925,3,26,21.5,80.9
1925,3,26,294.5,166.5
1925,3,26,168.7,86.9
1925,3,27,332.9,92.6
1925,3,27,1.2,78.0
1925,3,27,27.7,64.4
1925,3,28,312.7,92.9
1925,3,28,331.4,78.2
1925,3,29,304.6,92.7
1925,3,30,299.0,92.2
1925,3,30,304.5,79.2
1925,3,31,295.3,91.2
1925,4,1,292.8,89.2
1925,4,2,122.4,281.6
1925,4,3,123.7,280.8
1925,4,4,126.1,280.5
1925,4,4,70.7,265.2
1925,4,5,132.0,279.8
1925,4,5,66.8,264.5
1925,4,6,141.5,278.9
1925,4,6,60.0,265.3
1925,4,7,50.6,265.9
1925,4,7,55.3,226.1
1925,4,7,112.3,213.9
1925,4,8,34.3,266.9
1925,4,8,52.3,225.2
1925,4,8,112.1,213.0
1925,4,9,0.5,266.8
1925,4,9,45.5,224.2
1925,4,9,113.9,213.1
1925,4,9,135.6,256.4
1925,4,9,49.9,233.1
1925,4,10,33.3,223.1
1925,4,10,119.3,213.3
1925,4,10,221.0,258.3
1925,4,10,31.6,232.5
1925,4,10,303.8,277.0
1925,4,10,60.7,194.3
1925,4,11,313.3,264.3
1925,4,11,23.8,222.5
1925,4,11,125.8,213.2
1925,4,11,15.3,232.4
1925,4,11,295.2,277.5
1925,4,11,56.8,196.1
1925,4,11,63.8,175.0
1925,4,12,7.4,221.9
1925,4,12,142.9,213.0
1925,4,12,347.7,233.3
1925,4,12,288.2,279.1
1925,4,12,47.4,196.8
1925,4,12,70.3,149.2
1925,4,13,348.7,221.5
1925,4,13,323.1,234.7
1925,4,13,284.7,279.3
1925,4,13,31.8,196.8
1925,4,13,67.8,149.8
1925,4,14,309.0,234.6
1925,4,14,7.8,196.5
1925,4,14,63.7,149.8
1925,4,14,248.4,254.5
1925,4,15,226.7,211.0
1925,4,15,300.8,235.6
1925,4,15,342.8,196.1
1925,4,15,57.5,149.8
1925,4,15,37.3,166.4
1925,4,16,294.8,235.7
1925,4,16,319.3,195.7
1925,4,16,48.3,147.7
1925,4,16,6.8,169.1
1925,4,17,292.1,235.6
1925,4,17,308.0,195.1
1925,4,17,26.9,148.8
1925,4,17,344.1,168.3
1925,4,17,70.6,83.2
1925,4,17,114.6,81.0
1925,4,18,301.3,194.9
1925,4,18,325.7,167.4
1925,4,18,68.1,82.6
1925,4,18,115.0,79.6
1925,4,19,310.4,166.4
1925,4,19,63.7,82.5
1925,4,19,117.1,79.8
1925,4,19,43.4,108.0
1925,4,19,71.3,64.2
1925,4,20,301.9,167.1
1925,4,20,57.9,82.2
1925,4,20,121.1,80.8
1925,4,20,26.5,108.3
1925,4,20,68.6,64.2
1925,4,21,46.8,82.0
1925,4,21,129.7,80.8
1925,4,21,358.3,108.3
