Year,Month,Day,Theta,Phi,Latitude
1956,1,1,296.4,136.1,21.5
1956,1,1,336.8,90.2,24.1
1956,1,1,194.4,83.7,-24.6
1956,1,1,130.7,50.6,-23.9
1956,1,2,293.5,136.9,21.2
1956,1,2,322.6,89.8,24.3
1956,1,2,213.5,82.6,-24.7
1956,1,2,144.6,51.3,-23.7
1956,1,3,311.2,90.0,24.9
1956,1,3,174.6,52.2,-23.1
1956,1,3,328.0,73.7,25.6
1956,1,3,346.2,62.2,26.9
1956,1,3,119.4,26.0,-17.7
1956,1,4,302.8,89.3,24.8
1956,1,4,211.4,51.2,-23.0
1956,1,4,311.1,75.2,25.4
1956,1,4,324.5,63.1,28.0
1956,1,4,140.3,26.5,-17.2
1956,1,4,188.4,42.0,-26.0
1956,1,4,116.8,338.4,-25.1
1956,1,5,297.8,92.5,24.5
1956,1,5,229.6,51.7,-22.6
1956,1,5,304.4,76.6,25.7
1956,1,5,174.4,25.5,-17.5
1956,1,5,209.5,41.1,-26.4
1956,1,6,295.2,91.3,24.1
1956,1,6,239.1,50.8,-22.5
1956,1,6,223.5,26.8,-16.9
1956,1,6,223.4,39.6,-27.6
1956,1,6,108.2,314.2,-17.6
1956,1,6,66.1,297.0,22.6
1956,1,7,242.7,50.7,-23.2
1956,1,7,239.4,26.7,-16.7
1956,1,7,232.1,39.5,-27.4
1956,1,7,108.8,313.5,-16.9
1956,1,7,64.0,296.9,22.8
1956,1,7,115.6,291.3,-25.5
1956,1,8,245.7,50.5,-23.6
1956,1,8,249.0,27.4,-16.9
1956,1,8,160.3,339.6,-22.5
1956,1,8,115.0,314.2,-17.2
1956,1,8,58.7,296.3,23.0
1956,1,8,118.3,293.4,-25.4
1956,1,8,245.7,60.3,-24.4
1956,1,9,252.2,29.7,-16.7
1956,1,9,187.6,339.2,-22.5
1956,1,9,119.3,311.9,-16.7
1956,1,9,53.5,296.2,23.1
1956,1,9,122.4,295.9,-25.1
1956,1,9,245.8,60.3,-24.5
1956,1,9,119.2,260.6,-29.3
1956,1,10,41.3,295.2,23.1
1956,1,10,133.2,295.2,-25.3
1956,1,10,121.1,258.7,-29.6
1956,1,11,23.0,295.5,22.7
1956,1,11,152.2,295.6,-25.0
1956,1,11,124.1,258.0,-29.5
1956,1,12,238.9,338.7,-24.5
1956,1,12,4.2,295.4,22.8
1956,1,12,177.2,296.4,-25.1
1956,1,12,128.4,257.7,-29.6
1956,1,13,243.8,338.2,-24.3
1956,1,13,247.1,314.8,-16.3
1956,1,13,336.5,295.1,22.7
1956,1,13,209.6,295.6,-25.2
1956,1,13,139.6,257.4,-29.9
1956,1,13,59.6,208.1,28.7
1956,1,13,65.3,203.9,23.6
1956,1,14,252.3,314.9,-15.7
1956,1,14,320.4,294.7,22.9
1956,1,14,227.6,295.7,-24.8
1956,1,14,154.0,256.9,-29.5
1956,1,14,57.5,206.6,28.3
1956,1,14,62.9,203.3,23.9
1956,1,14,69.1,191.6,19.8
1956,1,14,243.2,331.3,-25.7
1956,1,15,253.8,312.5,-16.2
1956,1,15,307.8,294.0,23.1
1956,1,15,238.6,296.6,-25.1
1956,1,15,179.2,254.5,-29.7
1956,1,15,53.0,203.8,28.2
1956,1,15,58.3,203.0,23.6
1956,1,15,66.8,190.4,19.4
1956,1,15,243.3,322.8,-26.5
1956,1,16,301.2,293.5,23.1
1956,1,16,242.5,296.2,-25.4
1956,1,16,203.7,253.9,-29.5
1956,1,16,45.9,204.1,27.8
1956,1,16,51.5,202.7,23.6
1956,1,16,62.1,190.6,19.8
1956,1,16,243.2,323.1,-27.2
1956,1,17,297.3,292.8,23.1
1956,1,17,244.4,296.5,-25.5
1956,1,17,222.5,255.6,-29.5
1956,1,17,33.8,205.1,28.0
1956,1,17,41.4,202.3,23.6
1956,1,17,55.5,190.2,20.1
1956,1,17,63.2,156.7,24.6
1956,1,17,64.8,149.5,24.2
1956,1,18,294.7,292.2,23.3
1956,1,18,245.0,296.1,-25.5
1956,1,18,230.1,250.6,-29.1
1956,1,18,15.5,205.4,28.0
1956,1,18,23.9,201.8,23.7
1956,1,18,45.1,188.7,20.2
1956,1,18,59.3,156.5,24.9
1956,1,18,62.5,144.8,24.8
1956,1,19,235.7,248.6,-29.1
1956,1,19,355.3,205.1,27.8
1956,1,19,1.1,201.6,23.5
1956,1,19,27.7,188.6,20.0
1956,1,19,54.3,156.2,24.6
1956,1,19,59.1,145.0,24.6
1956,1,19,171.4,200.0,-18.9
1956,1,20,336.1,204.9,27.7
1956,1,20,338.3,201.2,23.6
1956,1,20,1.3,188.6,20.0
1956,1,20,45.4,155.9,25.1
1956,1,20,52.5,144.3,25.6
1956,1,20,204.2,197.3,-22.0
1956,1,21,322.0,205.6,27.7
1956,1,21,322.7,200.8,23.6
1956,1,21,336.9,188.7,20.1
1956,1,21,34.6,155.4,24.8
1956,1,21,44.1,145.4,25.3
1956,1,21,55.9,105.5,31.7
1956,1,22,311.9,206.9,27.5
1956,1,22,311.8,200.7,23.5
1956,1,22,318.4,189.2,19.9
1956,1,22,31.8,145.9,25.0
1956,1,22,105.8,79.3,-16.1
1956,1,23,304.9,206.8,27.3
1956,1,23,303.7,200.5,23.6
1956,1,23,306.4,189.0,20.1
1956,1,23,12.2,145.4,24.8
1956,1,23,106.8,81.4,-17.6
1956,1,23,49.6,96.8,33.0
1956,1,24,300.1,206.7,27.2
1956,1,24,297.7,200.2,23.2
1956,1,24,298.1,188.9,20.1
1956,1,24,344.4,145.5,24.8
1956,1,24,107.2,80.4,-17.3
1956,1,24,19.8,119.0,37.0
1956,1,24,60.4,72.9,25.1
1956,1,25,295.1,200.0,23.3
1956,1,25,294.1,188.6,19.8
1956,1,25,328.1,145.0,25.0
1956,1,25,109.0,81.3,-17.2
1956,1,25,6.9,118.8,37.4
1956,1,25,55.9,72.2,25.7
1956,1,25,30.9,107.7,21.7
1956,1,26,292.2,186.7,20.4
1956,1,26,314.4,144.9,24.9
1956,1,26,114.2,81.5,-17.2
1956,1,26,49.6,71.2,25.3
1956,1,27,306.5,144.9,25.2
1956,1,27,126.0,81.3,-17.3
1956,1,27,40.7,70.2,24.9
1956,1,28,301.9,143.9,25.3
1956,1,28,159.4,82.0,-17.3
1956,1,28,27.8,69.4,24.8
1956,1,28,253.2,161.3,-17.7
1956,1,29,298.1,143.2,25.1
1956,1,29,215.8,81.9,-17.5
1956,1,29,10.4,67.2,24.6
1956,1,29,125.0,351.3,-35.4
1956,1,30,295.9,142.2,25.1
1956,1,30,239.1,81.8,-17.7
1956,1,30,319.9,98.6,33.4
1956,1,30,347.2,67.6,24.9
1956,1,30,126.3,352.1,-35.9
1956,1,30,108.2,344.6,-19.1
1956,1,31,247.3,81.4,-18.0
1956,1,31,312.8,99.4,33.9
1956,1,31,128.7,351.2,-36.0
1956,1,31,109.0,344.8,-19.6
1956,1,31,58.8,329.6,29.7
1956,2,1,251.7,82.0,-17.9
1956,2,1,311.0,69.6,24.0
1956,2,1,134.0,350.8,-35.9
1956,2,1,110.8,345.4,-19.4
1956,2,1,55.9,325.9,30.1
1956,2,1,44.6,359.4,24.8
1956,2,1,116.9,325.1,-27.1
1956,2,2,252.9,80.8,-18.0
1956,2,2,299.7,75.8,22.8
1956,2,2,142.4,350.0,-36.0
1956,2,2,114.3,346.6,-18.5
1956,2,2,51.7,325.8,29.7
1956,2,2,29.3,0.3,25.1
1956,2,3,296.7,74.7,23.5
1956,2,3,156.3,349.4,-36.1
1956,2,3,126.2,347.0,-18.5
1956,2,3,43.7,326.3,29.9
1956,2,3,9.5,359.6,25.5
1956,2,3,121.5,321.2,-26.9
1956,2,3,341.2,15.9,23.8
1956,2,4,296.6,70.3,25.1
1956,2,4,173.8,348.9,-36.1
1956,2,4,156.0,347.0,-18.5
1956,2,4,35.0,325.2,29.5
1956,2,4,346.3,0.6,24.6
1956,2,4,128.1,322.1,-26.4
1956,2,4,323.3,16.1,23.5
1956,2,4,130.7,312.2,-32.9
1956,2,5,191.8,348.2,-36.1
1956,2,5,204.8,346.8,-18.7
1956,2,5,22.9,324.3,29.7
1956,2,6,208.7,347.6,-36.2
1956,2,6,235.1,346.6,-18.5
1956,2,6,5.3,324.1,29.4
1956,2,6,105.3,246.2,-16.1
1956,2,7,347.7,321.6,30.3
1956,2,7,105.0,245.6,-16.3
1956,2,8,336.2,321.9,30.1
1956,2,8,104.8,245.4,-16.0
1956,2,9,320.2,322.2,29.9
1956,2,9,106.7,245.0,-16.3
1956,2,9,13.9,281.5,20.5
1956,2,10,307.3,328.3,28.9
1956,2,10,110.8,244.6,-16.2
1956,2,10,344.7,282.0,21.0
1956,2,10,69.2,199.6,18.7
1956,2,10,66.0,197.8,22.2
1956,2,11,123.4,245.0,-16.1
1956,2,11,65.4,199.5,19.0
1956,2,11,62.6,197.5,22.3
1956,2,11,109.6,201.0,-20.2
1956,2,11,66.9,185.5,21.0
1956,2,12,169.9,244.6,-16.0
1956,2,12,57.1,196.9,22.7
1956,2,12,111.9,200.8,-20.4
1956,2,12,63.3,184.5,21.3
1956,2,12,68.7,167.3,19.9
1956,2,12,108.8,163.3,-19.5
1956,2,12,124.3,212.5,-25.7
1956,2,13,227.9,244.8,-15.8
1956,2,13,50.1,196.9,22.6
1956,2,13,115.5,200.6,-20.1
1956,2,13,58.3,184.6,21.7
1956,2,13,66.1,166.8,20.1
1956,2,13,109.6,161.3,-20.7
1956,2,13,69.6,159.3,18.3
1956,2,14,246.3,244.7,-15.9
1956,2,14,38.7,196.6,22.8
1956,2,14,124.5,200.0,-20.1
1956,2,14,50.7,184.8,21.6
1956,2,14,62.1,166.5,20.2
1956,2,14,109.8,161.8,-20.5
1956,2,14,67.0,156.9,18.5
1956,2,14,56.6,173.9,22.3
1956,2,14,67.2,144.9,21.0
1956,2,14,110.0,135.9,-20.5
1956,2,15,252.5,244.3,-15.7
1956,2,15,22.8,196.4,22.9
1956,2,15,145.3,200.2,-19.4
1956,2,15,40.0,184.0,22.1
1956,2,15,56.4,166.4,20.2
1956,2,15,111.3,161.5,-20.4
1956,2,15,64.5,155.4,17.6
1956,2,15,51.9,172.7,20.6
1956,2,15,65.1,141.2,21.3
1956,2,15,109.9,133.6,-21.0
1956,2,15,304.1,260.0,24.2
1956,2,15,61.0,139.0,25.9
1956,2,15,10.2,204.3,20.7
1956,2,16,254.8,243.8,-15.9
1956,2,16,359.1,196.0,22.5
1956,2,16,197.8,199.8,-19.6
1956,2,16,22.3,183.2,22.0
1956,2,16,46.8,166.0,19.8
1956,2,16,116.4,160.2,-21.2
1956,2,16,57.0,155.5,18.1
1956,2,16,38.3,173.1,20.5
1956,2,16,61.2,139.9,21.2
1956,2,16,110.1,133.9,-20.9
1956,2,16,298.9,259.3,24.0
1956,2,16,57.3,138.4,25.5
1956,2,16,296.5,245.9,17.2
