Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1973:180
Coefficients for 360 degrees 
  Beginning: CT1972:000  2001:02:13_17h:57m:42s. 
  Centered:  CT1973:180  2001:02:27_09h:15m:54s. 
  End time:  CT1973:005  2001:03:12_15h:28m:34s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0     -55.23       0.00
  1   0     -91.83       0.00
  1   1     -43.23      16.38
  2   0    -208.02       0.00
  2   1       5.33      20.73
  2   2      15.99     -22.30
  3   0    -130.04       0.00
  3   1      -5.76     -12.11
  3   2     -29.12     -69.31
  3   3     111.58     -51.95
  4   0    -189.79       0.00
  4   1     -40.55      11.08
  4   2      81.63      58.35
  4   3      84.02      23.98
  4   4      -2.16      92.46
  5   0      39.99       0.00
  5   1      44.33     169.89
  5   2      -5.05      67.52
  5   3      21.23      -4.65
  5   4     -33.76      91.85
  5   5      52.01     -54.03
  6   0     -88.38       0.00
  6   1     -20.67      39.54
  6   2      39.13     -50.22
  6   3     -92.94     101.58
  6   4      40.87     -74.09
  6   5     -22.13     -98.86
  6   6      -1.51      87.98
  7   0       4.62       0.00
  7   1      10.13      68.45
  7   2     -65.32     -19.38
  7   3     -56.04      42.03
  7   4     -24.23     -62.90
  7   5     -22.24       0.08
  7   6     -22.23    -120.53
  7   7      15.56    -181.40
  8   0      26.14       0.00
  8   1     -60.94       4.51
  8   2     -95.20     -31.23
  8   3      64.21    -161.73
  8   4     -24.92     -45.37
  8   5     -24.80     -15.82
  8   6      51.92     -18.39
  8   7      27.97    -111.18
  8   8       4.66     -41.08
  9   0      49.96       0.00
  9   1      34.65      74.05
  9   2     -50.22     -49.49
  9   3      98.10     -67.59
  9   4      14.56      15.85
  9   5      20.83      -1.47
  9   6     -29.33     -94.53
  9   7      31.23     -51.36
  9   8     -31.65      77.40
  9   9     184.14    -183.50
 10   0     130.18       0.00
 10   1     -47.65      16.74
 10   2      51.21      96.23
 10   3     -73.76      12.61
 10   4     -54.86      -0.67
 10   5      21.99      33.39
 10   6      23.73     -68.78
 10   7      14.23      91.82
 10   8       3.01      44.28
 10   9      62.71    -186.66
 10  10      22.01     -58.67
 11   0      14.26       0.00
 11   1      33.09      14.64
 11   2     -49.02     -12.62
 11   3       1.12      -1.04
 11   4      21.20       4.85
 11   5      -7.29      -9.72
 11   6      -9.86     193.79
 11   7     -19.44      50.14
 11   8      -6.26      -1.50
 11   9     -40.80      17.41
 11  10       7.27      27.76
 11  11      43.91      27.82
 12   0     227.79       0.00
 12   1       9.83      28.33
 12   2     -26.33     -53.38
 12   3       9.82     -45.32
 12   4     117.66     -79.48
 12   5     -42.15     -27.31
 12   6     -87.23     102.98
 12   7     -35.17     -55.59
 12   8     -59.91     -64.54
 12   9    -147.02     127.05
 12  10     -86.87     -46.33
 12  11      78.60    -164.29
 12  12    -116.52     -31.70
 13   0      79.29       0.00
 13   1     -21.12      56.23
 13   2     -60.66     -43.73
 13   3      35.60     -73.34
 13   4      25.84     -12.48
 13   5     -11.58       5.95
 13   6     -41.92     -63.44
 13   7      13.16     -31.13
 13   8      -5.07       5.42
 13   9     -82.28      80.73
 13  10      -1.88    -117.48
 13  11      48.86     -16.22
 13  12    -253.47     112.17
 13  13     -15.54     -44.18
 14   0     270.30       0.00
 14   1     -32.52     -22.94
 14   2      -4.72      40.39
 14   3     -49.06     -56.93
 14   4     -88.86      -1.69
 14   5       8.50       7.58
 14   6      11.89     -88.71
 14   7     -19.28      54.64
 14   8     -42.24      60.22
 14   9      85.41     -87.90
 14  10      18.16     -26.79
 14  11      17.92      86.94
 14  12     119.98      13.52
 14  13     -54.74    -120.00
 14  14    -137.38      23.60
 15   0     128.49       0.00
 15   1       8.52     -11.51
 15   2     -23.08       3.74
 15   3      32.47     -11.46
 15   4      -3.35      10.10
 15   5       2.77      20.35
 15   6      43.39     -40.33
 15   7     -20.58      17.46
 15   8       9.66      31.46
 15   9     118.90     -76.50
 15  10      -2.11      51.83
 15  11     -70.01     -73.80
 15  12     138.55      49.34
 15  13      86.22      67.11
 15  14    -135.50      67.54
 15  15       2.56      90.22
 16   0     298.37       0.00
 16   1      53.46       8.63
 16   2     -23.83      -2.44
 16   3     -17.26     -39.61
 16   4      41.49     -46.44
 16   5      -1.32      -2.12
 16   6     -54.54      64.62
 16   7      38.58     -53.06
 16   8      43.15     -40.34
 16   9      18.20      -2.68
