Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1788:180
Coefficients for 360 degrees 
  Beginning: CT1787:000  1987:04:22_19h:48m:27s. 
  Centered:  CT1788:180  1987:05:06_11h:06m:38s. 
  End time:  CT1788:005  1987:05:19_17h:19m:19s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0       4.85       0.00
  1   0    -204.25       0.00
  1   1     -13.39      -6.55
  2   0      17.01       0.00
  2   1      19.58       8.40
  2   2      -5.98      -0.89
  3   0    -265.43       0.00
  3   1     -10.51     -20.46
  3   2     -23.69      17.21
  3   3      20.66      -4.67
  4   0      68.60       0.00
  4   1     -16.59      38.96
  4   2      42.77       7.30
  4   3     -20.85     -29.40
  4   4     -29.73      46.43
  5   0    -218.76       0.00
  5   1       8.73      35.38
  5   2     -36.25     -34.23
  5   3      -0.62      55.90
  5   4      12.83     -54.07
  5   5     -52.16     -20.43
  6   0      51.60       0.00
  6   1      35.61     -66.23
  6   2     -25.49      15.84
  6   3      16.23     -37.49
  6   4     -74.75       2.16
  6   5      25.79      73.36
  6   6      61.51      -3.17
  7   0      27.99       0.00
  7   1     -86.50      78.05
  7   2      26.77      14.89
  7   3     -38.62     -13.54
  7   4      64.15      49.61
  7   5      19.56     -94.45
  7   6     -92.17     -54.82
  7   7       2.50      39.65
  8   0     -78.34       0.00
  8   1      28.57      14.49
  8   2     -27.90     -59.19
  8   3     -23.31      51.83
  8   4      22.78     -50.15
  8   5     -75.11      23.98
  8   6      69.16      91.50
  8   7      88.59     -28.08
  8   8     -13.86       6.31
  9   0     149.15       0.00
  9   1      18.92     -57.57
  9   2      -8.73      27.35
  9   3      48.04     -42.91
  9   4     -48.18      -0.95
  9   5      43.28      34.81
  9   6     -23.61     -73.02
  9   7    -107.09      15.67
  9   8      -9.58      29.19
  9   9     -29.60      -7.69
 10   0       5.08       0.00
 10   1     -27.08      49.16
 10   2       9.50     -10.21
 10   3     -13.03       5.23
 10   4      37.06      40.04
 10   5      35.55     -32.52
 10   6     -29.99      -5.81
 10   7      69.00      20.73
 10   8      89.19      -8.45
 10   9     -17.79      40.98
 10  10      53.56      43.35
 11   0     120.84       0.00
 11   1      -4.41      12.84
 11   2     -57.68     -70.28
 11   3       8.26       0.16
 11   4       4.08     -81.67
 11   5     -52.43      18.89
 11   6      68.04      48.40
 11   7      31.54     -19.50
 11   8     -47.35      82.14
 11   9      -8.51      73.38
 11  10     -61.96     -17.86
 11  11     -75.36      30.57
 12   0      -0.26       0.00
 12   1      27.64     -39.71
 12   2      18.49      25.89
 12   3      20.69      -7.31
 12   4      -8.00      40.85
 12   5      31.56      15.29
 12   6     -12.94     -35.21
 12   7     -67.44      -8.08
 12   8       9.18     -17.31
 12   9      21.79     -31.51
 12  10      -7.50      26.62
 12  11      55.71      12.62
 12  12      79.35     -43.02
 13   0     343.67       0.00
 13   1     -44.10      66.72
 13   2      16.99      35.71
 13   3     -28.97       0.16
 13   4      -0.34      36.77
 13   5     -24.68     -25.76
 13   6     -53.06      21.30
 13   7      48.49       7.00
 13   8      17.50     -47.14
 13   9       9.42      29.53
 13  10       5.67      32.15
 13  11     -22.59     -18.38
 13  12     -17.72      40.73
 13  13       3.60       7.62
 14   0    -115.99       0.00
 14   1      17.58     -24.82
 14   2     -37.37     -57.15
 14   3      11.53       8.12
 14   4      12.52     -52.49
 14   5      16.96      28.75
 14   6      37.47      -5.20
 14   7      11.31     -10.55
 14   8     -23.33      13.52
 14   9     -27.02      50.28
 14  10     -15.41       1.90
 14  11      -9.42      18.52
 14  12      49.82      28.78
 14  13       3.26     -59.46
 14  14     -25.56      16.24
 15   0     389.59       0.00
 15   1      31.76     -52.46
 15   2      -8.14       0.05
 15   3      39.67     -32.35
 15   4       5.96      -8.25
 15   5      43.00      21.26
 15   6      -1.18      -6.91
 15   7     -14.09      32.48
 15   8      -5.17      17.32
 15   9     -11.70     -37.33
 15  10      17.25      28.51
 15  11       4.76      13.32
 15  12     -40.34     -17.38
 15  13     -15.48      29.18
 15  14      -9.30       4.24
 15  15       4.79     -31.74
 16   0     -40.17       0.00
 16   1     -43.37      60.30
 16   2       0.50      -3.60
 16   3     -39.08      30.08
 16   4      18.09      35.38
 16   5     -37.04     -11.06
 16   6     -29.06      -1.73
 16   7       6.59     -18.92
 16   8       7.13      -0.51
 16   9      16.58     -36.80
 16  10       1.01     -33.90
 16  11      -4.47       4.06
 16  12       0.29       6.22
 16  13      89.70      32.17
 16  14      65.68     -18.25
 16  15      12.34      -9.00
 16  16      17.84      46.68
 17   0     337.18       0.00
 17   1      15.24     -10.13
 17   2     -22.11     -23.15
 17   3      -0.82     -19.92
 17   4     -12.07     -47.26
 17   5     -10.93     -18.09
 17   6      10.43       0.03
 17   7      30.62      -5.12
 17   8      -7.36      -6.05
 17   9      -7.23       5.91
 17  10       0.89     -17.64
 17  11      13.32       5.34
 17  12      56.24       8.56
 17  13      -0.43     -14.31
 17  14     -40.14      14.24
 17  15     -30.85      22.97
 17  16     -25.20      24.52
 17  17       9.64     -17.68
 18   0     -24.47       0.00
 18   1      12.42     -40.13
 18   2      13.08      10.70
 18   3      36.99       1.95
 18   4      21.10      25.18
 18   5      42.50      41.83
 18   6       2.17      11.35
 18   7     -17.20      23.08
 18   8      -7.72       3.99
 18   9      -2.82      17.88
 18  10       5.56      -7.73
 18  11      -6.67      -9.84
 18  12     -40.51      -1.40
 18  13     -27.59     -10.49
 18  14      56.28       8.35
 18  15      60.29     -67.06
 18  16      12.29     -67.00
 18  17      39.39     -32.00
 18  18      -0.52     -17.30
 19   0     287.23       0.00
 19   1      15.95      -5.13
 19   2      -3.17       5.95
 19   3       5.32     -12.84
 19   4      -7.84      -3.71
 19   5      -6.19       1.58
 19   6     -23.59     -11.07
 19   7      18.32      -1.06
 19   8      20.24       9.16
 19   9      -3.31      12.36
 19  10       4.95       7.46
 19  11      -2.46     -10.94
 19  12      -3.42      15.54
 19  13      23.99     -25.75
 19  14      -4.22      -9.82
 19  15     -21.95      33.85
 19  16      -0.56       2.16
 19  17       8.52      27.40
 19  18     -11.94      -2.66
 19  19       3.93       4.06
 20   0     -56.66       0.00
 20   1     -23.92       7.94
 20   2     -14.01     -20.44
 20   3     -16.01       9.52
 20   4      24.38     -13.19
 20   5       3.99      -5.51
 20   6      16.83      -0.49
 20   7      19.40      -7.54
 20   8      -7.87       6.13
 20   9      13.23       8.55
 20  10       8.73       5.04
 20  11      24.65      18.31
 20  12       5.88      11.34
 20  13     -14.39      31.46
 20  14      -9.85      29.84
 20  15      12.07     -14.15
 20  16      -0.32     -53.87
 20  17     -48.81     -37.41
 20  18      -3.29      -3.00
 20  19      11.55     -23.55
 20  20     -34.84     -16.43
 21   0     100.15       0.00
 21   1      45.95     -40.34
 21   2       8.89       7.42
 21   3      11.72     -14.35
 21   4      -2.41     -15.21
 21   5       3.22       7.70
 21   6      -7.96      11.31
 21   7      -7.99       5.34
 21   8     -14.27       4.69
 21   9       9.34     -21.72
 21  10      -5.94       5.25
 21  11      -0.14       7.73
 21  12      -1.80      -4.99
 21  13      -5.11      14.68
 21  14       7.96     -18.39
 21  15     -10.79      -2.28
 21  16      12.44      30.58
 21  17      26.68      -4.84
 21  18       6.78     -21.80
 21  19      -9.15      -9.47
 21  20     -24.21      -0.53
 21  21      25.27      30.65
 22   0      17.92       0.00
 22   1     -31.14       6.89
 22   2       7.91      21.32
 22   3      -0.08      11.37
 22   4      16.04      24.76
 22   5       7.12      23.48
 22   6     -19.67     -10.29
 22   7      -2.11       6.22
 22   8       4.15     -17.93
 22   9     -11.03      -1.44
 22  10      -3.24     -12.36
 22  11      -6.71      -5.31
 22  12      20.35       2.89
 22  13      11.18     -30.61
 22  14      -1.06      -5.59
 22  15       7.03       2.98
 22  16     -12.26      -7.14
 22  17       3.15     -17.99
 22  18      -5.64      -1.24
 22  19       4.65       0.65
 22  20      20.73     -16.35
 22  21      -8.51       2.24
 22  22      -7.03      -3.03
 23   0    -199.00       0.00
 23   1      36.30     -29.62
 23   2       8.60      -2.56
 23   3       3.36     -14.97
 23   4      -4.62     -34.35
 23   5      10.06      -7.41
 23   6       0.14      -0.42
 23   7      30.53       4.05
 23   8       4.15       7.34
 23   9      -4.63      12.34
 23  10       7.85       3.67
 23  11       2.24       4.96
 23  12       1.42       6.40
 23  13      -8.68      -0.37
 23  14     -16.75      12.88
 23  15       0.80       3.41
 23  16       4.74      -5.34
 23  17      21.17     -13.08
 23  18       0.59     -37.20
 23  19     -27.85     -21.46
 23  20      -9.44       8.68
 23  21      -7.69       9.45
 23  22      16.65       1.92
 23  23      12.34      -9.97
 24   0      57.71       0.00
 24   1     -13.26      -7.62
 24   2       8.23      16.67
 24   3       0.78       3.52
 24   4      31.02      12.86
 24   5      17.09      24.79
 24   6       4.29       8.45
 24   7      -6.04       4.55
 24   8     -12.05      11.71
 24   9      11.73      -2.10
 24  10       0.70      -8.32
 24  11       1.29      -0.27
 24  12     -19.74      -6.57
 24  13       1.19       0.78
 24  14      15.39     -10.13
 24  15      -5.10      -9.69
 24  16      -6.61      -2.79
 24  17     -23.85      16.15
 24  18      -7.81      17.76
 24  19      22.08     -14.47
 24  20      14.39     -31.92
 24  21      -8.88     -54.44
 24  22     -23.67     -15.09
 24  23      -8.94      18.18
 24  24       7.15     -11.80
 25   0    -480.93       0.00
 25   1      23.64     -16.19
 25   2      22.37      12.24
 25   3      -1.32       4.70
 25   4      -9.10     -15.99
 25   5      -4.72       0.22
 25   6     -19.27      -4.47
 25   7       8.99      -1.09
 25   8       7.29       0.37
 25   9       5.97     -12.45
 25  10       0.76      -0.96
 25  11       4.56       0.19
 25  12      15.49      -1.38
 25  13      27.92       5.78
 25  14      14.71       1.40
 25  15       3.45       3.73
 25  16       1.80      15.85
 25  17      -3.65       6.35
 25  18       3.04     -13.81
 25  19     -20.35     -28.50
 25  20     -39.44       8.17
 25  21      -3.31      31.69
 25  22       9.85      11.51
 25  23      14.65       1.95
 25  24       5.96     -23.38
 25  25     -32.08       9.64
 26   0      91.51       0.00
 26   1     -14.02       0.08
 26   2       8.06      25.83
 26   3      -4.18      -5.89
 26   4      16.02       8.48
 26   5      17.11      22.36
 26   6      -3.28      -2.69
 26   7       9.54       7.05
 26   8      -2.21      -8.19
 26   9      -1.82       7.08
 26  10       7.50      -2.09
 26  11       3.78       3.00
 26  12       7.31       5.59
 26  13      -8.23      -5.10
 26  14      -8.76       3.28
 26  15      -0.12       0.55
 26  16       5.84       2.94
 26  17       7.93       1.18
 26  18      -0.24      18.00
 26  19      17.44      27.70
 26  20       5.87     -15.85
 26  21     -12.17     -23.98
 26  22     -31.07     -12.16
 26  23     -35.21      -7.61
 26  24      -8.83      20.94
 26  25      -3.52       1.72
 26  26       6.05      -5.98
 27   0    -712.08       0.00
 27   1       6.93      -6.17
 27   2      27.90       6.78
 27   3      -4.51      10.96
 27   4      -0.08     -19.67
 27   5       7.47      -0.50
 27   6     -10.86       3.13
 27   7      15.79       3.91
 27   8      -0.99       8.17
 27   9       1.24       0.80
 27  10      -0.46       2.65
 27  11      -3.40       3.03
 27  12      -5.73      -4.74
 27  13      -8.69      -9.65
 27  14       4.14      -4.82
 27  15      13.13     -14.21
 27  16      -2.09     -13.57
 27  17       7.34       1.97
 27  18       3.29      -4.29
 27  19     -13.35      -3.01
 27  20      -1.25       6.26
 27  21       0.98      15.93
 27  22      16.96       3.00
 27  23      11.53      -9.35
 27  24      -6.18       9.48
 27  25      -0.11       4.83
 27  26      -6.14      12.77
 27  27       1.02      19.29
 28   0     112.83       0.00
 28   1       6.25      -0.36
 28   2      10.74      27.72
 28   3      -0.44     -11.37
 28   4      12.24       9.62
 28   5      16.94      30.21
 28   6      -5.26       2.00
 28   7      -0.35       7.80
 28   8      -5.85       0.19
 28   9       3.84      -1.68
 28  10      -1.93      -8.50
 28  11       3.40      -3.18
 28  12       1.37      -4.39
 28  13      10.79      -4.43
 28  14       5.16      -2.28
 28  15     -13.49       4.38
 28  16       1.30       2.24
 28  17       1.67      -5.86
 28  18      -6.80      -4.91
 28  19      10.88       3.82
 28  20      19.01      -4.71
 28  21      -1.60     -12.12
 28  22     -15.71      -5.44
 28  23     -15.89      16.89
 28  24      -6.40      21.85
 28  25       5.07       4.96
 28  26      -0.16      -1.16
 28  27     -16.73      -7.35
 28  28       5.38       3.44
 29   0    -745.19       0.00
 29   1     -26.17      21.01
 29   2      24.27       6.97
 29   3     -12.33      25.67
 29   4      -1.41      -7.46
 29   5      -1.09      -2.31
 29   6     -19.32      -2.52
 29   7      21.29       0.25
 29   8       6.96       3.22
 29   9       3.88      -4.43
 29  10       4.20       2.66
 29  11       4.43       3.42
 29  12       3.55       1.77
 29  13       4.62       5.76
 29  14      -2.98       2.46
 29  15      -0.62       1.84
 29  16       1.95     -10.29
 29  17     -16.39      -1.90
 29  18       1.95       5.58
 29  19       0.53      -2.14
 29  20     -12.29       8.20
 29  21       3.00       3.86
 29  22       8.94      -3.54
 29  23       4.53      -7.67
 29  24      -6.91     -11.81
 29  25     -12.19      11.27
 29  26       2.02       7.82
 29  27      11.89      11.00
 29  28      20.84       4.61
 29  29       9.09     -18.17
