Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1895:180
Coefficients for 360 degrees 
  Beginning: CT1894:000  1995:04:19_06h:40m:30s. 
  Centered:  CT1895:180  1995:05:02_21h:58m:41s. 
  End time:  CT1895:005  1995:05:16_04h:11m:22s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0       0.84       0.00
  1   0     164.64       0.00
  1   1       8.32      -1.64
  2   0     -41.28       0.00
  2   1      -8.34      -9.68
  2   2     -32.18     -43.67
  3   0     249.54       0.00
  3   1      -5.59      25.82
  3   2      32.72      26.41
  3   3     -18.94      17.31
  4   0     -14.07       0.00
  4   1       5.36      10.21
  4   2      14.14      23.05
  4   3      41.25     -18.20
  4   4      38.20     -15.38
  5   0     125.72       0.00
  5   1     -31.01     -13.87
  5   2     -11.35     -34.58
  5   3      10.93     -11.99
  5   4      14.48     -26.14
  5   5      56.57     -57.11
  6   0     -37.67       0.00
  6   1     -17.18      -4.62
  6   2      14.69      -6.61
  6   3     -59.42      34.17
  6   4     -30.20      28.32
  6   5      -4.21      56.08
  6   6      16.30     -10.33
  7   0      31.35       0.00
  7   1     -23.97      31.26
  7   2      31.64      -5.48
  7   3       8.06       5.95
  7   4     -20.41      16.89
  7   5     -35.51      37.19
  7   6     -25.53      45.78
  7   7      59.42      32.13
  8   0       5.03       0.00
  8   1      15.22       0.09
  8   2       1.00     -43.76
  8   3      30.66      -0.34
  8   4      10.22     -35.76
  8   5      12.14     -48.78
  8   6     -11.26     -19.17
  8   7     -40.29      24.17
  8   8      56.24      73.50
  9   0    -113.26       0.00
  9   1     -32.33      33.81
  9   2      13.43      -2.82
  9   3      -7.37      -0.05
  9   4      34.34      -7.80
  9   5      12.97       5.03
  9   6      18.43     -37.41
  9   7     -36.64     -41.92
  9   8     -58.24      11.10
  9   9     -40.53      32.16
 10   0      36.39       0.00
 10   1     -12.10     -26.22
 10   2       9.81      17.27
 10   3     -27.39      19.43
 10   4       2.60       3.62
 10   5       2.30      26.81
 10   6      12.49      18.34
 10   7      41.63       6.44
 10   8     -17.00     -45.58
 10   9     -61.44       3.64
