Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1831:180
Coefficients for 360 degrees 
  Beginning: CT1830:000  1990:07:08_15h:52m:32s. 
  Centered:  CT1831:180  1990:07:22_07h:10m:44s. 
  End time:  CT1831:005  1990:08:04_13h:23m:25s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      -9.69       0.00
  1   0      18.84       0.00
  1   1     -30.61     -31.45
  2   0      34.61       0.00
  2   1     -76.75     -34.48
  2   2     -70.52       8.57
  3   0      60.29       0.00
  3   1      30.89      -7.82
  3   2    -179.21       3.64
  3   3     131.59     -28.60
  4   0      29.07       0.00
  4   1     185.08      63.79
  4   2     -38.18     -56.34
  4   3     -67.70     109.19
  4   4     225.00     141.36
  5   0     -71.96       0.00
  5   1     -58.40       8.55
  5   2      52.52      40.73
  5   3     -44.39     -58.09
  5   4      -5.19     148.24
  5   5     -19.93    -226.05
  6   0    -104.85       0.00
  6   1      56.24     -78.86
  6   2      77.27     -14.66
  6   3      92.52      10.10
  6   4      65.11      44.26
  6   5     132.37     208.63
  6   6     124.45     180.66
  7   0      88.35       0.00
  7   1    -192.88      17.04
  7   2      55.61      55.71
  7   3     -98.90       0.70
  7   4      82.02     -30.19
  7   5     -53.20     -79.71
  7   6     136.82      62.43
  7   7     -20.63     -20.86
  8   0      36.12       0.00
  8   1    -103.72     -63.60
  8   2     -57.20      70.17
  8   3     -38.61    -101.80
  8   4    -108.87     -94.43
  8   5     -22.29     -19.77
  8   6      66.58     -87.19
  8   7     -52.55      83.94
  8   8     217.90    -122.21
  9   0     -63.36       0.00
  9   1     -70.25      18.32
  9   2     -76.36      15.44
  9   3     135.40      39.59
  9   4     -80.87     -76.53
  9   5      -7.93      75.95
  9   6     -26.37    -148.79
  9   7     -84.36    -108.91
  9   8    -388.22      93.77
  9   9      32.67      17.07
 10   0      71.68       0.00
 10   1     104.80      55.74
 10   2      57.80       2.28
 10   3      23.50     -14.35
 10   4      37.95       6.40
 10   5     -31.14     -26.58
 10   6     -32.16    -192.25
 10   7     209.43    -165.72
 10   8     110.35    -170.25
 10   9     -42.88       9.36
 10  10    -246.52      17.68
