Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1644:180
Coefficients for 360 degrees 
  Beginning: CT1643:000  1976:07:21_04h:30m:32s. 
  Centered:  CT1644:180  1976:08:03_19h:48m:43s. 
  End time:  CT1644:005  1976:08:17_02h:01m:24s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0       2.82       0.00
  1   0     173.35       0.00
  1   1      -3.21     -14.65
  2   0      15.41       0.00
  2   1       6.73     -29.83
  2   2      -8.32       0.38
  3   0     217.34       0.00
  3   1     -34.29      14.26
  3   2       6.73      14.06
  3   3     -21.13      -4.59
  4   0      -1.65       0.00
  4   1      -7.34      21.56
  4   2       1.03      17.42
  4   3     -11.09      10.10
  4   4     -27.35      -9.21
  5   0     117.95       0.00
  5   1      -5.67      19.60
  5   2     -32.66     -31.55
  5   3      -3.72      -2.64
  5   4      13.11     -15.38
  5   5      57.67     -19.99
  6   0      -3.35       0.00
  6   1      15.25      -5.53
  6   2     -15.67     -20.00
  6   3      16.01     -14.91
  6   4      21.58       9.68
  6   5       6.30      22.28
  6   6     -29.91      18.36
  7   0      23.58       0.00
  7   1      -7.67     -32.87
  7   2      -2.00     -22.53
  7   3      27.11      17.43
  7   4       2.20      -9.82
  7   5       6.23       0.62
  7   6     -37.75      12.50
  7   7      23.57     -10.10
  8   0      28.72       0.00
  8   1      12.66       4.24
  8   2     -10.46      36.77
  8   3      17.13       4.57
  8   4     -27.33       4.79
  8   5       0.50       9.79
  8   6       6.87       2.21
  8   7      -2.02     -56.95
  8   8       2.31      -5.57
  9   0     -89.88       0.00
  9   1      -3.69      34.93
  9   2     -23.01      -8.95
  9   3     -16.48      12.69
  9   4      -9.77       0.38
  9   5      -1.80      -3.13
  9   6      10.19       1.04
  9   7     -10.28     -44.29
  9   8      65.76      21.57
  9   9     -20.39      73.28
 10   0     -19.80       0.00
 10   1       8.90       4.98
 10   2     -23.92      16.19
 10   3       0.51     -30.06
 10   4       4.30       1.23
 10   5       7.86      -7.92
 10   6       4.79     -29.68
 10   7      -7.30      22.34
 10   8      20.13      17.75
 10   9     -11.28      62.41
 10  10     -47.91     -53.62
 11   0    -164.59       0.00
 11   1      -5.87     -14.53
 11   2     -13.48     -17.92
 11   3       0.10       5.55
 11   4       9.71      -9.84
 11   5      21.61       2.85
 11   6      17.20     -26.85
 11   7      14.02      34.08
 11   8     -16.32      -5.14
 11   9     -11.24      23.00
 11  10     -39.51     -46.31
 11  11      51.25     -21.81
 12   0     -18.03       0.00
 12   1       0.40      -5.01
 12   2       3.84      20.02
 12   3      28.42     -14.84
 12   4       1.39      -1.28
 12   5       7.81       8.33
 12   6      -5.24      22.05
 12   7      22.31       2.52
 12   8     -43.35      -9.87
 12   9      18.24     -24.34
 12  10      -8.14     -12.16
 12  11      46.05      16.46
 12  12     -21.41      29.90
 13   0    -236.97       0.00
 13   1      -4.76       6.71
 13   2      -9.76      -8.50
 13   3       4.64      17.66
 13   4     -11.63       2.84
 13   5      -1.79      -2.64
 13   6       1.28      15.13
