Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1940:180
Coefficients for 360 degrees 
  Beginning: CT1939:000  1998:08:28_15h:57m:21s. 
  Centered:  CT1940:180  1998:09:11_07h:15m:32s. 
  End time:  CT1940:005  1998:09:24_13h:28m:13s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      35.53       0.00
  1   0      99.30       0.00
  1   1      12.54      -1.78
  2   0      55.60       0.00
  2   1      29.68      39.07
  2   2      -2.24      67.40
  3   0     175.81       0.00
  3   1      10.00      -0.96
  3   2     -25.25      38.43
  3   3      37.41      16.59
  4   0      17.73       0.00
  4   1     -42.30     -22.25
  4   2     -57.31      19.53
  4   3      -7.54     -18.06
  4   4     -31.31      48.85
  5   0     212.20       0.00
  5   1       6.68      13.38
  5   2      23.77     -35.65
  5   3     -36.67      11.61
  5   4      -4.50     166.60
  5   5     -39.94      13.78
  6   0     -13.62       0.00
  6   1       1.98     -44.00
  6   2      58.42     -52.53
  6   3      24.56      14.58
  6   4      19.38      15.81
  6   5      96.42     -45.55
  6   6    -115.75      65.64
  7   0     -70.02       0.00
  7   1      11.40     -14.06
  7   2     -47.98      43.26
  7   3     -23.05      10.94
  7   4      28.03     -94.34
  7   5     -48.09     -22.94
  7   6    -163.45    -145.70
  7   7      63.81     -61.91
  8   0       6.07       0.00
  8   1      45.46     -15.10
  8   2      87.55       8.53
  8   3       1.15      64.10
  8   4      43.43      22.65
  8   5     -33.77      10.91
  8   6     -24.75      39.54
  8   7     -18.17      62.84
  8   8    -175.32     -69.96
  9   0     -47.27       0.00
  9   1       2.34       7.76
  9   2    -148.64      13.79
  9   3      93.68     -33.00
  9   4      -8.67      -7.00
  9   5       8.78     -28.84
  9   6      89.24     -46.39
  9   7       7.43    -112.42
  9   8    -116.88      57.94
  9   9      -6.78      62.50
 10   0      28.99       0.00
 10   1     -65.79      -4.32
 10   2       6.22     -51.68
 10   3     -88.12      35.17
 10   4     -61.99       9.09
 10   5     -15.03      67.36
 10   6     120.05     -38.78
 10   7     -36.32      38.60
 10   8    -190.53     -90.33
 10   9      37.99      48.76
 10  10     -54.82      -6.63
 11   0    -109.34       0.00
 11   1     -12.38      13.51
 11   2      -2.97      15.10
 11   3       2.98     -71.17
 11   4      -7.68      44.27
 11   5      21.12      43.98
 11   6      64.71     156.48
 11   7     -43.65      23.90
 11   8      95.27     -80.59
 11   9      54.57      57.92
 11  10    -267.24    -125.70
 11  11      43.48      82.56
 12   0    -130.20       0.00
 12   1       2.16     -11.07
 12   2     104.78      21.49
 12   3     -32.90      26.20
 12   4     -28.15     -98.12
 12   5      13.12     -28.41
 12   6    -101.44      44.57
 12   7       2.89     -64.97
 12   8     131.50      65.85
 12   9      39.31      23.28
 12  10       9.20       5.55
 12  11      68.70      55.16
 12  12     -44.23     -72.10
 13   0    -259.04       0.00
 13   1      13.13     -11.95
 13   2     -24.47      45.60
 13   3      51.60      -9.77
 13   4      24.30     -37.42
 13   5       6.10      -7.39
 13   6     -72.84     -42.28
 13   7      50.27      38.14
 13   8     -38.88      27.32
 13   9      29.69     -34.93
 13  10      11.86      51.14
 13  11      83.16      65.78
 13  12     -98.85      65.71
 13  13    -142.42      12.04
 14   0     -28.21       0.00
 14   1      44.35     -11.42
 14   2      38.04     -36.26
 14   3      -4.24      58.23
 14   4      -4.08      36.70
 14   5     -37.68     -30.94
 14   6      21.67     -43.35
 14   7      32.52       2.78
 14   8      -6.19      65.95
 14   9     -23.79     -42.00
 14  10      98.61      26.72
 14  11     139.83      -2.69
 14  12     -69.20     -36.14
 14  13      -1.12      51.12
 14  14      -7.01     -49.54
 15   0    -197.76       0.00
 15   1       7.65      -2.52
 15   2    -131.42      -5.85
 15   3      48.48     -50.96
 15   4      -1.28      45.16
 15   5       3.35       8.02
 15   6      43.41     -81.30
 15   7     -28.73     -22.86
 15   8     -71.01      33.96
 15   9     -92.77     -32.03
 15  10     101.45      28.94
 15  11      16.66     -82.03
 15  12     -11.55     106.13
 15  13    -153.63      14.89
 15  14      24.84    -114.44
 15  15     -35.01     -18.62
 16   0     -34.20       0.00
 16   1     -33.23      16.14
 16   2      34.15     -21.70
 16   3     -86.59      35.45
 16   4     -28.07     -10.93
 16   5     -11.98      41.10
 16   6     -15.36      -8.84
 16   7       5.70      37.36
 16   8      -2.70     -18.45
 16   9     -23.49     -19.45
 16  10     -86.79      10.93
 16  11     -21.95     -46.10
 16  12      33.84      96.59
 16  13      16.70      22.12
 16  14     -27.29     -17.16
 16  15    -115.86     -53.37
 16  16      33.63     -85.73
 17   0    -280.75       0.00
 17   1     -16.85       7.62
 17   2      -6.03      30.67
 17   3      42.68     -70.82
 17   4      21.03     -19.63
 17   5      18.65      20.72
 17   6     -15.95      88.72
 17   7      -4.95      20.29
 17   8      91.79     -53.33
 17   9      38.09       5.32
 17  10     -56.51     -29.30
 17  11     -15.74     -11.09
 17  12      25.80      13.09
 17  13      84.19     -22.48
 17  14      46.32      59.74
 17  15     -61.07     -22.45
 17  16     -24.47      65.93
 17  17     -89.08     -21.55
 18   0    -109.40       0.00
 18   1       7.72      22.41
 18   2      51.21       7.50
 18   3     -46.54      54.43
 18   4     -35.47     -67.61
 18   5     -41.48     -20.29
 18   6     -30.03      16.85
 18   7      17.89     -36.34
 18   8      26.90     -29.43
 18   9      23.40      17.72
 18  10       7.93     -10.03
 18  11     -72.33      -5.77
 18  12      12.36     -22.78
 18  13      33.79      -7.22
 18  14       9.21     101.51
 18  15     -94.07    -101.86
 18  16      45.28    -153.50
 18  17     -65.13      43.85
 18  18      14.64      12.84
 19   0    -166.75       0.00
 19   1      -2.04      -7.36
 19   2      -4.98      -1.41
 19   3      65.36     -31.02
 19   4       4.52      31.34
 19   5      -1.75      -3.85
 19   6      35.63      -9.29
 19   7      11.37      20.45
 19   8     -63.40      32.94
 19   9      40.85      17.89
 19  10      35.09      38.96
 19  11     -21.91      -6.34
 19  12     -25.73     -44.03
 19  13      -5.74       9.98
 19  14      12.58      76.82
 19  15      -6.95       8.60
 19  16      -5.36      48.26
 19  17    -155.90     -42.87
 19  18       6.14    -182.25
 19  19      15.60     -13.50
 20   0      -9.15       0.00
 20   1      20.05      24.71
 20   2     -20.58     -14.50
 20   3     -32.14      53.41
 20   4     -41.57       2.18
 20   5     -24.62     -17.20
 20   6      29.65     -29.93
 20   7      16.86      -2.98
 20   8      -3.03      31.63
 20   9       5.36      -5.10
 20  10      52.62      10.53
 20  11      47.70       1.14
 20  12       0.55      -8.09
 20  13      -7.40      26.70
 20  14      49.37      15.05
 20  15      -2.17     -17.40
 20  16      17.54     -16.32
 20  17     -56.63      48.26
 20  18      -2.93      24.00
 20  19     -23.14     -96.35
 20  20      15.51     -30.45
 21   0     -45.51       0.00
 21   1      -6.77      -3.45
 21   2      -2.75      -8.16
 21   3      31.32     -48.49
 21   4      11.60       3.96
 21   5      19.18      21.21
 21   6      -2.22     -23.41
 21   7     -25.08      -0.70
 21   8       9.87      -2.23
 21   9     -26.90     -10.51
 21  10     -35.48     -14.09
 21  11      20.43      -2.99
 21  12      24.30      17.85
 21  13      -1.99      13.81
 21  14     -31.09     -49.46
 21  15      18.18      -5.76
 21  16      17.74       3.56
 21  17     -41.25     -12.53
 21  18      63.84    -150.31
