Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT2057:180
Coefficients for 360 degrees 
  Beginning: CT2056:000  2007:05:24_20h:53m:09s. 
  Centered:  CT2057:180  2007:06:07_12h:11m:20s. 
  End time:  CT2057:005  2007:06:20_18h:24m:01s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0       2.58       0.00
  1   0     -98.69       0.00
  1   1     -13.51       7.59
  2   0      -8.47       0.00
  2   1      20.75       5.02
  2   2     -11.85     -22.46
  3   0    -161.18       0.00
  3   1       3.01      -5.00
  3   2      10.08      19.54
  3   3       2.48      17.21
  4   0     -17.41       0.00
  4   1     -15.48       3.33
  4   2      15.40      22.62
  4   3      13.45      -0.55
  4   4      12.56     -32.12
  5   0    -118.26       0.00
  5   1      15.83      24.96
  5   2      -0.77     -25.43
  5   3      -6.37     -31.81
  5   4     -17.25      10.20
  5   5      70.61      12.78
  6   0      20.61       0.00
  6   1      40.40      -5.48
  6   2       5.22      -9.63
  6   3     -18.46       3.82
  6   4       5.38      12.90
  6   5      -0.65     -25.06
  6   6     -37.90     -78.24
  7   0      -7.18       0.00
  7   1     -14.24      15.78
  7   2     -17.94      37.80
  7   3       1.18      19.21
  7   4      17.39     -27.59
  7   5     -47.62     -11.59
  7   6      21.22      50.36
  7   7      37.60      48.72
  8   0     -18.54       0.00
  8   1     -31.38      33.34
  8   2      20.70       2.59
  8   3       8.94     -20.92
  8   4     -23.04      -2.40
  8   5       8.82      26.41
  8   6      20.28      28.36
  8   7      -0.11     -45.37
  8   8     -63.26     -82.44
  9   0      60.60       0.00
  9   1      34.79       8.42
  9   2      23.28     -17.05
  9   3     -18.39       4.56
  9   4     -21.98      32.69
  9   5      32.03       3.36
  9   6     -25.74     -52.09
  9   7     -37.68     -26.17
  9   8       9.32      47.09
  9   9      19.44      63.29
 10   0      22.52       0.00
 10   1      38.38     -15.17
 10   2     -26.89      13.72
 10   3      -7.82      40.97
 10   4      29.77     -16.82
 10   5      -4.32     -30.39
 10   6     -20.82      12.46
 10   7       8.97      55.16
 10   8      26.80      23.52
 10   9      -7.09     -89.96
 10  10    -101.31     -87.19
 11   0     139.05       0.00
 11   1     -37.74      23.46
 11   2     -17.90      22.25
 11   3      15.11     -14.19
 11   4      19.73     -45.73
 11   5     -10.20       3.37
 11   6      28.50      47.52
 11   7      26.88      -6.28
 11   8      -6.26     -47.50
 11   9     -38.98     -11.23
 11  10      19.77      44.70
 11  11     133.98      15.30
 12   0     -19.45       0.00
 12   1     -17.64      14.08
 12   2      42.37      -6.66
 12   3      17.52      -8.65
 12   4     -51.43      35.32
 12   5       4.16      33.95
 12   6      -0.21     -24.43
 12   7      -9.72     -43.08
 12   8     -11.10       9.92
 12   9      27.91      95.98
 12  10      40.49      37.74
 12  11     -78.55     -22.52
 12  12    -101.40      27.65
 13   0     153.67       0.00
 13   1      48.84     -26.78
 13   2       9.33      -1.86
 13   3     -31.03      29.94
 13   4     -19.61      24.32
 13   5      15.37     -22.03
 13   6     -25.06     -26.53
 13   7     -21.29      21.60
 13   8      12.25      29.96
 13   9      26.91     -17.00
 13  10     -22.84     -56.50
 13  11     -38.74       7.65
 13  12      47.45      18.63
 13  13      66.59      18.64
 14   0      33.81       0.00
 14   1       8.75      -4.97
