Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT2178:180
Coefficients for 360 degrees 
  Beginning: CT2177:000  2016:06:06_04h:14m:27s. 
  Centered:  CT2178:180  2016:06:19_19h:32m:39s. 
  End time:  CT2178:005  2016:07:03_01h:45m:20s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      -6.55       0.00
  1   0     101.81       0.00
  1   1      20.00     -23.57
  2   0     -54.88       0.00
  2   1       7.51     -23.75
  2   2     -55.17     -13.89
  3   0     135.20       0.00
  3   1     -11.80      36.61
  3   2     -22.92      -4.50
  3   3      41.60     -37.13
  4   0     -83.78       0.00
  4   1     -16.62      22.20
  4   2       5.35      38.64
  4   3     -48.02     -65.27
  4   4      12.62     -66.59
  5   0      52.72       0.00
  5   1     -12.99     -30.70
  5   2      28.14      21.34
  5   3     -45.32      30.10
  5   4     -39.19     -25.99
  5   5     -50.15      -2.37
  6   0     -34.57       0.00
  6   1      17.28      14.21
  6   2      39.34     -31.29
  6   3      35.10      70.44
  6   4     -23.37       7.02
  6   5     -79.15     -23.89
  6   6     -32.00       9.73
  7   0      43.17       0.00
  7   1      10.77     -26.40
  7   2     -11.17     -35.25
  7   3      31.36      -8.12
  7   4      21.48      25.39
  7   5      18.88      10.56
  7   6     -80.22      23.64
  7   7     -62.46     -23.15
  8   0      35.71       0.00
  8   1      27.61     -11.57
  8   2     -74.29     -22.01
  8   3     -15.72     -54.87
  8   4      10.68      50.59
  8   5      52.37      31.87
  8   6      33.80      22.33
  8   7     -46.06      44.95
  8   8     -75.90      22.85
  9   0     -95.66       0.00
  9   1     -17.92     -37.14
  9   2      -2.81      24.86
  9   3       7.50      -1.20
  9   4      11.37      -1.44
  9   5      12.83      -4.98
  9   6      45.20      -7.62
  9   7      19.55      15.42
  9   8    -145.45      21.21
  9   9     -22.35     -95.54
 10   0      18.54       0.00
 10   1       6.96      -0.23
 10   2      47.12      27.55
 10   3     -16.20     -13.70
 10   4      -0.49     -50.78
 10   5     -20.40     -18.65
 10   6     -13.32     -32.46
 10   7      30.08      13.15
 10   8      45.62       9.73
 10   9     -18.49      27.23
 10  10     -96.84     -10.03
 11   0     -63.97       0.00
 11   1      -8.64      -7.00
 11   2      22.16     -40.31
 11   3      -6.36     -12.11
 11   4     -23.73     -10.03
 11   5     -47.00       4.16
 11   6     -10.36      10.37
 11   7      45.11      -3.36
 11   8      90.70      31.71
 11   9     -16.21     -11.06
 11  10     -23.24     -77.41
 11  11      26.41     -55.39
 12   0      82.77       0.00
 12   1     -17.19       4.27
 12   2     -39.55     -40.93
 12   3      12.95      20.62
 12   4      19.70      49.96
 12   5       1.11      15.51
 12   6     -10.58      11.43
 12   7       5.24     -46.68
 12   8      -0.53     -23.38
 12   9     -47.81      -4.84
 12  10      -4.36      -2.36
 12  11     -40.14      40.48
 12  12     -18.22       0.42
 13   0    -152.28       0.00
 13   1      25.72      17.00
 13   2     -12.66      11.51
 13   3      11.01      -0.88
 13   4      17.40       1.60
 13   5      31.51      -8.57
 13   6     -17.95       1.02
 13   7     -52.43     -16.80
 13   8     -40.05     -40.86
 13   9      19.07      15.90
 13  10      15.91      97.96
 13  11      22.41      19.63
 13  12      51.60      42.75
 13  13     -12.86     -15.40
 14   0      73.96       0.00
 14   1      23.90      11.50
 14   2      11.05       8.94
 14   3     -19.34     -37.40
 14   4       0.26     -10.83
 14   5       0.05     -18.47
 14   6      16.47      16.05
 14   7     -23.66      53.14
 14   8     -10.04      15.53
 14   9      43.77       2.38
 14  10      32.92      -5.05
 14  11      28.43      14.05
 14  12     -21.18     -42.87
 14  13      29.87     -47.29
 14  14      10.06     -31.28
 15   0    -172.95       0.00
 15   1     -31.62     -19.05
 15   2      11.51      -3.26
 15   3       9.26       0.28
 15   4     -11.44     -12.80
 15   5     -21.26      11.75
 15   6      13.31       5.36
 15   7      57.51      15.48
 15   8      27.52      13.84
