Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT2018:180
Coefficients for 360 degrees 
  Beginning: CT2017:000  2004:06:25_03h:14m:33s. 
  Centered:  CT2018:180  2004:07:08_18h:32m:44s. 
  End time:  CT2018:005  2004:07:22_00h:45m:25s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0       5.23       0.00
  1   0     -88.44       0.00
  1   1     -23.56      19.01
  2   0       5.97       0.00
  2   1      -0.39      -0.27
  2   2      19.98      24.63
  3   0    -163.22       0.00
  3   1      13.04     -21.34
  3   2     -32.58     -34.63
  3   3      35.83     107.55
  4   0       4.13       0.00
  4   1      22.16       9.96
  4   2     -32.82     -27.57
  4   3     -80.01    -115.09
  4   4      35.42     127.23
  5   0    -132.57       0.00
  5   1     -40.93       0.56
  5   2      53.65      53.32
  5   3     -30.16     -37.40
  5   4      31.59     -68.90
  5   5    -137.74      72.60
  6   0      -0.96       0.00
  6   1      -0.30      46.92
  6   2       5.01      15.86
  6   3      70.64     141.20
  6   4      22.09     -50.11
  6   5     128.03      -7.34
  6   6    -107.81     -45.47
  7   0      -5.14       0.00
  7   1     -67.60      16.17
  7   2     -31.88     -34.73
  7   3      23.19      22.08
  7   4     -61.88      72.03
  7   5      72.32     -40.55
  7   6     103.67      61.36
  7   7     -17.26    -192.07
  8   0      -0.38       0.00
  8   1      55.49      25.67
  8   2       1.67     -35.31
  8   3      -5.39    -107.35
  8   4     -10.29     -26.52
  8   5    -112.28      39.90
  8   6       9.31     -11.05
  8   7       9.62      91.58
  8   8      39.14    -185.33
  9   0      62.89       0.00
  9   1       6.10      19.63
  9   2      57.91      24.69
  9   3     -11.30     -32.52
  9   4      26.38     -52.43
  9   5     -22.06       5.67
  9   6     -57.10     -51.96
  9   7      13.79      48.11
  9   8     -31.97      34.79
  9   9     112.61     -68.42
 10   0     -24.57       0.00
 10   1       2.34      14.80
 10   2     -34.59      11.35
 10   3     -15.25      70.30
 10   4      13.75      59.88
 10   5      85.84     -44.42
 10   6      14.58      21.06
 10   7     -37.13     -83.13
 10   8      51.21      46.64
 10   9    -125.80      42.69
 10  10     128.65      19.53
 11   0     142.31       0.00
 11   1     -26.20      -7.95
 11   2      -7.14     -21.20
 11   3       7.86      -3.80
 11   4      -7.56      31.25
 11   5       9.81      32.51
 11   6      27.61       5.48
 11   7      17.41      42.30
 11   8       2.67     -38.79
 11   9     -19.16      37.18
 11  10    -116.35     -16.32
 11  11      -6.69      61.38
 12   0      24.69       0.00
 12   1       8.97      38.75
 12   2      22.31     -23.51
 12   3      45.95      27.39
 12   4      -4.96     -57.15
 12   5     -57.17       9.74
 12   6     -33.60     -25.14
 12   7      35.99      46.52
 12   8     -92.29       5.20
 12   9      75.39     -63.58
 12  10     -83.04      43.14
 12  11     -37.08    -110.34
 12  12     -50.73      26.94
 13   0     145.00       0.00
 13   1     -10.26      -4.36
 13   2      25.91      22.77
 13   3      20.83     -22.43
 13   4     -37.35     -30.56
 13   5       8.44     -33.10
 13   6     -51.79      13.75
 13   7     -30.22     -66.48
 13   8      30.51      16.17
 13   9     -14.02     -34.94
 13  10     105.16     -14.99
 13  11     -79.91      31.14
 13  12      41.33     -95.51
 13  13     -28.18     171.50
 14   0     -10.33       0.00
 14   1      -2.28     -38.28
 14   2     -24.66     -10.46
 14   3      -3.51      -5.50
 14   4      15.43      33.41
 14   5      25.54     -16.65
 14   6      23.90      -7.88
 14   7     -42.76      -5.73
 14   8      58.19     -39.93
 14   9     -43.74      73.89
 14  10      36.57     -58.56
 14  11      52.70      32.35
 14  12     -28.83     -51.49
 14  13      51.96      23.66
 14  14     -73.83      41.35
 15   0     230.64       0.00
 15   1      -1.06      15.03
 15   2       9.25     -16.55
 15   3       6.36       7.34
 15   4      23.64      22.55
 15   5       7.93       0.64
 15   6      30.00     -38.84
 15   7      20.04      19.69
 15   8     -32.15      -7.40
 15   9      21.73      11.39
 15  10     -68.54       7.68
 15  11      63.53     -47.46
 15  12      28.60      49.92
 15  13       9.54    -150.78
 15  14     121.67      63.50
 15  15    -107.86     -48.59
 16   0     -17.33       0.00
 16   1      -0.66      18.11
 16   2       0.11      -3.39
 16   3      21.83      48.76
 16   4     -19.58     -13.17
 16   5     -12.23       5.17
 16   6     -12.78      -5.67
 16   7      50.93      -6.00
 16   8     -22.35      18.98
 16   9      12.74     -84.79
 16  10      -7.06      42.39
 16  11     -61.04       7.21
 16  12      42.99      25.39
 16  13     -19.14      88.04
 16  14      79.13     -64.98
 16  15     -18.33      72.73
 16  16     -23.21     -10.32
 17   0     205.42       0.00
 17   1      29.59     -23.24
 17   2      22.41      13.01
 17   3      -6.69     -43.16
 17   4     -35.24     -35.33
 17   5       8.62       1.30
 17   6     -28.06      13.41
 17   7     -27.43       1.55
 17   8      27.99      22.87
 17   9       2.44      25.56
 17  10      62.79     -13.59
 17  11     -26.58      28.12
 17  12     -57.30     -32.87
 17  13      -9.73      63.70
 17  14     -77.93      30.89
 17  15      22.80      37.88
 17  16     -21.87     -28.12
 17  17     -23.70    -104.35
 18   0      -1.75       0.00
 18   1     -26.53     -42.72
 18   2      -6.67     -11.48
 18   3       9.83      11.15
 18   4      12.96      -0.40
 18   5       7.43     -32.15
 18   6      10.75     -27.08
 18   7     -38.40     -12.12
 18   8     -11.37       0.13
 18   9       0.54      62.27
 18  10      -6.53     -22.15
 18  11      48.17     -23.94
 18  12     -19.87     -14.80
 18  13       6.55    -123.89
 18  14     -73.07      20.41
 18  15     -28.10     -70.96
 18  16      36.30      68.26
 18  17      28.37      -0.60
 18  18     112.55    -110.55
 19   0     160.65       0.00
 19   1      39.06       5.97
 19   2     -10.90      -6.67
 19   3      31.48      -8.12
 19   4       1.25      28.82
 19   5       4.53     -15.39
 19   6      22.48     -15.85
 19   7      -2.04     -16.21
 19   8      -8.56     -35.70
 19   9     -15.07     -24.49
 19  10     -29.85      -9.97
 19  11      -2.47      16.76
 19  12      50.80      10.80
 19  13      -1.88      11.19
 19  14      69.66     -86.49
 19  15       6.15      -1.54
 19  16     -64.75     -53.37
 19  17      27.36      95.70
 19  18      -7.07      31.74
 19  19      11.15      92.31
 20   0      -5.96       0.00
 20   1     -31.04     -33.32
 20   2       2.25       6.96
 20   3      21.85      25.98
 20   4      -3.63       1.34
 20   5     -14.10       4.87
 20   6      11.48      -5.39
 20   7      34.25      30.00
 20   8      21.94     -14.26
 20   9      10.39     -53.84
 20  10      15.07     -15.22
 20  11     -19.55       7.69
 20  12     -10.13       6.89
 20  13       1.19     103.73
 20  14      14.68      28.22
 20  15      42.59      37.70
 20  16       1.70     -37.30
 20  17     -35.49     -96.11
 20  18     -52.45      11.60
 20  19       6.31      29.67
 20  20      71.56      73.60
 21   0      40.39       0.00
 21   1      45.99     -16.73
 21   2      10.56       5.13
 21   3      -4.22      -4.33
 21   4     -17.58     -36.55
 21   5      19.10      -8.08
 21   6     -23.64     -15.68
 21   7     -14.94       8.50
 21   8     -11.06      28.76
 21   9      -3.30      37.69
 21  10      30.21       5.64
 21  11      32.18     -18.59
 21  12     -35.17      -7.75
 21  13       5.33     -48.90
 21  14     -36.67      74.97
 21  15       1.57     -15.04
 21  16      68.53      66.44
 21  17      -1.90     -35.25
 21  18     111.75     -43.74
 21  19     -48.33     -37.67
 21  20     -15.47       0.40
 21  21      83.82      50.09
 22   0       3.13       0.00
 22   1     -35.71     -50.69
 22   2       0.31      -0.46
 22   3       6.04      23.76
 22   4      -3.28       0.30
 22   5       8.86     -23.15
 22   6       3.17     -19.69
 22   7     -16.29     -23.52
 22   8     -25.01       4.23
 22   9     -13.27      21.40
 22  10     -18.46       9.16
 22  11      13.20      19.73
 22  12      30.86      10.73
 22  13      -0.39     -57.78
 22  14      19.29     -36.90
 22  15     -40.97     -19.03
 22  16     -22.43     -13.29
 22  17      19.72     102.24
 22  18     -13.49       5.02
 22  19      50.22      43.67
 22  20      -6.04     -32.98
 22  21     -85.76     -68.65
 22  22     -51.71      40.33
 23   0    -109.39       0.00
 23   1      54.27      -7.28
