Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1681:180
Coefficients for 360 degrees 
  Beginning: CT1680:000  1979:04:26_08h:56m:23s. 
  Centered:  CT1681:180  1979:05:10_00h:14m:34s. 
  End time:  CT1681:005  1979:05:23_06h:27m:15s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0     -12.38       0.00
  1   0      25.52       0.00
  1   1     -94.19     -57.15
  2   0     -12.17       0.00
  2   1     116.96      41.70
  2   2     103.46      58.91
  3   0     142.65       0.00
  3   1       6.62      15.71
  3   2     311.65     100.26
  3   3    -323.89     -26.99
  4   0       1.44       0.00
  4   1       4.00      58.02
  4   2     -37.28     -67.82
  4   3    -187.22    -187.79
  4   4      63.54     108.50
  5   0     302.88       0.00
  5   1     101.51     179.89
  5   2    -227.87     -60.63
  5   3     -20.93     175.33
  5   4    -172.95     167.92
  5   5     -24.64     102.00
  6   0     -38.01       0.00
  6   1     -10.06    -104.93
  6   2     -47.48      55.28
  6   3     231.42      35.45
  6   4      74.12     152.06
  6   5     -14.93      92.54
  6   6      51.30    -108.08
  7   0    -152.90       0.00
  7   1     124.93      24.77
  7   2      80.18     -15.38
  7   3     114.65      16.67
  7   4     -26.10    -113.87
  7   5     147.62       6.96
  7   6     107.56     350.58
  7   7     -59.04    -144.92
  8   0      50.12       0.00
  8   1      61.99      11.31
  8   2      19.17      79.92
  8   3    -129.22      97.35
  8   4      -8.21    -173.99
  8   5     -37.05    -101.62
  8   6     231.08     -81.62
  8   7     -90.36    -202.96
  8   8    -355.40     101.34
  9   0     -52.74       0.00
  9   1      73.93     -74.87
  9   2      41.29     -72.64
  9   3     -69.06    -199.58
  9   4      52.33     -19.36
  9   5       2.95     -60.04
  9   6      65.45     202.46
  9   7    -147.30    -138.99
  9   8    -121.98     172.05
  9   9    -159.46      27.40
 10   0     -14.64       0.00
 10   1     -14.00      34.97
 10   2     -12.11    -175.64
 10   3      35.19     -83.79
 10   4     -13.99      18.22
 10   5      31.89     116.81
 10   6    -196.63      48.94
 10   7     -65.57     189.80
 10   8    -260.46    -226.77
 10   9    -144.64    -190.63
 10  10     -91.72      38.86
 11   0     -24.35       0.00
 11   1      21.56     113.24
 11   2     -65.73     -52.26
 11   3      40.20     139.89
 11   4      34.69     111.74
 11   5    -130.99      46.35
 11   6     -53.36    -237.78
 11   7      39.01     236.38
 11   8     196.05     -78.12
 11   9     -48.08     148.35
 11  10      98.94      71.94
 11  11     -79.58      80.15
 12   0       9.56       0.00
 12   1       0.24      14.15
 12   2      -0.82     103.26
 12   3      27.02      76.00
 12   4     -36.80      25.37
 12   5     -17.35     -77.01
 12   6      13.06      21.46
 12   7      91.22     -44.34
 12   8     280.08     -74.58
 12   9     117.36     -58.20
 12  10    -117.99     205.77
 12  11       0.25    -293.37
 12  12      66.28     104.16
 13   0    -234.78       0.00
 13   1      45.92      48.04
 13   2      44.27      23.83
 13   3      25.40     -93.43
 13   4     -25.76    -101.64
 13   5      85.71      26.03
 13   6       9.53      11.31
 13   7      55.14     -44.63
 13   8     -69.51    -109.03
 13   9     188.83      84.11
 13  10     -91.18     144.35
 13  11      90.91     148.60
 13  12       3.15     272.53
 13  13     166.78     157.89
 14   0      10.08       0.00
 14   1      33.49     -82.37
 14   2     -46.04     -13.78
 14   3      -4.25     -51.00
 14   4      45.33      18.35
 14   5      -6.45     -35.15
 14   6      52.71      12.46
 14   7      11.75    -100.42
 14   8     -38.34     187.77
 14   9     -25.01     104.65
 14  10     -32.61    -161.52
 14  11      30.96    -159.89
 14  12     161.08     231.55
 14  13     100.24     156.09
 14  14      41.43       2.46
 15   0    -190.08       0.00
 15   1     -16.51     -75.35
 15   2     -23.52     -95.51
 15   3      -5.07     -28.47
 15   4       7.98      43.59
 15   5     -57.50     -24.35
 15   6     -71.63      -5.01
 15   7      22.22     -38.06
 15   8    -107.04     133.27
 15   9     -29.83    -102.11
 15  10     -50.23     -90.69
 15  11     155.50     -28.31
 15  12      98.41     206.63
 15  13      23.56     102.71
 15  14     128.23     191.81
 15  15      22.92    -118.50
 16   0      61.16       0.00
 16   1     -20.17      61.60
 16   2       3.29     -38.80
 16   3      32.46      51.02
 16   4     -10.26      18.31
 16   5      25.77      17.46
 16   6     -51.97      36.35
 16   7     -49.97     157.07
 16   8     -55.56     -78.76
 16   9     -72.48     -87.70
 16  10      30.93      -9.68
 16  11      51.60     143.83
 16  12      58.98    -140.63
 16  13    -164.83    -138.06
 16  14     116.39     -52.47
 16  15     -92.55    -175.89
 16  16     -29.43      26.35
 17   0    -188.77       0.00
 17   1     -79.12      -6.19
 17   2      12.59     -41.77
 17   3      48.99     -13.92
 17   4      46.15     -44.37
 17   5     -11.64      26.43
 17   6      95.89     -37.18
 17   7     -30.59      82.35
 17   8     145.40     -14.41
 17   9     -51.64      -1.47
 17  10      83.68      96.77
 17  11     -76.96     -61.90
 17  12      66.36    -137.62
 17  13     -38.01     -66.55
 17  14      12.53      20.56
 17  15     -69.17    -234.97
 17  16      -3.22     112.52
 17  17      16.97     -85.42
 18   0     -28.69       0.00
 18   1     -22.11       9.45
 18   2      27.77      26.57
 18   3     -15.35      23.83
 18   4     -16.61     -21.95
 18   5     -73.48     -47.88
 18   6      -4.15      -7.18
 18   7     -15.82    -142.33
 18   8      89.19     -30.38
 18   9     102.84       8.08
 18  10      56.10      56.34
 18  11     -58.40     -11.66
 18  12     -97.34      46.72
 18  13     -34.57      25.67
 18  14    -128.44    -153.32
 18  15    -110.74      17.53
 18  16      -4.97    -110.38
 18  17     -28.99      37.67
 18  18      -2.86      50.23
 19   0    -142.34       0.00
 19   1     -86.44     -60.57
 19   2       2.01      47.32
 19   3       7.49     -76.39
 19   4      -4.84      11.86
 19   5      -0.58      30.72
 19   6     -79.10      -6.70
 19   7       0.21     -60.41
 19   8    -102.62     -74.92
 19   9      12.45      56.17
 19  10     -29.48    -103.75
 19  11      -2.93      49.97
 19  12     -45.00      93.11
 19  13      31.41     -17.20
 19  14    -119.37    -155.46
 19  15     -23.01      52.46
 19  16      32.35      95.51
 19  17       5.77    -104.83
 19  18     162.97      54.62
 19  19     -95.54    -130.80
 20   0      27.77       0.00
 20   1     -36.97     -15.22
 20   2     -47.36     -11.26
 20   3      21.03     -26.08
 20   4      -8.30      59.00
 20   5      38.27     -36.66
 20   6     -25.96     -36.58
 20   7      12.18      50.83
 20   8     -37.47      80.21
 20   9     -28.56      51.94
 20  10     -59.50     -33.08
 20  11     -10.72     -33.70
 20  12     -33.63      24.45
 20  13       7.40      56.64
 20  14     -19.29      66.43
 20  15      42.43     107.69
 20  16    -131.91       6.77
 20  17      32.03      50.76
 20  18      63.25       8.19
 20  19     -70.13    -143.16
 20  20      59.66      41.05
 21   0     -40.67       0.00
 21   1    -133.88     -75.76
 21   2       2.44     -30.31
 21   3       7.66      18.49
 21   4      40.09      -4.01
 21   5     -37.74     -12.29
 21   6      -7.35     -36.82
 21   7      29.15      34.59
 21   8      -2.60      65.33
 21   9     -12.47     -56.40
 21  10     -21.64      23.31
 21  11      54.33      56.33
 21  12     -43.12     -33.94
 21  13     -10.55      22.85
 21  14     132.96      57.50
 21  15      33.06      66.38
 21  16     -87.05      53.42
 21  17      22.82     -20.36
 21  18     190.70      68.85
 21  19    -122.20     -81.04
 21  20       1.44      -5.94
 21  21     -92.96      49.06
 22   0      15.82       0.00
 22   1     -41.37       8.25
 22   2      27.50      13.66
 22   3      20.52      40.12
 22   4       4.55      -3.18
 22   5     -26.23     -22.97
 22   6       9.53      54.44
 22   7     -14.05       4.44
 22   8       8.98     -27.59
 22   9     -26.03     -21.86
 22  10      16.45      61.21
 22  11      29.95       4.77
 22  12      38.38    -100.18
 22  13      21.21     -52.44
 22  14      67.45      93.56
 22  15       3.60     -86.84
 22  16     -11.14      64.98
 22  17      62.61      12.94
 22  18     -17.15       2.13
 22  19     -35.48     -23.03
 22  20     -79.90      58.18
 22  21     -94.97     -29.12
 22  22      -8.23     -12.23
 23   0     117.66       0.00
 23   1    -123.30     -98.84
 23   2      -0.34      58.99
 23   3      27.69     -43.12
 23   4      10.34     -30.34
 23   5     -18.68      40.89
 23   6      22.27     -40.76
 23   7     -23.81     -19.22
 23   8      44.89     -20.30
 23   9      -7.00      24.36
 23  10       1.88      25.29
 23  11     -19.93     -49.97
 23  12      13.71     -18.70
 23  13       3.02      -4.55
 23  14     -34.65      48.83
 23  15     -35.03     -52.26
 23  16      28.03     -78.91
 23  17      42.95      10.05
 23  18     -26.73      57.28
 23  19      18.37      50.18
 23  20      -0.30     -33.95
 23  21    -127.86      73.02
 23  22     -11.73      46.14
 23  23       1.44      55.58
 24   0     -37.78       0.00
 24   1     -48.37       4.92
 24   2      18.07       4.88
 24   3     -11.14     -11.94
 24   4      -9.51      26.52
 24   5     -19.25     -57.61
 24   6     -37.18     -17.72
 24   7     -21.49     -37.20
 24   8       2.61      15.89
 24   9      22.31       4.76
 24  10      10.45     -49.11
 24  11     -20.70      13.83
 24  12      -1.82      98.76
 24  13      -8.73      -8.55
 24  14     -58.75     -71.83
 24  15     -15.50      22.26
 24  16      68.82     -23.57
 24  17     -37.76     -29.38
 24  18     -23.07       9.89
 24  19      30.17       5.42
 24  20     -75.39      42.25
 24  21     -93.98       1.26
 24  22     -10.99      16.04
 24  23     -65.88      11.03
 24  24       3.03      -0.20
 25   0     262.84       0.00
 25   1     -74.16     -57.35
 25   2      -1.92      65.79
 25   3     -17.38      14.93
 25   4      26.89       6.06
 25   5     -28.25      11.39
 25   6     -43.67     -27.02
 25   7       8.99      -1.89
 25   8     -48.07      -7.02
 25   9     -16.42      -1.93
 25  10      -4.55     -37.34
 25  11      15.66      25.31
 25  12       1.89      41.40
 25  13     -14.11     -14.35
 25  14     -27.31     -31.76
 25  15      21.14      28.30
 25  16      40.92       5.84
 25  17      -6.75      -8.92
 25  18      12.82      -6.46
 25  19      31.09     -36.78
 25  20      63.90      -3.92
 25  21      33.99      47.33
 25  22     -34.48     -13.64
 25  23      55.00      10.36
 25  24      44.09      47.69
 25  25      48.84     -15.29
 26   0     -21.41       0.00
 26   1     -35.15     -13.83
 26   2      12.40       5.88
 26   3       8.87       1.58
