Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1755:180
Coefficients for 360 degrees 
  Beginning: CT1754:000  1984:11:03_17h:48m:05s. 
  Centered:  CT1755:180  1984:11:17_09h:06m:16s. 
  End time:  CT1755:005  1984:11:30_15h:18m:57s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      -0.31       0.00
  1   0    -210.21       0.00
  1   1     -37.57     -19.50
  2   0      32.94       0.00
  2   1       0.67      22.29
  2   2     -35.05      23.75
  3   0    -293.77       0.00
  3   1      -5.11      37.28
  3   2     -15.79      -3.01
  3   3       7.89     -45.44
  4   0       0.81       0.00
  4   1       7.97     -46.37
  4   2       2.41      -8.78
  4   3       8.44      -2.43
  4   4     -15.23      22.18
  5   0    -145.70       0.00
  5   1      91.68     -39.38
  5   2     -24.48      45.46
  5   3     -31.67      72.71
  5   4      -9.23     -25.44
  5   5      77.73      17.35
  6   0      -4.49       0.00
  6   1      -9.20      14.09
  6   2      14.06      32.51
  6   3       1.13     -24.65
  6   4      26.67      -6.55
  6   5      18.53     -33.05
  6   6     -48.87      44.10
  7   0     -18.35       0.00
  7   1      -7.10     -59.69
  7   2      25.02      23.79
  7   3      46.97      -8.75
  7   4      -9.53      17.32
  7   5     -23.82      10.25
  7   6      19.68     -14.71
  7   7      56.20     -40.79
  8   0       2.96       0.00
  8   1      15.83     -26.03
  8   2     -27.15      14.79
  8   3      -0.38      40.43
  8   4       0.00      11.11
  8   5     -43.06      16.81
  8   6      25.85     -10.47
  8   7     -13.29      40.62
  8   8      27.09     -26.69
  9   0     111.23       0.00
  9   1      23.02     -12.36
  9   2       2.14     -12.24
  9   3     -35.82       9.17
  9   4     -15.01     -10.69
  9   5       7.40      12.12
  9   6     -31.08      13.15
  9   7       1.30       2.89
  9   8     -57.79      22.78
  9   9      -9.90      32.33
 10   0     -12.01       0.00
 10   1     -14.72     -11.12
 10   2     -54.22      37.46
 10   3      36.13     -19.40
 10   4       4.92      30.55
 10   5      69.16       0.50
 10   6     -20.14     -13.47
 10   7      24.27     -43.95
 10   8      13.89       0.90
 10   9       0.56      -8.99
 10  10     -21.18      29.34
 11   0     209.22       0.00
 11   1      41.39     -14.11
 11   2     -40.82      37.04
 11   3     -30.98      30.38
 11   4     -30.29     -10.09
 11   5     -17.02      -6.20
 11   6      19.74       9.64
 11   7      -9.86       5.06
 11   8      42.31      16.84
 11   9      -8.32     -31.59
 11  10      36.67     -14.78
 11  11     -45.26      57.56
 12   0      -4.28       0.00
 12   1       8.13      -5.93
 12   2      -9.56      31.83
 12   3      -7.75      -2.61
 12   4      32.40      21.57
 12   5     -31.64     -24.17
 12   6      -5.51      10.53
 12   7      -5.20      21.17
 12   8     -20.32       9.65
 12   9      -0.29      14.55
 12  10     -11.71       5.20
 12  11      -9.59     -49.76
 12  12     -16.49     -28.48
 13   0     296.95       0.00
 13   1     -11.81      -8.82
 13   2      19.93      23.21
 13   3     -11.17       5.47
 13   4     -22.09     -48.89
 13   5       6.75       6.60
 13   6      -0.19      -6.51
 13   7      20.77       1.35
 13   8     -15.37     -14.61
 13   9      -1.82      30.33
 13  10     -16.82       8.89
 13  11      38.14      -3.49
 13  12       6.02      39.83
 13  13      -3.04     -29.17
 14   0     -19.78       0.00
 14   1       0.48       4.94
 14   2     -15.55       4.50
 14   3      21.46      21.54
 14   4       9.11      29.90
 14   5      18.84      12.34
 14   6      14.58     -10.33
 14   7      -2.79     -11.95
 14   8      16.75     -15.68
 14   9      -9.78     -27.21
 14  10      22.80     -27.50
 14  11       1.59      28.39
 14  12       6.48      10.54
 14  13      -9.08      41.99
 14  14      11.57      -6.12
 15   0     369.77       0.00
 15   1       5.49       3.38
 15   2       0.27       3.77
 15   3     -25.04      13.86
 15   4     -24.35      -5.57
 15   5      -7.48       0.48
 15   6       8.10       3.38
 15   7       2.98      16.62
 15   8     -16.39      23.79
 15   9       5.13     -11.52
 15  10      -2.54      -6.24
 15  11     -19.47     -14.18
 15  12     -18.61     -27.99
 15  13       0.49     -16.39
 15  14      21.42       8.77
 15  15      46.65      44.72
 16   0     -25.95       0.00
 16   1       2.05       4.21
 16   2     -23.93      44.91
 16   3       9.43       0.54
 16   4      22.65      17.48
 16   5       5.42     -13.43
 16   6     -21.75       1.30
 16   7      13.08      18.31
 16   8      -4.70       8.37
 16   9      17.51      10.16
 16  10     -12.24      16.46
 16  11      15.36       6.52
 16  12      -6.84      -1.93
 16  13      10.17      -8.22
 16  14     -29.52       2.14
 16  15     -31.81     -39.69
 16  16      34.41      46.47
 17   0     379.17       0.00
 17   1     -28.77      20.12
 17   2     -11.01      21.48
 17   3     -21.51      29.14
 17   4     -31.16     -26.96
 17   5      -5.33       5.93
 17   6      -4.81      -2.57
 17   7       0.73     -11.80
 17   8       0.77     -11.35
 17   9     -15.57       2.55
 17  10      11.69      12.12
 17  11      12.09       3.81
 17  12      23.78      22.32
 17  13      -8.05      32.08
 17  14      21.75     -20.35
 17  15      -0.09      23.29
 17  16     -30.40     -42.15
 17  17      -6.60       0.04
 18   0     -13.71       0.00
 18   1     -11.37       8.99
 18   2     -21.00       0.86
 18   3      24.38      -7.65
 18   4      18.43      50.70
 18   5       3.29       0.67
 18   6       6.00       3.33
 18   7       0.97       0.44
 18   8       8.07       5.34
 18   9      -1.63     -14.65
 18  10       4.87     -18.56
 18  11      -6.58      -7.98
 18  12     -16.05     -10.44
 18  13     -17.82      -0.60
 18  14      14.49      10.97
 18  15      21.82      18.52
 18  16      22.61      -3.16
 18  17      23.68       4.41
 18  18     -33.60      14.36
 19   0     278.59       0.00
 19   1     -28.90      38.14
 19   2      -1.63       2.15
 19   3     -34.07      10.86
 19   4     -38.47     -41.70
 19   5     -10.50      -6.43
 19   6      14.43      -2.67
 19   7      15.01      21.37
 19   8      -4.54       4.16
 19   9       8.50       8.72
 19  10      -8.87      -1.58
 19  11      14.01       0.34
 19  12     -16.49     -12.83
 19  13       8.80     -13.83
 19  14     -23.34      11.38
 19  15     -15.64     -12.42
 19  16      -3.55      19.54
 19  17      -8.17     -17.82
 19  18      43.74      -5.29
 19  19     -14.86     -38.24
 20   0      -9.45       0.00
 20   1       9.49      20.13
 20   2      12.36       2.22
 20   3      12.09      19.29
 20   4      31.76      26.18
 20   5      10.33      -8.19
 20   6     -11.20      -2.42
 20   7       6.22      14.04
 20   8      11.09      -2.92
 20   9      14.96      -4.99
 20  10       7.76       9.42
 20  11       4.40       5.87
 20  12      20.93       5.48
 20  13       4.57       8.27
 20  14       5.21     -14.01
 20  15     -14.98       4.22
 20  16     -16.39     -13.27
 20  17      -7.07      29.59
 20  18     -21.14      -2.39
 20  19      30.26     -12.49
 20  20      -7.80      -8.37
 21   0      89.23       0.00
 21   1     -50.68      45.06
 21   2       3.44       0.13
 21   3     -15.05      17.62
 21   4     -36.05     -32.12
 21   5       5.93       8.57
 21   6      -0.19       4.97
 21   7       1.64      -1.14
 21   8      -4.60       6.50
 21   9     -16.70      -7.43
 21  10      -8.42       5.09
 21  11      -4.48      -4.65
 21  12      11.82      -3.51
 21  13      -2.80       3.50
 21  14      12.63      -8.28
 21  15      22.84       7.96
 21  16      12.15     -10.25
 21  17       9.25      -8.25
 21  18     -11.97       6.87
 21  19     -23.04      15.55
 21  20      -9.55      24.27
 21  21      29.95     -36.08
 22   0      -1.09       0.00
 22   1      -7.88      24.65
 22   2      11.81     -13.40
 22   3       8.20      -5.08
 22   4      27.37      48.96
 22   5       4.03      -2.12
 22   6      -0.76       4.39
 22   7       4.48      13.24
 22   8       8.61      12.13
 22   9       9.72       1.93
 22  10      -6.75     -10.30
 22  11      14.42      -1.14
 22  12     -17.90     -12.62
 22  13      -6.00      -2.75
 22  14     -12.75      14.60
 22  15       9.60      -5.33
 22  16      -1.95      15.53
 22  17       1.23     -28.98
 22  18      23.99      -4.55
 22  19     -10.73     -18.50
 22  20      11.00       5.58
 22  21     -20.06      18.80
 22  22      -1.98      -5.59
 23   0    -186.11       0.00
 23   1     -43.14      38.00
 23   2       1.06     -17.49
 23   3     -15.15      17.02
 23   4     -46.49     -43.08
 23   5     -19.58      -3.66
 23   6       6.25     -10.12
 23   7       7.24      15.30
 23   8      -3.25      -3.06
 23   9       2.10       9.48
 23  10      -6.03      -2.20
 23  11       8.19       3.05
 23  12       0.53       0.74
 23  13       9.05       0.60
 23  14       3.07       4.49
 23  15     -17.35       8.25
 23  16     -15.67       3.88
 23  17      -5.13      17.63
 23  18      -0.93      -6.12
 23  19      12.78       0.15
 23  20     -13.95     -18.60
 23  21      15.65     -18.19
 23  22      -4.07      16.20
 23  23      13.91     -14.19
 24   0      16.50       0.00
 24   1      -3.37      15.46
 24   2      31.92     -37.60
 24   3      10.55       2.92
 24   4      30.50      43.52
 24   5      11.08      -8.77
 24   6      -8.91       2.17
 24   7       5.20       5.88
 24   8       3.23      -0.98
 24   9       7.50     -12.89
 24  10       0.33       0.88
 24  11      -5.47       0.35
 24  12      15.36       5.42
 24  13      -0.79      -4.65
 24  14      14.77     -10.29
 24  15      -4.48       4.84
 24  16      10.69     -12.76
 24  17      -6.88       8.43
 24  18     -10.54       3.31
 24  19      -3.36      16.96
 24  20      -0.34       2.91
 24  21       0.06      -9.99
 24  22      -5.14     -12.21
 24  23      -6.19      -0.36
 24  24       2.52      -4.22
 25   0    -489.30       0.00
 25   1     -31.93      29.78
 25   2       7.12     -31.81
 25   3       1.33      -1.27
 25   4     -40.84     -34.74
 25   5       0.22       3.84
 25   6      11.17       0.70
 25   7       7.26       1.07
 25   8      -0.93       3.43
 25   9      -5.51      -1.36
 25  10     -12.02       4.90
 25  11       3.00       4.78
 25  12      -5.07      -6.61
 25  13      -6.54      -0.69
 25  14      -9.46      -0.06
 25  15      16.34       6.46
 25  16      -0.39      -0.60
 25  17      10.45     -22.47
 25  18       1.92       2.87
 25  19      -2.59     -12.64
 25  20       8.69       5.78
 25  21      -6.70       6.66
 25  22      15.38       5.96
 25  23      -6.90       5.75
 25  24     -17.19     -11.99
 25  25       9.87      -8.79
 26   0      31.89       0.00
 26   1       0.81       9.02
 26   2      42.45     -47.03
 26   3      -8.55      -0.18
 26   4      25.90      39.87
 26   5      11.58      -6.73
 26   6      -6.89       4.24
 26   7       4.80      19.11
 26   8      11.85       6.50
 26   9      12.28       2.71
 26  10      -0.46      -1.65
 26  11      12.75      -0.17
 26  12      -4.48      -2.51
 26  13      -3.07       2.39
