Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT2134:180
Coefficients for 360 degrees 
  Beginning: CT2133:000  2013:02:22_01h:33m:59s. 
  Centered:  CT2134:180  2013:03:07_16h:52m:10s. 
  End time:  CT2134:005  2013:03:20_23h:04m:51s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0       9.85       0.00
  1   0       0.22       0.00
  1   1     -29.07      36.33
  2   0      25.25       0.00
  2   1      55.03      43.86
  2   2      12.57     -21.02
  3   0      17.35       0.00
  3   1     -37.03     -27.83
  3   2     -58.39     -62.22
  3   3      55.68      22.85
  4   0      50.61       0.00
  4   1       9.47     -96.62
  4   2       5.32     -27.09
  4   3       6.76      52.49
  4   4    -142.50       7.94
  5   0     -71.38       0.00
  5   1      87.92      28.76
  5   2      45.33      79.06
  5   3       8.72      43.91
  5   4     -90.09       7.22
  5   5      85.83     -71.03
  6   0      60.07       0.00
  6   1     -12.75      43.76
  6   2     -45.38      32.81
  6   3      22.79     -54.42
  6   4      85.63      19.46
  6   5      93.11     -30.86
  6   6     -91.89     -16.91
  7   0     -16.19       0.00
  7   1     -20.85      27.99
  7   2      45.37     -72.53
  7   3     -30.84     -27.34
  7   4     128.19     -25.73
  7   5     -48.72       3.46
  7   6     -64.06     -18.16
  7   7      30.59     -24.23
  8   0     -27.00       0.00
  8   1     -23.25     -17.14
  8   2      95.91      21.87
  8   3     -54.77      16.48
  8   4     -18.31     -16.34
  8   5     -53.38     -24.91
  8   6      -6.80    -104.32
  8   7     -49.37     -33.48
  8   8     -60.21     167.71
  9   0      22.09       0.00
  9   1      66.28     -51.86
  9   2      16.65     -34.72
  9   3       5.94     -11.86
  9   4     -68.52      13.22
  9   5     -10.97     -12.31
  9   6     -21.77     -20.46
  9   7      68.48      59.34
  9   8      53.52     195.00
  9   9     -36.94    -218.31
 10   0      -7.72       0.00
 10   1      32.65       7.78
