Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT2125:180
Coefficients for 360 degrees 
  Beginning: CT2124:000  2012:06:21_14h:06m:37s. 
  Centered:  CT2125:180  2012:07:05_05h:24m:48s. 
  End time:  CT2125:005  2012:07:18_11h:37m:29s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      -9.36       0.00
  1   0      -4.78       0.00
  1   1      -2.31     -21.66
  2   0      69.44       0.00
  2   1      24.09      31.54
  2   2      82.27    -126.53
  3   0     -67.33       0.00
  3   1       3.77      -1.40
  3   2     -49.33      46.53
  3   3      57.50      79.44
  4   0       4.61       0.00
  4   1      18.75     -49.62
  4   2     -53.48     -19.37
  4   3    -184.20      63.16
  4   4     -35.66      77.47
  5   0     -88.63       0.00
  5   1      -2.11     -38.15
  5   2       6.47     -42.54
  5   3     103.88     -37.60
  5   4     151.91    -191.69
  5   5    -124.02       8.87
  6   0       5.73       0.00
  6   1       2.75      54.35
  6   2      20.79     107.81
  6   3     141.37     -62.60
  6   4     -52.47      27.23
  6   5      94.30      84.15
  6   6      30.61    -175.70
  7   0       1.56       0.00
  7   1      -7.51      36.65
  7   2       9.33      12.42
  7   3    -125.08      10.80
  7   4    -115.46     123.94
  7   5     -33.50      10.34
  7   6      52.44     245.96
  7   7      26.24      98.47
  8   0      -2.38       0.00
  8   1      17.29     -85.36
  8   2      31.28     -68.57
  8   3     -49.58      46.47
  8   4       7.97     -39.96
  8   5      23.07     -18.26
  8   6     -38.39     -65.27
  8   7    -226.57     -54.74
  8   8      36.55      56.89
  9   0      35.09       0.00
  9   1     -52.10     -42.43
  9   2      26.68      24.59
  9   3      26.51       7.66
  9   4      21.69     -55.10
  9   5      40.93     -78.85
  9   6     -47.54    -128.15
  9   7      86.20     100.89
  9   8     -13.32    -186.14
  9   9    -113.44      32.35
 10   0     -29.61       0.00
 10   1      35.52      84.69
 10   2       0.10      47.31
 10   3       9.83      -8.01
 10   4      47.80      15.55
 10   5     -38.72     -13.53
 10   6      21.45     157.49
 10   7     133.43     -76.12
 10   8      51.66      15.62
 10   9      73.68     -20.71
 10  10     122.70    -147.88
 11   0      47.21       0.00
 11   1      51.72      36.21
 11   2     -42.87     -32.95
 11   3       2.73     -14.26
 11   4      -3.77      38.99
 11   5     -10.49     111.79
 11   6      10.19      11.14
 11   7     -18.02     -14.60
 11   8     -44.23     -14.62
 11   9     -34.76      29.96
 11  10     115.02     161.71
 11  11     -55.94      75.69
 12   0      -3.04       0.00
 12   1     -32.59     -67.23
 12   2       6.17       2.45
 12   3      11.50     -24.76
 12   4     -24.50      10.52
 12   5      -6.96     -47.35
 12   6      -7.58     -95.66
 12   7     -73.54      22.80
 12   8     -45.68      43.36
 12   9     -34.19      76.72
 12  10       8.05    -152.98
 12  11     -23.89     146.78
 12  12      72.02     -34.19
 13   0      72.80       0.00
 13   1     -34.29     -38.30
 13   2      55.24      17.16
 13   3     -63.28      57.13
 13   4      -3.21      20.74
 13   5      25.08     -66.77
 13   6      32.87      71.28
 13   7     -48.32     -32.48
 13   8      45.17      45.81
 13   9     103.47    -106.05
 13  10     -70.76     -10.56
 13  11    -112.17      -4.42
 13  12     -68.68       0.17
 13  13    -128.93     -23.01
 14   0     -55.55       0.00
 14   1      27.22      32.34
 14   2      13.72      20.88
 14   3      -8.37      66.51
 14   4       8.03     -43.16
 14   5       9.57      83.27
 14   6     -14.13      22.17
 14   7      14.95      61.78
 14   8      37.63     -37.94
 14   9     -18.95      20.65
 14  10     -36.33      72.36
 14  11     117.58     -61.34
 14  12     135.13     -17.37
 14  13      73.71     -62.11
 14  14      87.68     128.81
 15   0      68.16       0.00
 15   1      -2.74       9.54
 15   2     -29.80      -6.39
 15   3      -0.93     -47.11
 15   4     -35.23      -2.57
 15   5     -23.82      -4.98
 15   6     -56.68     -83.87
 15   7      53.70     -12.90
 15   8     -45.29      -1.19
 15   9     -57.74      58.70
 15  10      -1.17      -9.99
 15  11      47.64     -13.31
 15  12      44.62      38.23
 15  13     -99.28       2.57
 15  14      87.82     -64.65
 15  15     -43.08     -35.65
 16   0     -26.65       0.00
 16   1      -2.28     -12.35
 16   2      24.90       8.66
 16   3      38.71     -58.54
 16   4      14.74       9.17
 16   5     -26.90     -53.80
 16   6      29.88      48.43
 16   7      33.15     -62.00
 16   8     -23.01      -8.29
 16   9      29.60     -73.05
 16  10      50.76     -14.72
 16  11     -39.27      -8.62
 16  12    -165.63      27.06
 16  13     -65.94      31.20
 16  14      69.97     137.24
 16  15     -48.58      55.30
 16  16      52.37       1.01
 17   0     103.33       0.00
 17   1      30.70      28.72
 17   2      29.14      -0.16
 17   3     -43.63      54.25
 17   4      -3.72      44.03
 17   5      38.43      40.67
 17   6      58.60      37.96
 17   7     -45.54      50.43
 17   8      25.25      -6.52
 17   9      -5.56       9.31
 17  10      38.24      11.61
 17  11     -21.37      13.55
 17  12      82.19     -29.80
 17  13     137.21      -7.20
 17  14     -83.29     -74.17
 17  15     -30.70     -93.72
 17  16     -40.61       2.86
 17  17      44.86     -77.54
 18   0     -55.84       0.00
 18   1     -34.55      11.26
 18   2     -20.90       2.61
 18   3     -19.13      49.15
 18   4       9.46     -19.53
 18   5      -4.57      10.29
 18   6     -34.55     -47.89
 18   7     -35.15      28.22
 18   8     -11.40      20.87
 18   9      -1.62      30.48
 18  10     -43.58     -13.97
 18  11       4.31      31.30
 18  12      27.49     -15.71
 18  13     -18.96       2.44
 18  14     -19.45     -69.91
 18  15      40.28       9.14
 18  16      45.17      26.28
 18  17      14.60      28.53
 18  18     -65.16      73.15
 19   0      37.79       0.00
 19   1      -9.60     -34.47
 19   2     -21.35      11.56
 19   3     -20.28     -14.80
 19   4     -12.80      13.92
 19   5       1.25     -39.88
 19   6     -30.27      -1.45
 19   7      -7.34     -29.93
 19   8      -9.61       0.53
 19   9      19.04     -34.04
 19  10     -42.90      -8.37
 19  11       3.93     -21.14
 19  12     -81.67       0.59
 19  13     -21.61      -9.04
 19  14     -31.36      51.55
 19  15      72.80      44.92
 19  16     -15.17      27.78
 19  17      36.97    -137.58
 19  18      16.44     -71.61
 19  19      46.11     -18.79
 20   0      -5.02       0.00
 20   1      -8.53       9.51
 20   2      25.85       2.94
 20   3      17.27     -16.12
 20   4      17.12     -25.43
 20   5     -27.47      21.02
 20   6      22.41      29.61
 20   7      37.48      -6.69
 20   8      26.63      -1.47
 20   9     -32.00       5.76
 20  10      19.70      12.45
 20  11      -8.26     -25.69
 20  12      53.40      10.42
 20  13       1.31     -18.48
 20  14      31.83       2.51
 20  15     -45.44     -35.52
 20  16     -18.96     -34.86
 20  17      -3.31      27.55
 20  18     -99.24     134.22
 20  19     -19.84     -69.56
 20  20     -47.22     -51.74
 21   0      24.48       0.00
 21   1      27.57      52.82
 21   2       7.14     -16.79
 21   3     -19.55      17.30
 21   4     -26.89      32.81
 21   5      12.54      27.53
 21   6      13.90     -35.97
 21   7      18.33       3.99
 21   8      -5.25       7.90
 21   9     -10.62       7.97
 21  10      32.29     -12.13
 21  11      21.43       7.30
 21  12      -5.62       5.09
 21  13     -18.91       1.19
 21  14      37.26     -21.34
 21  15     -20.78      -1.39
 21  16      16.11       5.18
 21  17     -60.14      90.68
 21  18      48.54     -65.58
 21  19      51.96       4.65
 21  20     104.23      43.20
 21  21       7.89       7.08
 22   0      -4.22       0.00
 22   1     -36.29      -8.13
 22   2     -25.05     -10.79
 22   3       7.97       7.92
 22   4      -2.89       0.44
 22   5     -11.29     -19.31
 22   6      -7.97       5.65
 22   7      -3.27      16.92
 22   8     -24.77       2.66
 22   9      23.19     -27.97
 22  10      11.49      -4.77
 22  11      -4.12      14.81
 22  12     -36.19       6.92
 22  13      46.99       6.42
 22  14     -32.83      18.49
 22  15       3.05       9.76
 22  16      -6.81      -9.10
 22  17      59.25     -48.08
 22  18     -27.09     -17.35
 22  19       1.33       2.98
 22  20    -133.18     -98.38
 22  21     -32.15      17.24
 22  22      17.62     -35.97
 23   0     -50.88       0.00
 23   1       8.38     -13.22
 23   2       0.46      11.53
 23   3     -26.15       7.01
 23   4     -13.48      26.03
 23   5      16.82     -20.90
 23   6       5.02      12.56
 23   7     -47.40       6.93
 23   8      10.13      -5.10
 23   9      -4.99       2.17
 23  10     -19.92      25.52
 23  11     -38.56       6.25
 23  12      43.29       2.75
 23  13       2.71       5.13
 23  14     -12.48       1.63
 23  15     -26.79     -22.51
 23  16       5.69      16.51
 23  17     -25.46      11.99
 23  18      14.04      34.48
 23  19     -25.65     -11.09
 23  20      44.40      52.24
 23  21      62.18     -19.05
 23  22     -66.40     -35.87
 23  23      22.37      73.69
 24   0      34.69       0.00
 24   1     -20.56      26.01
 24   2      -6.61     -15.48
 24   3      -0.10      10.62
 24   4      28.97     -35.01
 24   5     -21.42      22.46
 24   6      -0.80      -9.68
 24   7      14.69      -7.03
 24   8      12.30      -8.04
 24   9     -15.61       9.96
 24  10     -21.52     -11.56
 24  11      16.52      -8.93
 24  12       4.57     -11.38
 24  13     -57.02       1.55
 24  14     -16.19     -34.54
 24  15      20.72      20.88
 24  16       2.82      -3.48
 24  17     -16.47      -4.01
 24  18       1.72     -10.75
 24  19      24.35      46.85
 24  20      29.61      12.93
 24  21     -32.80      -8.39
 24  22      26.91     -14.22
 24  23      -0.07     -93.10
 24  24     -25.23     -13.60
 25   0    -117.59       0.00
 25   1       8.42      23.77
 25   2     -24.68      -1.76
 25   3       7.89      -8.64
 25   4     -28.10      37.31
 25   5      16.79       9.76
 25   6      -1.32     -12.50
 25   7      17.89      -3.91
 25   8      -1.93      14.96
 25   9       3.21      -7.01
 25  10      12.42     -14.10
 25  11      31.94     -18.66
 25  12     -36.62       1.58
 25  13      16.60     -18.95
 25  14      15.69      23.16
 25  15      26.18       4.45
 25  16     -18.78     -23.58
 25  17      27.65     -41.20
 25  18      -5.18      -2.55
 25  19     -19.41     -15.45
 25  20     -68.39     -30.31
 25  21      12.64       3.22
 25  22     -36.87      -3.65
 25  23      36.73     135.41
 25  24      12.40      42.16
 25  25     -30.65     -34.99
 26   0      73.73       0.00
 26   1     -19.17     -18.47
 26   2     -18.97     -27.05
 26   3      -5.57     -15.75
 26   4       3.97      -7.83
