Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1789:180
Coefficients for 360 degrees 
  Beginning: CT1788:000  1987:05:20_02h:24m:49s. 
  Centered:  CT1789:180  1987:06:02_17h:43m:00s. 
  End time:  CT1789:005  1987:06:15_23h:55m:41s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      10.22       0.00
  1   0    -199.95       0.00
  1   1      -6.68      -7.15
  2   0       1.07       0.00
  2   1      51.01     -29.36
  2   2     -15.44     -41.50
  3   0    -283.32       0.00
  3   1       2.16     -21.60
  3   2      19.45      14.05
  3   3      34.41     -52.88
  4   0      23.01       0.00
  4   1     -47.24      61.24
  4   2      16.20     -64.24
  4   3     -90.38     -54.82
  4   4     -40.90      53.94
  5   0    -207.03       0.00
  5   1      43.41       4.40
  5   2     -20.97       6.67
  5   3      43.91     -44.19
  5   4    -103.43    -140.86
  5   5    -102.20      10.83
  6   0      83.69       0.00
  6   1     -54.48       2.64
  6   2      -1.04      56.28
  6   3     -16.46      -6.21
  6   4     -67.49      64.63
  6   5      -8.85      39.76
  6   6      28.75       6.74
  7   0      14.57       0.00
  7   1       9.56      31.47
  7   2     -14.45      14.90
  7   3       5.90      42.31
  7   4      -2.10     -32.12
  7   5    -143.05      -3.17
  7   6    -128.91      70.16
  7   7     -10.65      62.80
  8   0     -14.70       0.00
  8   1      32.41     -58.40
  8   2      -2.75      50.45
  8   3      69.93      59.33
  8   4      36.91      -8.12
  8   5     -30.96       6.39
  8   6     -62.23      39.65
  8   7     -30.07      30.59
  8   8      19.37      29.24
  9   0     107.67       0.00
  9   1      51.42       2.02
  9   2      27.06     -27.53
  9   3     -11.91      33.32
  9   4      62.35      71.48
  9   5       2.89     -18.18
  9   6     -99.91      68.44
  9   7     -76.86     134.66
  9   8     -19.05     119.59
  9   9      40.10      31.60
 10   0     -66.87       0.00
 10   1     -23.32       6.38
 10   2     -39.60     -48.33
 10   3      16.10     -22.60
 10   4      64.51     -34.35
 10   5      73.09      -8.43
 10   6     -32.24      -5.53
 10   7     -54.19      94.51
 10   8      53.42     167.66
 10   9      14.83      38.27
 10  10      17.92      29.25
 11   0     196.01       0.00
 11   1      -5.00      10.37
 11   2      25.62     -10.10
 11   3     -22.90     -53.16
 11   4     -10.67      14.44
 11   5      86.70      23.79
 11   6      96.27     -26.27
 11   7     -18.85      48.93
 11   8      -3.49     121.01
 11   9     122.47     163.20
 11  10      45.26      38.81
 11  11      13.05     -24.46
 12   0     -16.94       0.00
 12   1     -37.34      40.69
 12   2     -11.46      51.89
 12   3     -41.88      -0.00
 12   4     -62.16      -7.38
 12   5       0.88     -22.79
 12   6      50.85     -45.14
 12   7      20.91     -36.37
 12   8     -22.84      40.88
 12   9      84.19      98.09
 12  10     130.78      25.82
 12  11      46.54      69.88
 12  12      96.51      21.24
 13   0     337.45       0.00
 13   1       0.37      -6.59
 13   2     -15.77      20.71
 13   3      -3.40       1.24
 13   4     -14.67     -23.65
 13   5     -25.41      -4.79
 13   6      74.07     -64.92
 13   7      36.47    -107.70
 13   8      33.87     -30.37
 13   9      30.45      91.21
 13  10     110.84     113.77
 13  11     147.90       0.67
 13  12      24.27      14.52
 13  13      32.37     -44.37
 14   0     -24.03       0.00
 14   1      22.05     -26.42
 14   2       3.16      44.09
 14   3      65.52      36.31
 14   4     -12.05     -18.85
 14   5     -28.92      42.46
 14   6      -8.78      19.77
 14   7       7.95     -46.78
 14   8     -10.90     -70.81
 14   9     -16.70       8.04
 14  10      93.08      75.21
 14  11     137.35      27.08
 14  12     178.35     -74.35
 14  13      41.89     -93.92
 14  14      -3.30     -45.25
 15   0     362.88       0.00
 15   1      18.87      -3.93
 15   2       7.80     -22.47
 15   3     -17.98      34.49
 15   4      30.98      37.91
 15   5     -36.42     -30.14
 15   6     -59.36      42.60
 15   7       9.61     -20.64
 15   8     -43.20     -62.59
 15   9     -40.43     -69.91
 15  10      45.92      17.09
 15  11     154.05      21.80
 15  12     113.31     -52.82
 15  13      84.46     -83.31
 15  14      -2.32     -11.55
 15  15      -6.90      -1.04
 16   0     -64.99       0.00
 16   1       8.60      -5.85
 16   2     -24.47     -21.81
 16   3      26.49       8.70
 16   4      27.06     -26.30
 16   5      20.15      15.02
 16   6     -19.52       1.81
 16   7     -21.13      35.75
 16   8      27.83      -3.89
 16   9     -23.52     -84.84
 16  10     -59.44     -12.77
 16  11      87.64      -4.69
 16  12     115.81     -45.90
 16  13      80.28     -96.41
 16  14      12.75    -123.65
 16  15      -3.11      -8.86
 16  16     -29.03     -38.93
 17   0     375.01       0.00
 17   1     -36.35       6.04
 17   2      16.11      -2.97
 17   3     -25.39     -23.34
 17   4      16.09      36.57
 17   5      60.65       3.26
 17   6      -0.22      -2.90
 17   7     -12.04      64.36
 17   8       2.48      22.07
 17   9     -18.52     -30.11
 17  10     -89.20     -59.04
 17  11     -40.67      -2.49
 17  12      68.37     -47.99
 17  13      94.98     -96.86
 17  14      39.10     -82.05
 17  15      10.00    -103.06
 17  16     -25.56      -9.04
 17  17       8.13      17.14
 18   0     -41.38       0.00
 18   1       9.71      16.89
 18   2      -5.07      22.68
 18   3      -4.28       6.13
 18   4     -13.85     -38.73
 18   5       7.60      -4.43
 18   6      33.33     -14.62
 18   7      -5.34       4.84
 18   8     -24.10      32.11
 18   9      -1.75      11.24
 18  10     -52.43     -50.81
 18  11     -87.43       1.66
 18  12     -23.61       9.19
 18  13      86.32     -47.00
 18  14      68.91    -147.92
 18  15      -7.60     -71.44
 18  16     -27.70    -115.04
 18  17     -60.22      13.92
 18  18      -3.20       9.78
 19   0     302.72       0.00
 19   1     -27.94     -21.19
 19   2      -4.49       8.85
 19   3      -9.66      -2.08
 19   4       4.41      18.25
 19   5       6.17      -8.46
 19   6      35.56     -38.47
 19   7       3.56     -30.80
 19   8      19.98      19.55
 19   9      12.72      26.99
 19  10     -17.76      -4.02
 19  11     -62.69      -7.95
 19  12     -52.96      28.35
 19  13      -5.35       9.31
 19  14      43.53     -95.94
 19  15     -15.40    -134.39
 19  16     -48.27     -63.79
 19  17     -57.57     -59.74
 19  18      -7.25      11.76
 19  19       0.22     -17.85
 20   0     -15.90       0.00
 20   1      30.94      -0.59
 20   2       3.58       5.56
 20   3      39.48      18.82
 20   4     -18.34     -30.37
 20   5      -7.22      26.21
 20   6      11.92      -3.04
 20   7       4.52     -27.53
 20   8      -1.93       0.12
 20   9      17.76      29.22
 20  10      28.03      37.06
 20  11     -33.68       3.55
 20  12     -39.50      16.41
 20  13     -30.05      21.42
 20  14      25.64     -30.71
 20  15     -30.85    -144.78
 20  16     -70.13     -98.94
 20  17    -100.13     -41.65
 20  18     -62.42       4.89
 20  19      10.46      18.44
 20  20      -5.13      -7.77
 21   0      79.82       0.00
 21   1     -35.22     -13.62
 21   2      -4.68      -3.83
 21   3     -17.91       9.64
 21   4      19.49      32.51
 21   5       7.34     -20.01
 21   6      -6.44       5.03
 21   7      18.77     -12.36
 21   8     -15.29     -24.34
 21   9      -0.37       6.20
 21  10      43.55      18.25
 21  11      22.74      -5.78
 21  12     -39.57      27.60
 21  13     -31.06      22.64
 21  14     -10.77      21.72
 21  15       0.13     -27.08
 21  16     -41.67     -83.30
 21  17     -69.64     -77.37
 21  18     -66.94       9.11
 21  19     -55.38     -11.64
 21  20      -6.79      12.77
 21  21     -25.90      -2.65
 22   0      12.15       0.00
 22   1      30.01      -1.05
 22   2      10.51     -25.53
 22   3      11.17      11.00
 22   4       2.35     -38.31
 22   5       1.52      18.19
 22   6      -0.70       0.46
 22   7      -5.66       3.86
 22   8      -0.11     -13.43
 22   9       2.24     -27.34
 22  10      -0.48      -1.13
 22  11      46.79      -0.92
 22  12       4.09      -9.94
 22  13     -38.64      33.62
 22  14     -26.78      62.08
 22  15      -0.69      -1.38
 22  16     -45.84     -11.18
 22  17     -68.66     -52.74
 22  18     -96.58     -20.78
 22  19     -29.65      36.85
 22  20     -49.27      -0.94
 22  21      -3.96      23.04
 22  22     -13.77       7.03
 23   0    -197.19       0.00
 23   1     -46.52      -4.02
 23   2      -7.28       9.27
 23   3      -5.08      -6.02
 23   4      17.94      37.06
 23   5      29.39     -10.26
 23   6       2.83     -15.10
 23   7      -0.25       8.82
 23   8       7.30      -6.49
 23   9      -6.54     -19.06
 23  10     -14.65      -9.88
 23  11      12.27       6.44
 23  12      29.04     -15.70
 23  13       3.49      -2.54
 23  14     -19.94      49.36
 23  15       5.35      44.09
 23  16       1.94     -12.63
 23  17     -34.21     -36.59
 23  18     -98.67     -19.61
 23  19     -82.53       9.04
 23  20     -33.10      56.33
 23  21     -12.27      25.85
 23  22       9.89      11.49
 23  23      -8.61      18.16
 24   0      46.12       0.00
 24   1      24.13      -3.40
 24   2      18.82     -20.70
 24   3       5.74       1.85
 24   4      -9.96     -41.96
 24   5       3.02      23.53
 24   6      24.20      -5.84
 24   7      -5.63      -1.08
 24   8     -11.41       5.65
 24   9      -9.02      -0.63
 24  10     -12.80     -12.02
 24  11     -14.22       1.64
 24  12       9.78      -3.88
 24  13      26.06      -7.59
 24  14       6.60       4.55
 24  15       8.68      65.29
 24  16      25.25      18.12
 24  17     -13.40     -14.64
 24  18     -53.89     -10.22
 24  19     -84.38      26.87
 24  20     -69.74      25.79
 24  21     -13.34      62.64
 24  22      -4.99      15.51
 24  23       8.82       7.64
 24  24       6.49       7.99
 25   0    -497.36       0.00
 25   1     -23.38      -6.13
 25   2     -11.39       5.41
 25   3       5.48       2.53
 25   4      16.76      30.59
 25   5      23.64     -21.21
 25   6       5.07     -16.71
 25   7       7.54      -6.68
 25   8       1.61      -0.89
 25   9      -4.79      -1.74
 25  10      -4.04      -6.18
 25  11     -20.02      -5.25
 25  12      -1.02       0.62
 25  13       8.49     -18.03
 25  14       6.27     -20.57
 25  15       5.35       7.15
 25  16      14.98      36.20
 25  17      15.35      12.47
 25  18     -29.70      -8.79
 25  19     -54.20      38.83
 25  20     -44.18      41.39
 25  21     -38.68      42.34
 25  22      21.86      36.30
 25  23     -16.95      12.70
 25  24      16.85      16.70
 25  25      17.33      -2.49
 26   0      75.78       0.00
 26   1      11.32      -3.90
 26   2      22.04     -33.66
 26   3      -7.89      -3.42
 26   4      -3.40     -29.76
 26   5       0.17      26.51
 26   6      15.98      -3.03
 26   7      -1.35     -10.03
 26   8      -3.68      -0.69
 26   9      12.35      -0.50
 26  10      -2.17       3.96
 26  11     -10.64       1.99
 26  12      -1.29      -1.44
 26  13       2.45      -6.37
 26  14      11.80     -13.28
 26  15     -10.63     -23.54
 26  16      12.74      10.55
 26  17      17.81      21.78
 26  18      13.04      12.70
 26  19     -37.46       0.14
 26  20     -32.34      49.53
 26  21     -27.31      55.55
 26  22      -8.01      43.57
 26  23      24.03      25.77
 26  24       1.46       7.12
 26  25      10.31      -1.71
 26  26      -2.83      -3.01
 27   0    -728.27       0.00
 27   1      -5.05       4.38
 27   2     -11.56       4.87
 27   3      13.64      -0.10
 27   4      12.60      21.74
 27   5      29.57     -19.34
 27   6       4.84     -18.46
 27   7       8.95       2.55
 27   8       1.62      -8.45
 27   9      -2.98      -5.44
 27  10       5.69      -1.89
 27  11      -4.42      -3.00
 27  12     -14.58      10.25
 27  13      -2.68      -1.61
 27  14      -0.39      -7.30
 27  15      -2.17     -13.04
 27  16      -4.27       0.13
 27  17      12.92       3.35
 27  18      33.65      17.72
 27  19      11.42       0.68
 27  20     -25.28       5.68
 27  21     -18.69      44.86
 27  22      -1.44      53.63
 27  23       2.20      37.64
 27  24      25.18      18.10
 27  25      -6.76      12.12
 27  26      10.89      -5.06
 27  27     -10.63      -8.84
 28   0      83.91       0.00
 28   1      -9.76      -4.80
 28   2      22.74     -30.65
 28   3     -25.65     -16.24
 28   4      -2.16     -16.55
 28   5       6.02      28.32
 28   6      25.37      -7.53
