Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT2036:180
Coefficients for 360 degrees 
  Beginning: CT2035:000  2005:10:29_02h:09m:18s. 
  Centered:  CT2036:180  2005:11:11_17h:27m:29s. 
  End time:  CT2036:005  2005:11:24_23h:40m:10s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0       2.70       0.00
  1   0     -95.90       0.00
  1   1     -13.40      21.20
  2   0     -25.18       0.00
  2   1     -28.01      -9.69
  2   2      -3.00      59.31
  3   0    -137.67       0.00
  3   1     -13.30     -32.41
  3   2       1.73     -17.58
  3   3      27.29     -69.76
  4   0      -2.84       0.00
  4   1      12.73      38.17
  4   2      26.25     -36.45
  4   3     -15.44      31.08
  4   4     -38.43     -54.86
  5   0     -54.47       0.00
  5   1     -35.19      39.37
  5   2       1.86      18.31
  5   3     -10.31      15.64
  5   4      28.95     -32.12
  5   5      75.83      54.19
  6   0     -51.22       0.00
  6   1     -15.86     -20.20
  6   2     -51.82      48.91
  6   3       1.60     -37.44
  6   4      50.21      57.12
  6   5     -52.65       6.33
  6   6      68.77     -31.44
  7   0     -32.34       0.00
  7   1      26.42      -0.68
  7   2      45.73     -45.31
  7   3      43.09     -13.19
  7   4     -24.95       3.37
  7   5     -20.89       2.86
  7   6       4.41      44.86
  7   7    -165.67     134.69
  8   0      29.88       0.00
  8   1     -32.95     -27.01
  8   2      14.28      -5.51
  8   3     -24.93      42.37
  8   4     -44.67     -50.98
  8   5      81.02      12.49
  8   6     -57.20      -4.05
  8   7      43.52     -53.86
  8   8     -28.58      15.78
  9   0      58.56       0.00
  9   1     -19.38     -30.09
  9   2      35.60     -11.10
  9   3       9.23     -18.00
  9   4      26.75      13.55
  9   5      10.48      -5.79
  9   6       3.68     -33.24
  9   7      90.35     -31.13
  9   8     -41.97     -58.32
  9   9      79.27    -173.58
 10   0       9.50       0.00
 10   1      11.56       9.82
 10   2     -20.53      32.23
 10   3      -0.30     -22.79
 10   4     -13.29      40.26
 10   5     -56.30     -23.76
 10   6      13.86     -11.40
 10   7     -60.23      71.92
 10   8      29.02       4.72
 10   9      50.53     132.43
 10  10      -0.78       4.21
 11   0     113.68       0.00
 11   1      -5.82      30.21
 11   2      42.80     -76.62
 11   3      28.81       4.48
 11   4     -29.66     -46.00
 11   5       8.45     -14.28
 11   6     -28.68       8.36
 11   7     -17.92     -17.67
 11   8      -8.35      61.25
 11   9     -65.41      38.35
 11  10      22.70      -4.85
 11  11      76.97     132.58
 12   0      21.06       0.00
 12   1      -8.19      -7.59
 12   2     -10.30      -2.09
 12   3     -22.27      15.92
 12   4       6.85     -21.63
 12   5      35.34      29.73
 12   6     -23.18      -4.49
 12   7      39.54     -50.16
 12   8     -46.54      22.30
 12   9       9.92    -112.83
 12  10       6.53      40.73
 12  11    -102.27     -74.40
 12  12     -58.49     -36.68
 13   0     114.62       0.00
 13   1      -2.81      -8.22
 13   2      28.89      23.34
 13   3      17.63     -15.69
 13   4      -4.60      11.76
 13   5      -5.49       5.35
 13   6      57.32     -22.50
 13   7      -1.23      34.37
 13   8      49.68     -42.14
 13   9      38.01      -0.62
 13  10      17.01     -30.12
 13  11       4.62     -47.91
 13  12      61.79      26.93
 13  13    -130.56      -3.39
 14   0      31.72       0.00
 14   1      -4.51      13.25
 14   2      -5.49      16.23
 14   3      -8.00      -0.19
 14   4     -30.97     -32.84
 14   5     -17.49     -17.64
 14   6       9.20       9.60
 14   7     -91.02      36.74
 14   8       6.60      -6.34
 14   9     -30.62      97.24
 14  10      -6.87     -31.37
 14  11      40.05      90.63
 14  12       4.55     -16.72
 14  13      98.66      -3.33
 14  14     138.75     -41.08
 15   0     189.87       0.00
 15   1       4.03       2.02
 15   2      42.93     -59.54
 15   3      36.98      -7.03
 15   4     -16.02     -64.43
 15   5      17.42     -17.90
 15   6     -40.66     -27.87
 15   7      21.62     -23.89
 15   8     -53.53      28.05
 15   9     -12.11     -12.02
 15  10     -13.48      41.92
 15  11     -33.14      14.03
 15  12     -42.64      -0.03
 15  13      47.29      45.07
 15  14    -136.97      34.31
 15  15     135.83     -26.43
 16   0      17.97       0.00
 16   1      -0.54     -12.57
 16   2     -21.41      31.20
 16   3     -24.18       4.96
 16   4     -13.52      19.57
 16   5      10.78       7.80
 16   6      29.58      17.11
 16   7      14.78     -14.82
 16   8      -3.74       9.14
 16   9      35.33     -66.81
 16  10      10.62       8.03
 16  11     -11.16     -77.59
 16  12      25.25       6.32
 16  13     -89.39     -28.57
 16  14      -7.32      10.01
 16  15     -91.60      21.23
 16  16     -69.06     134.84
 17   0     159.08       0.00
 17   1       4.35      -3.10
 17   2      16.93      -8.10
 17   3      23.79      -7.56
 17   4      -2.03      11.26
 17   5      -5.40      -7.81
 17   6      42.26     -27.76
 17   7     -22.60      25.75
 17   8      45.35     -27.25
 17   9       0.92      37.19
 17  10      16.95     -37.75
 17  11      29.36      14.13
 17  12      27.46     -25.53
 17  13      -0.48     -18.76
 17  14      68.88     -34.66
 17  15     -50.56      -9.33
 17  16      64.28    -109.66
 17  17    -103.48      54.02
 18   0      40.91       0.00
 18   1      22.15       9.54
 18   2       4.29     -17.19
 18   3      -8.00       1.24
 18   4     -24.11     -40.59
 18   5     -10.64      -0.75
 18   6     -25.80       3.80
 18   7     -66.47      12.15
 18   8     -26.58      20.83
 18   9     -37.10      41.27
 18  10     -22.85       7.68
 18  11      -1.91      58.52
 18  12     -28.43      -5.46
 18  13      53.32      57.89
 18  14     -15.64      29.07
 18  15      95.27       5.90
 18  16      20.81      27.54
 18  17      48.30     -28.93
 18  18      -9.58    -122.88
 19   0     139.31       0.00
 19   1       6.52      -6.88
 19   2      16.39     -14.15
 19   3      30.62      -8.79
 19   4     -30.39     -44.43
 19   5      14.27      -5.51
 19   6      -6.58     -11.09
 19   7      29.37      -5.55
 19   8      11.71      21.06
 19   9      11.22     -25.39
 19  10      -0.62      40.05
 19  11      12.09     -31.44
 19  12      -5.00       4.55
 19  13     -20.35      -3.18
 19  14     -37.60      25.22
 19  15      -9.49       0.52
 19  16     -56.46      49.17
 19  17      22.54       1.58
 19  18      -1.99      81.22
 19  19      73.63     -15.11
 20   0       4.72       0.00
 20   1      13.15      14.85
 20   2      -6.50      21.33
 20   3     -23.33       9.31
 20   4     -17.07       5.37
 20   5       4.26       0.31
 20   6      40.03      15.58
 20   7     -11.00      -5.17
 20   8      40.03       7.98
 20   9       5.72     -28.13
 20  10      16.56     -33.73
 20  11       7.43     -47.17
 20  12       7.97      -6.92
 20  13     -37.55     -40.78
 20  14      19.02     -14.26
 20  15     -76.51      -9.43
 20  16      -5.91     -41.92
 20  17     -72.96      14.70
 20  18     -25.37      17.26
 20  19     -25.04     -19.85
 20  20      51.13     101.25
 21   0      37.77       0.00
 21   1      19.30       4.31
 21   2     -13.17      14.66
 21   3      31.75     -12.21
 21   4      -5.36     -33.81
 21   5      -5.38     -21.35
 21   6      15.07     -40.39
 21   7     -22.53      21.32
 21   8       9.20      -7.89
 21   9     -23.28      47.15
 21  10       7.62       1.27
 21  11       6.88      46.32
 21  12       8.91       4.05
 21  13      24.95      36.44
 21  14      20.27     -12.24
 21  15      40.72      -2.16
 21  16      24.19     -14.58
 21  17       3.13      -4.13
 21  18      20.05     -50.37
 21  19     -13.83      28.85
 21  20     -46.63     -68.46
 21  21     -86.65      20.05
 22   0      -2.42       0.00
 22   1      20.15       0.07
 22   2      11.22     -22.97
 22   3     -10.72      -0.60
 22   4     -31.01     -32.42
 22   5      -5.60      -1.59
 22   6      -8.76      17.78
 22   7     -44.40       8.27
 22   8     -24.58      26.44
 22   9     -19.07       5.73
 22  10     -11.85      12.30
 22  11       6.83       3.59
 22  12     -20.20       6.37
 22  13      19.89       1.57
 22  14     -16.61      20.05
 22  15      44.64      -5.98
 22  16     -13.85      16.48
 22  17      58.21     -26.51
 22  18      15.18      22.79
 22  19      47.44     -28.13
 22  20      14.97       9.21
 22  21      54.39     -31.51
 22  22     -84.37     -63.69
 23   0     -89.06       0.00
 23   1      15.41     -11.63
 23   2     -40.38      27.63
 23   3      11.73      -2.81
 23   4     -23.61     -27.81
 23   5      18.77      -6.95
 23   6      13.22     -19.84
 23   7      19.58      -3.58
 23   8      32.26      10.43
 23   9       8.05     -20.74
 23  10      17.03       9.87
 23  11       5.06     -27.63
 23  12       5.47       2.25
 23  13     -27.09     -31.96
 23  14     -10.48       2.08
 23  15     -44.76      -9.80
 23  16     -26.72      10.95
 23  17     -41.22       6.43
 23  18     -13.43      37.59
 23  19     -24.15       3.13
 23  20      22.53      51.33
 23  21      -2.84      -1.00
 23  22      74.71      41.59
 23  23      45.86     -29.00
 24   0     -30.22       0.00
 24   1      19.90       4.05
 24   2      12.73      -9.87
 24   3      -5.70       3.32
 24   4     -23.17     -10.08
 24   5      -2.83       2.02
 24   6      25.53      15.14
 24   7     -30.73      -1.48
 24   8      18.06      -0.52
 24   9     -11.41     -10.48
 24  10      10.12     -27.66
 24  11      -4.59     -17.63
 24  12       3.67     -17.23
 24  13      -6.34      -4.71
 24  14      18.83     -23.01
 24  15     -21.79       8.13
 24  16      16.44     -25.29
 24  17     -36.57      18.74
 24  18      -2.98     -42.82
 24  19     -36.01      13.68
