Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1946:180
Coefficients for 360 degrees 
  Beginning: CT1945:000  1999:02:08_07h:35m:36s. 
  Centered:  CT1946:180  1999:02:21_22h:53m:47s. 
  End time:  CT1946:005  1999:03:07_05h:06m:28s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      35.71       0.00
  1   0      78.33       0.00
  1   1     -15.01     -75.13
  2   0      32.53       0.00
  2   1      11.41     -34.86
  2   2      10.89     -30.66
  3   0     173.93       0.00
  3   1      13.62     -45.36
  3   2      57.36      38.46
  3   3     -43.22      16.56
  4   0      60.97       0.00
  4   1     -22.62      43.40
  4   2     -29.64     -45.02
  4   3      51.83       1.09
  4   4      55.18      63.92
  5   0     271.02       0.00
  5   1      -3.01      76.63
  5   2      25.38     -25.14
  5   3     -27.45      25.58
  5   4      92.29     191.70
  5   5     -72.10     -24.16
  6   0     -31.31       0.00
  6   1      76.76     -10.47
  6   2      -5.29      63.96
  6   3      19.44      19.29
  6   4     124.66     -54.78
  6   5       1.55     -60.02
  6   6     115.51      -1.14
  7   0    -123.66       0.00
  7   1     -39.36       7.73
  7   2    -218.22       5.65
  7   3       5.56      -7.35
  7   4      49.41    -178.94
  7   5    -174.46      -5.92
  7   6      94.58     -59.99
  7   7    -143.70     -38.53
  8   0     -10.82       0.00
  8   1      71.45     126.72
  8   2       6.49     163.00
  8   3     -33.98      10.92
  8   4    -149.87      11.18
  8   5     -72.06      62.92
  8   6      54.41      61.11
  8   7    -115.89     109.60
  8   8      66.23      37.73
  9   0      -5.67       0.00
  9   1       0.58      -5.10
  9   2      13.32     115.37
  9   3     -23.71     -23.17
  9   4     -85.52     -14.18
  9   5     101.07      55.88
  9   6     -24.05      29.48
  9   7     -67.71     110.01
  9   8      33.79     109.77
  9   9      88.66      27.41
 10   0     -16.71       0.00
 10   1     -34.52     -71.83
 10   2     -87.97      96.11
 10   3     -50.14     -78.78
 10   4     -37.01     131.05
 10   5      87.51     -34.24
 10   6    -156.58      77.12
 10   7      77.85       2.25
 10   8      64.81     -77.37
 10   9      96.86     -87.08
 10  10      81.55    -156.66
 11   0    -138.20       0.00
