Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1743:180
Coefficients for 360 degrees 
  Beginning: CT1742:000  1983:12:12_10h:31m:36s. 
  Centered:  CT1743:180  1983:12:26_01h:49m:47s. 
  End time:  CT1743:005  1984:01:08_08h:02m:28s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0       7.40       0.00
  1   0    -191.98       0.00
  1   1     -24.99       1.03
  2   0      28.79       0.00
  2   1     -27.98      17.20
  2   2    -113.01     -45.01
  3   0    -204.00       0.00
  3   1       0.99     -31.91
  3   2      -3.90     -46.90
  3   3      64.58      31.89
  4   0     -27.92       0.00
  4   1      15.19     -21.07
  4   2      41.84      34.04
  4   3     -68.99     -33.23
  4   4      92.22    -125.89
  5   0     -96.60       0.00
  5   1      -8.21      55.82
  5   2      -3.90      14.06
  5   3      32.01     -72.51
  5   4      34.70      24.68
  5   5     146.90      19.18
  6   0      50.77       0.00
  6   1      46.90     -25.00
  6   2      52.56     -16.61
  6   3      33.19       0.63
  6   4     -40.88      37.36
  6   5      31.71      42.56
  6   6      70.13     -31.87
  7   0     -68.97       0.00
  7   1     -18.40      54.86
  7   2      62.78      30.04
  7   3     -69.02      44.42
  7   4      35.45     -72.70
  7   5     -51.35     -31.67
  7   6     -88.45      77.21
  7   7     106.26      -9.03
  8   0     -27.81       0.00
  8   1      -6.59     -24.60
  8   2     -37.23     -24.57
  8   3     -43.64       7.01
  8   4      -4.30       8.47
  8   5      65.05     -44.88
  8   6     -25.78      58.60
  8   7    -126.18     -28.29
  8   8      -1.29      16.71
  9   0     131.65       0.00
  9   1       8.19      19.46
  9   2      36.41     -11.57
  9   3      36.36      52.60
  9   4     -67.54     103.47
  9   5      12.11      26.73
  9   6     122.32      -9.16
  9   7     -73.84       9.74
  9   8     -79.96    -107.15
  9   9     115.53      37.81
 10   0       6.80       0.00
 10   1      21.88     -35.99
 10   2      65.81      18.68
 10   3       4.57      -8.45
 10   4      66.78     -42.38
 10   5     -86.64     -27.48
 10   6      24.52     -65.95
 10   7      99.59      48.66
 10   8      15.83      49.84
 10   9     -40.73     -80.83
 10  10      58.00      30.73
 11   0     153.66       0.00
 11   1      -4.12      34.56
 11   2      41.63      10.23
 11   3       9.12      36.33
 11   4      40.57       0.60
 11   5       9.02     -24.87
 11   6     -63.23     -58.10
 11   7      -0.13       7.69
 11   8       8.24      34.99
 11   9       4.14       2.05
 11  10     -99.63     -59.09
 11  11      13.91     -21.70
 12   0     -35.30       0.00
 12   1      -1.88      25.46
 12   2      18.12      -4.02
 12   3      -3.01      -7.27
 12   4     -29.97      45.85
 12   5      65.68      36.30
 12   6     -10.71      11.62
 12   7     -14.35     -16.53
 12   8     -25.69     -53.16
 12   9      -4.08      77.04
 12  10      28.42       3.68
 12  11      -4.35     -78.28
 12  12     -62.38     207.09
 13   0     235.31       0.00
 13   1     -12.81      -6.13
 13   2      23.60      17.31
 13   3       6.62      57.64
 13   4       7.46      51.01
 13   5     -26.25       1.04
 13   6      34.28      29.03
 13   7      36.38     -14.26
 13   8     -19.28      27.69
 13   9     -40.09     -55.73
 13  10      71.76      29.86
 13  11     -31.07      18.85
 13  12      77.49     -86.43
 13  13     -46.24     203.10
 14   0     -16.56       0.00
 14   1      18.15     -28.92
 14   2      -0.20     -21.06
 14   3     -35.45       8.42
 14   4      43.45     -27.35
 14   5       2.51     -25.21
 14   6     -11.26       7.31
 14   7      -8.26     -33.25
 14   8      38.55      38.49
 14   9      -5.39     -15.77
 14  10     -53.61     -59.36
 14  11      23.27      15.06
 14  12      39.75       7.72
 14  13     -10.57    -195.26
 14  14      18.65     100.86
 15   0     295.54       0.00
 15   1       7.54      -4.22
 15   2      66.43      10.61
 15   3      -8.62      67.88
 15   4     -11.62      49.62
 15   5      13.47      30.89
 15   6      18.72      -9.68
 15   7     -31.16       0.76
 15   8      22.21     -45.84
 15   9      23.02      69.22
 15  10     -22.80     -27.06
 15  11      22.03       0.29
 15  12     -68.74      45.38
 15  13      13.19      37.80
 15  14      15.70     -93.65
 15  15     -83.34       2.16
 16   0      -3.55       0.00
 16   1     -23.54      22.85
 16   2      44.88       9.12
 16   3       7.97     -12.54
 16   4      -0.59      16.81
 16   5       9.21      -4.76
 16   6      33.14       8.35
 16   7      22.86      42.74
 16   8       6.11     -26.39
 16   9      24.91       5.64
 16  10      46.05      70.23
 16  11      -2.90     -10.95
 16  12      18.61     -45.76
 16  13     -19.28     116.60
 16  14     -46.71     -17.79
 16  15      99.73      16.93
 16  16     -88.46      94.93
 17   0     297.99       0.00
 17   1       5.59     -15.75
 17   2      -0.80      -1.51
 17   3      20.19      58.81
 17   4      21.27      39.08
 17   5     -28.66     -16.35
 17   6      -9.66       1.11
 17   7      29.12      26.34
 17   8     -43.99      50.15
 17   9      -3.02     -39.60
 17  10      -1.52      19.48
 17  11       9.38      -3.88
 17  12      28.74      -1.84
 17  13      24.97     -71.99
 17  14      26.27      27.18
 17  15     -37.09       6.97
 17  16      99.78     -84.31
 17  17     -41.80      87.81
 18   0     -38.79       0.00
 18   1      -8.25      20.87
 18   2       0.56      -8.44
 18   3     -16.88       2.30
 18   4      32.47       1.45
 18   5      28.15       8.23
 18   6     -25.86       9.50
 18   7     -16.86     -38.78
 18   8     -26.72      23.44
 18   9     -12.32      29.81
 18  10     -17.47     -22.68
 18  11     -22.81      10.11
 18  12     -37.85      33.27
 18  13      12.00     -28.43
 18  14     -10.75      -1.81
 18  15     -15.45     -10.01
 18  16     -45.18      35.15
 18  17      33.73    -101.67
 18  18       0.68     -39.70
 19   0     224.74       0.00
 19   1       6.45     -53.87
 19   2      26.28       3.06
 19   3       2.38      56.85
 19   4     -11.53      78.83
 19   5     -12.87      10.72
 19   6      25.85      -7.23
 19   7     -22.29     -15.70
 19   8      -0.45     -37.23
 19   9     -19.32      18.00
 19  10       6.80      18.44
 19  11     -21.48      30.80
 19  12       0.54     -17.48
 19  13     -25.53      58.13
 19  14     -46.80      -1.43
 19  15      34.77       1.63
 19  16     -67.14      -2.77
 19  17      23.54      38.56
