Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT2164:180
Coefficients for 360 degrees 
  Beginning: CT2163:000  2015:05:21_07h:45m:13s. 
  Centered:  CT2164:180  2015:06:03_23h:03m:24s. 
  End time:  CT2164:005  2015:06:17_05h:16m:05s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      -0.50       0.00
  1   0      78.55       0.00
  1   1      61.77     -18.88
  2   0    -108.36       0.00
  2   1     -28.15     -15.59
  2   2     -53.45      -3.33
  3   0      99.66       0.00
  3   1     -16.95       3.21
  3   2     -11.40     -40.15
  3   3     -66.17    -172.56
  4   0     -21.10       0.00
  4   1      10.13      46.25
  4   2       1.51      51.95
  4   3     -87.74     -18.62
  4   4     -92.66     117.21
  5   0     -25.16       0.00
  5   1     -37.91       2.13
  5   2      31.99      26.23
  5   3      33.71     127.19
  5   4       2.39     -51.62
  5   5     -68.43      42.19
  6   0       2.83       0.00
  6   1       4.10      -3.47
  6   2      54.57     -42.02
  6   3     126.14      46.10
  6   4      57.49      36.78
  6   5    -169.95     -28.53
  6   6      54.02      24.39
  7   0      46.13       0.00
  7   1     117.96     -41.73
  7   2     -64.60     -11.27
  7   3       0.83     -63.18
  7   4       9.48      40.46
  7   5      40.87     103.93
  7   6      68.84     -56.81
  7   7     -13.17     138.44
  8   0     -20.03       0.00
  8   1     -54.18      59.26
  8   2     -69.77      14.12
  8   3     -61.51     -43.52
  8   4     -11.44     -83.87
  8   5     155.96      64.01
  8   6      -5.20      68.03
  8   7     -64.73      34.77
  8   8      28.42    -234.42
  9   0     -58.87       0.00
  9   1    -110.22      -1.65
  9   2      77.12       8.67
  9   3     -25.37      -9.40
  9   4      -6.81     -16.52
  9   5      -6.29    -109.76
  9   6    -130.42       9.18
  9   7       6.73      51.32
  9   8      76.89    -183.44
  9   9     415.43      97.62
 10   0      57.43       0.00
 10   1      55.09      43.12
 10   2      -5.83       8.90
 10   3     -42.28     -27.52
 10   4     -30.71      55.62
 10   5     -79.17     -42.69
 10   6     -13.67     -63.44
 10   7      35.14     -78.00
 10   8       1.35      71.41
 10   9     201.69     -21.91
 10  10    -101.54     178.28
 11   0     -32.03       0.00
 11   1      64.55     -29.35
 11   2     -34.93     -47.22
 11   3       3.93      46.78
 11   4     -67.38     -20.12
 11   5     -11.38      36.72
 11   6     123.41      49.43
 11   7       2.36    -116.19
 11   8     -26.41      55.93
 11   9      29.99      83.69
 11  10    -138.61      75.82
 11  11      32.77     -69.60
 12   0      43.71       0.00
 12   1     -54.41     -34.82
 12   2      -8.71      15.65
 12   3      82.22      69.03
 12   4      23.40     -36.35
 12   5       2.74       9.07
 12   6      33.38       4.86
 12   7       1.84     103.40
 12   8      23.52      16.57
 12   9     -98.40     -16.66
 12  10     -12.35      93.57
 12  11     -92.17    -451.20
 12  12     134.42      28.40
 13   0     -92.53       0.00
 13   1      18.26      29.88
 13   2      16.05      16.66
 13   3     -13.34     -92.28
 13   4      37.63      35.48
 13   5      37.08      30.65
 13   6     -58.87     -48.07
 13   7     -15.40      83.88
 13   8     -15.77      26.39
 13   9    -137.86     -87.75
 13  10      54.77     -97.30
 13  11      14.12      57.27
 13  12     179.79     -35.50
 13  13    -209.38     163.67
 14   0      62.31       0.00
 14   1      29.66      26.75
 14   2     -15.12     -31.45
 14   3     -69.90     -41.41
 14   4     -57.59      56.77
 14   5      20.83      17.15
 14   6     -45.18      24.66
 14   7     -12.77     -95.36
 14   8     -62.02     -84.97
 14   9      22.07      32.87
 14  10      17.89     -78.68
 14  11      -4.45     145.84
 14  12      53.18      57.69
 14  13     -19.51     -21.97
 14  14     -20.66    -152.54
 15   0    -112.79       0.00
 15   1     -56.06     -25.94
 15   2      15.32       3.76
 15   3      -0.02      68.21
 15   4     -55.23     -17.14
 15   5     -34.63     -75.73
 15   6      44.09      32.90
 15   7      33.76     -42.05
 15   8      23.52     -41.12
 15   9     110.18     -16.12
 15  10      10.26      68.91
 15  11      -6.39      12.51
 15  12     -85.89     -21.81
 15  13     -65.38     130.16
 15  14     -92.74     -72.66
 15  15      97.19      49.10
 16   0     107.92       0.00
 16   1      -5.85      -5.13
 16   2     -20.46      35.67
 16   3       4.10     -16.15
 16   4      25.04     -27.42
 16   5     -18.33       6.29
 16   6      25.91     -41.21
 16   7      15.70      31.97
 16   8      49.19     121.26
 16   9      -2.97     -31.47
 16  10     -10.79      19.36
 16  11      23.89       6.91
 16  12     -41.89      18.33
