Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1930:180
Coefficients for 360 degrees 
  Beginning: CT1929:000  1997:11:28_21h:53m:36s. 
  Centered:  CT1930:180  1997:12:12_13h:11m:48s. 
  End time:  CT1930:005  1997:12:25_19h:24m:29s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      12.68       0.00
  1   0     112.26       0.00
  1   1      12.06       3.02
  2   0      41.69       0.00
  2   1      20.40      23.59
  2   2      12.22       3.04
  3   0     209.37       0.00
  3   1       8.80      28.52
  3   2      -4.17      -8.68
  3   3      15.49     -28.56
  4   0      17.41       0.00
  4   1      19.37      -7.74
  4   2       4.16      15.03
  4   3      55.22      -4.34
  4   4     -44.76     -70.44
  5   0     154.99       0.00
  5   1      -4.06      14.86
  5   2     -34.27      -7.21
  5   3     -18.83     -24.89
  5   4     -46.71     -24.51
  5   5     -80.25     -44.79
  6   0      -4.26       0.00
  6   1      -9.49      -6.78
  6   2      13.71      20.59
  6   3     -37.86     -10.73
  6   4     -46.74     -46.29
  6   5     -73.46      35.36
  6   6     -52.96      42.85
  7   0      15.04       0.00
  7   1      39.02      11.04
  7   2      91.24      10.61
  7   3     -50.89      38.46
  7   4      17.86      -1.80
  7   5     -86.03     -31.32
  7   6     -45.18     142.17
  7   7     -18.53      36.72
  8   0       9.23       0.00
  8   1      -5.78      18.70
  8   2      58.19     -16.14
  8   3     -34.49      -4.84
  8   4      56.38     113.33
  8   5      23.34      26.38
  8   6     -23.46      69.37
  8   7      63.33     122.11
  8   8      27.72      -1.98
  9   0    -100.05       0.00
  9   1      31.20      22.18
  9   2      62.19      -9.98
  9   3      33.23     -39.79
  9   4     -17.68       6.32
  9   5      72.59      42.88
  9   6      10.06       6.88
  9   7     -12.71      46.20
  9   8     173.83      68.89
  9   9      54.65     -40.04
 10   0     -28.11       0.00
 10   1      10.69     -10.50
 10   2     -11.38      -7.01
 10   3      -3.31     -58.21
 10   4     -13.04     -22.60
 10   5      49.24       8.78
 10   6      79.16     -63.72
 10   7      10.86     -20.54
 10   8      25.82     -11.08
 10   9     169.28     -27.69
