Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1780:180
Coefficients for 360 degrees 
  Beginning: CT1779:000  1986:09:16_14h:57m:27s. 
  Centered:  CT1780:180  1986:09:30_06h:15m:38s. 
  End time:  CT1780:005  1986:10:13_12h:28m:19s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      -6.63       0.00
  1   0    -213.34       0.00
  1   1      -8.78       0.71
  2   0     -14.97       0.00
  2   1       6.60       2.56
  2   2       5.11       5.52
  3   0    -297.01       0.00
  3   1      20.33      -3.52
  3   2     -11.82      -5.81
  3   3       2.29     -24.61
  4   0       7.49       0.00
  4   1       3.41     -13.38
  4   2       0.56      21.40
  4   3       3.43      -8.85
  4   4       2.69      30.33
  5   0    -163.40       0.00
  5   1       8.51     -22.52
  5   2      28.69      13.68
  5   3     -22.23       1.89
  5   4       4.31       8.02
  5   5       7.63     -22.90
  6   0      -6.11       0.00
  6   1      -4.97       4.13
  6   2      12.73       9.74
  6   3      -1.09       9.41
  6   4      21.68     -29.47
  6   5       9.05      -7.38
  6   6       7.59     -17.22
  7   0      15.96       0.00
  7   1      14.06      -3.73
  7   2      25.76     -21.44
  7   3      21.64       1.73
  7   4      -6.61     -17.62
  7   5       5.82      19.19
  7   6     -10.50       5.56
  7   7      16.95      31.22
  8   0       2.61       0.00
  8   1       5.54       8.02
  8   2      -8.62       9.42
  8   3      33.13       2.12
  8   4      -5.81      -3.46
  8   5       0.10      -3.45
  8   6       1.73      14.01
  8   7      11.66      27.04
  8   8     -16.80      17.88
  9   0     101.48       0.00
  9   1       5.88      -8.83
  9   2      10.24       4.30
  9   3      12.63     -20.76
  9   4      -2.42      17.59
  9   5       5.99     -16.67
  9   6      -4.06      16.52
  9   7      -6.64     -30.30
  9   8      -1.12     -14.04
  9   9       2.80     -25.44
 10   0       4.11       0.00
 10   1      -6.43      -1.78
 10   2       7.50      17.02
 10   3      12.95      11.60
 10   4      -4.54     -10.77
 10   5      -5.92     -18.46
 10   6      15.52     -12.15
 10   7     -12.45     -30.65
 10   8      14.17      -0.06
 10   9       2.85     -11.90
 10  10      -0.50      42.04
 11   0     192.62       0.00
 11   1       6.74       2.50
 11   2      35.72     -11.53
 11   3      -3.98      -8.12
 11   4      15.69     -18.72
 11   5     -15.28       5.97
 11   6      -3.35     -10.86
 11   7     -19.85       6.51
 11   8      11.27     -10.97
 11   9       1.22      37.12
 11  10       0.38      20.47
 11  11     -16.47      -0.42
 12   0       4.57       0.00
 12   1       2.85      -3.60
 12   2       5.67       4.69
 12   3       7.63      14.12
 12   4      -5.81      -6.63
 12   5     -18.59      10.18
 12   6     -12.73     -13.13
 12   7      -2.28      27.47
 12   8     -10.12     -11.87
 12   9      -0.37      35.90
 12  10      -9.62     -17.37
 12  11      -4.03     -15.38
 12  12     -29.44     -32.80
 13   0     311.33       0.00
 13   1       4.28     -12.47
 13   2      19.95      -4.60
 13   3       3.87       0.19
 13   4      -0.59       9.78
 13   5     -14.13      15.42
 13   6     -10.75      -5.68
 13   7      10.38       0.48
 13   8     -11.67     -12.33
 13   9      15.89       0.68
 13  10     -13.36     -22.32
 13  11      10.63      -6.26
 13  12     -19.38     -22.28
 13  13      47.27       4.50
 14   0      14.53       0.00
 14   1       0.68       5.94
 14   2      -0.07      14.60
 14   3       8.34      16.87
 14   4      -6.26      -2.40
 14   5      -8.02     -10.11
 14   6       5.20      -3.87
 14   7       3.42     -12.83
 14   8       5.22       3.83
 14   9      11.83     -14.16
 14  10       0.76      18.09
 14  11      -1.17     -20.13
 14  12      15.66      12.66
 14  13      32.12       4.37
 14  14      -7.46      29.13
 15   0     379.53       0.00
 15   1      -1.30       3.90
 15   2      20.64      -6.05
 15   3       0.45      -9.03
 15   4       9.72       2.92
 15   5      -4.11       5.58
 15   6      -3.29      -9.17
 15   7      14.03      -4.96
 15   8       5.58       3.86
 15   9      -1.21       7.15
 15  10       4.89      21.06
 15  11     -12.94      -1.04
 15  12      34.00       5.79
 15  13     -11.95       1.28
 15  14       1.59      10.44
 15  15     -26.23     -27.64
 16   0      10.09       0.00
 16   1       0.28      -7.22
 16   2       2.42      10.13
 16   3      16.38      14.65
