Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT2135:180
Coefficients for 360 degrees 
  Beginning: CT2134:000  2013:03:21_08h:10m:21s. 
  Centered:  CT2135:180  2013:04:03_23h:28m:33s. 
  End time:  CT2135:005  2013:04:17_05h:41m:14s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0       4.25       0.00
  1   0      10.06       0.00
  1   1     -17.85      33.95
  2   0      16.69       0.00
  2   1      29.63      22.68
  2   2      22.81     -21.54
  3   0      34.29       0.00
  3   1     -31.70      -7.22
  3   2     -39.20     -67.92
  3   3      56.39     -10.55
  4   0      58.25       0.00
  4   1      -1.13    -116.26
  4   2     -32.10      16.36
  4   3      34.58      22.36
  4   4     -72.62     -28.12
  5   0     -74.08       0.00
  5   1      60.69      10.79
  5   2      27.20      76.80
  5   3      34.44     -26.47
  5   4    -105.07      18.11
  5   5      65.30      30.57
  6   0      33.39       0.00
  6   1     -44.88     -13.90
  6   2     -19.97      20.05
  6   3     -23.48     -36.45
  6   4      28.47      49.96
  6   5      -6.26      54.51
  6   6     -34.99     -72.64
  7   0      28.68       0.00
  7   1      41.69     -50.38
  7   2       3.50     -36.20
  7   3     -46.25      33.72
  7   4      68.02     -60.91
  7   5     -72.26     -57.09
  7   6    -140.40     -39.03
  7   7      30.31     -41.12
  8   0       6.96       0.00
  8   1     -44.97      33.75
  8   2      79.87       6.36
  8   3     -60.95     -33.01
  8   4      40.16     -52.46
  8   5      -7.97     -37.00
  8   6      64.87     -45.04
  8   7       9.40     -59.56
  8   8      12.46      85.91
  9   0     -33.11       0.00
  9   1      18.01     -31.87
  9   2       8.81     -62.10
  9   3      -9.29      44.70
  9   4     -27.26      55.35
  9   5       7.79      63.60
  9   6      54.01      61.75
  9   7      67.37      29.95
  9   8      50.29     177.57
  9   9     128.27      10.26
 10   0     -37.30       0.00
 10   1      26.40     -26.28
 10   2     -81.95       9.24
 10   3      -4.16      77.89
 10   4     -50.46      18.54
 10   5      -5.63      -5.26
 10   6     -56.13      97.75
 10   7       8.32      42.15
 10   8      49.84      28.83
 10   9    -128.11     -43.91
 10  10    -153.05     -20.43
 11   0      20.66       0.00
 11   1       2.69     -26.48
 11   2      -8.00      74.49
 11   3     -40.13     -63.08
 11   4      -2.43      13.52
 11   5      26.06       4.51
 11   6      27.79      -0.90
 11   7     -13.96     -35.09
 11   8     -54.10     -40.78
 11   9     -22.10      58.65
 11  10      44.79      21.71
 11  11      55.79    -102.75
 12   0     -57.97       0.00
 12   1     -38.95     -34.82
 12   2      89.49     -51.40
 12   3     -43.08     -25.86
 12   4      86.80      55.28
 12   5       9.59     -17.95
 12   6       5.34     -75.09
 12   7     -22.24      -9.47
 12   8     -14.42     -87.16
 12   9     -22.82     -41.33
 12  10     -89.31    -115.27
 12  11    -103.02      97.52
 12  12     105.45     110.71
 13   0      47.99       0.00
 13   1      38.61       7.02
 13   2      40.36       3.37
 13   3     -32.54      77.24
 13   4      50.84     -14.93
 13   5     -25.51     -77.11
 13   6     -24.11     -29.25
 13   7      13.94      14.90
 13   8      37.73     -68.65
 13   9     -38.67      -4.30
 13  10      60.76     -33.21
 13  11     108.60     -13.95
 13  12      60.90     -84.70
 13  13     -44.90     -26.75
 14   0     -49.63       0.00
 14   1      -1.83      38.13
 14   2     -40.29      41.43
 14   3     -52.39      24.81
 14   4     -39.81     -18.26
 14   5      57.12       6.87
 14   6      17.54      45.41
 14   7      24.84     -11.99
 14   8     -50.12      75.16
 14   9      68.74      68.91
 14  10      77.90      72.20
 14  11      24.25     -60.11
 14  12      36.85      67.97
 14  13     -12.02      27.85
 14  14     -12.25      27.59
 15   0     -55.09       0.00
 15   1     -26.39      15.58
 15   2     -25.59     -49.13
 15   3     -38.47     -22.27
 15   4     -33.08      76.67
 15   5      39.07      29.42
 15   6     -33.64      29.38
 15   7     -13.52      -1.33
 15   8       7.46      53.29
 15   9       1.93     -26.49
 15  10     -76.85      22.62
 15  11     -54.95      75.72
 15  12     -14.02      17.12
 15  13     -43.65     -33.73
 15  14    -146.60       7.98
 15  15      33.61      -7.66
 16   0     -58.27       0.00
 16   1      25.70     -43.02
 16   2      17.09      -3.12
 16   3     -26.67      34.52
 16   4      26.02      22.21
 16   5     -49.50     -53.12
 16   6     -16.81     -28.74
 16   7     -12.10      27.33
 16   8      40.48     -51.40
 16   9     -76.39     -19.67
 16  10     -10.60      -2.02
 16  11      26.08     -39.62
 16  12    -115.39     -79.39
 16  13      -8.44      -3.55
 16  14      37.50      16.83
 16  15      15.98       0.62
 16  16      -7.92     -52.62
 17   0      51.22       0.00
 17   1     -23.80      10.31
 17   2      26.58      23.51
 17   3     -49.42      -0.74
 17   4      60.64     -36.24
 17   5      16.84      -9.89
 17   6      34.30     -35.32
 17   7       7.32       3.29
 17   8     -31.11     -35.52
 17   9       2.61      34.17
 17  10      16.30     -18.30
 17  11      -1.96     -62.44
 17  12     -12.17      30.71
 17  13      35.07      10.95
 17  14      71.43      -0.02
 17  15     -48.71      35.17
 17  16     -11.87     -47.08
 17  17      -1.03     -93.73
 18   0     -56.55       0.00
 18   1      17.03      53.05
 18   2      22.17     -17.16
 18   3     -51.68      13.81
 18   4      32.28      45.13
 18   5      62.65      10.92
 18   6      -9.48     -13.28
 18   7       1.03     -11.38
 18   8      -0.63      11.11
 18   9      60.13      -2.23
 18  10       5.31       2.73
 18  11     -35.87      80.04
 18  12      77.50      36.97
 18  13     -17.71     -24.51
 18  14     -16.29     -27.23
 18  15      -0.16      59.07
 18  16     -27.71     -65.48
 18  17      35.72     -39.26
 18  18      70.01      48.62
 19   0     -25.96       0.00
 19   1     -26.48      27.64
 19   2      -7.66       7.45
 19   3     -33.48      45.88
 19   4      -9.84      66.85
 19   5       0.82     -42.34
 19   6     -29.09      29.33
 19   7      -2.77      -1.45
 19   8      28.67      41.47
 19   9      -2.13       4.54
 19  10      -2.86      19.04
 19  11       0.76      -7.82
 19  12      15.64     -36.47
 19  13     -13.35       9.89
 19  14      39.43       0.20
 19  15      12.02     -40.24
 19  16     -29.24     -58.92
 19  17       0.03     -93.45
