Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT2029:180
Coefficients for 360 degrees 
  Beginning: CT2028:000  2005:04:21_03h:54m:40s. 
  Centered:  CT2029:180  2005:05:04_19h:12m:52s. 
  End time:  CT2029:005  2005:05:18_01h:25m:32s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0       3.96       0.00
  1   0     -74.58       0.00
  1   1       3.38       0.55
  2   0      11.07       0.00
  2   1      15.48     -18.11
  2   2      23.44      38.78
  3   0     -82.17       0.00
  3   1      -5.54      -7.30
  3   2      26.80     -19.63
  3   3      18.47    -103.48
  4   0      18.08       0.00
  4   1     -15.09      -2.43
  4   2      16.37     -54.82
  4   3       4.39      -2.09
  4   4      28.34     120.64
  5   0     -11.37       0.00
  5   1     -81.56      18.27
  5   2     -34.33      19.95
  5   3      18.09      60.29
  5   4       8.10      -2.84
  5   5      93.33     -57.11
  6   0      17.50       0.00
  6   1     -69.90     -17.86
  6   2       4.35       8.68
  6   3     -15.74     -12.07
  6   4     -16.78     -47.89
  6   5      52.22      -1.54
  6   6      29.53      74.12
  7   0     -19.99       0.00
  7   1     -18.66      19.46
  7   2      42.00     -43.93
  7   3     -35.76     -35.52
  7   4      10.57      -7.53
  7   5     -45.00      -1.99
  7   6     -52.61      55.84
  7   7      42.97     121.78
  8   0     -20.62       0.00
  8   1     -38.88      -4.70
  8   2      80.01      45.80
  8   3      31.90      10.67
  8   4      -0.97      -1.47
  8   5     -24.81     -34.75
  8   6      45.71      -1.84
  8   7     -13.63     -68.85
  8   8     -91.05    -169.21
  9   0      37.95       0.00
  9   1     -38.34      29.08
  9   2       0.23      66.45
  9   3      -0.43      -1.81
  9   4      18.57     -12.76
  9   5      -2.20      31.15
  9   6      24.41     -39.81
  9   7     -41.73     -48.56
  9   8     -40.05      33.86
  9   9      94.99      19.67
 10   0      -2.86       0.00
 10   1     -40.10      -3.91
 10   2      70.41     -95.25
 10   3     -49.40     -26.80
 10   4     -26.06     -29.15
 10   5      24.45      70.02
