Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1990:180
Coefficients for 360 degrees 
  Beginning: CT1989:000  2002:05:23_10h:16m:04s. 
  Centered:  CT1990:180  2002:06:06_01h:34m:15s. 
  End time:  CT1990:005  2002:06:19_07h:46m:56s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      10.75       0.00
  1   0     -98.55       0.00
  1   1      46.91      20.35
  2   0      17.87       0.00
  2   1      -2.93     -36.63
  2   2      45.34      48.72
  3   0     -86.00       0.00
  3   1     -27.61     -17.29
  3   2      57.09     100.96
  3   3     105.42     -54.08
  4   0      69.52       0.00
  4   1      71.47     -43.65
  4   2      57.41      14.19
  4   3     187.33     -30.02
  4   4     -57.54     111.16
  5   0     -17.89       0.00
  5   1      53.44      29.32
  5   2     -79.84    -227.38
  5   3    -108.92       1.72
  5   4     -42.23     -38.96
  5   5    -214.81    -117.03
  6   0      46.39       0.00
  6   1    -125.94    -155.44
  6   2     -62.67     -63.80
  6   3    -103.04      64.33
  6   4      14.31       8.04
  6   5     101.25     212.32
  6   6    -157.13      18.83
  7   0     -80.28       0.00
  7   1      97.80     -72.68
  7   2      39.27     223.82
  7   3      64.65      17.96
  7   4      -5.32     103.39
  7   5      84.31       0.89
  7   6      30.48    -227.03
  7   7    -113.43      91.40
  8   0     -16.16       0.00
  8   1     -76.56      10.21
  8   2      80.34      -9.00
  8   3     -52.27     -52.93
  8   4     -18.09     -62.71
  8   5     -14.81    -103.89
  8   6      39.76     153.12
  8   7    -278.14      78.18
  8   8     -75.00       1.48
  9   0      73.39       0.00
  9   1      -2.86      -3.35
  9   2     -38.96     -21.18
  9   3      38.53      12.65
  9   4      63.58     -75.14
  9   5      74.32      32.99
  9   6       3.60     144.85
  9   7     140.57      80.53
  9   8      33.42    -153.20
  9   9     114.01      93.65
 10   0     -28.21       0.00
 10   1      42.33     -85.88
 10   2      19.83     -54.30
 10   3      59.87      25.11
 10   4      42.30      72.53
 10   5     -51.13     -22.50
 10   6     -12.95    -134.93
 10   7      95.12     -47.71
 10   8    -121.62      62.32
 10   9    -159.31      18.98
 10  10       0.78    -264.39
 11   0      98.64       0.00
 11   1      40.68      -9.47
 11   2      55.57     -15.53
 11   3    -107.72     -82.38
 11   4     -64.33     -34.34
 11   5     -88.80     -12.36
 11   6      -8.22      33.05
 11   7      13.34     -24.46
 11   8      -5.26      87.03
 11   9      69.36     221.62
 11  10      97.73     -87.23
 11  11      10.92    -124.13
 12   0    -101.06       0.00
 12   1     -89.33     -24.57
 12   2      26.59     -40.78
 12   3     -80.57      35.31
 12   4      13.51      -5.62
 12   5     114.90      52.47
 12   6      12.60      41.78
 12   7      14.80     -66.60
 12   8      34.50     -87.25
 12   9      73.63      59.61
 12  10      86.28    -166.33
 12  11     -11.62    -104.72
 12  12      86.52    -298.35
 13   0      91.01       0.00
 13   1      33.07      -6.11
 13   2     -52.59     102.34
 13   3      35.94      14.64
 13   4      16.83      15.49
 13   5     -12.93       9.76
 13   6      -9.06    -117.36
 13   7     -92.53     -48.48
 13   8      46.57      63.93
 13   9     -65.84    -114.97
 13  10     -99.23      82.44
 13  11     -80.32     117.06
 13  12      78.03    -160.49
 13  13    -125.54    -192.25
 14   0      15.41       0.00
 14   1      48.14     -18.56
 14   2      24.56     -22.07
 14   3      -0.51       2.08
 14   4       9.91     -43.77
 14   5     -95.47     -53.69
 14   6      82.94       6.47
 14   7     -30.92      81.64
 14   8      -2.26      39.58
 14   9      55.30    -104.12
 14  10      -3.82      84.94
