Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1976:180
Coefficients for 360 degrees 
  Beginning: CT1975:000  2001:05:06_13h:46m:50s. 
  Centered:  CT1976:180  2001:05:20_05h:05m:01s. 
  End time:  CT1976:005  2001:06:02_11h:17m:42s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      -3.28       0.00
  1   0     -53.16       0.00
  1   1     -66.47      24.11
  2   0     -93.20       0.00
  2   1      -5.59      22.45
  2   2      27.09     -63.23
  3   0    -132.58       0.00
  3   1     -41.09      50.82
  3   2       3.60      40.18
  3   3      13.29      47.52
  4   0     -94.73       0.00
  4   1      39.93       3.28
  4   2      34.74     -21.47
  4   3      30.17      41.03
  4   4      52.21     -42.82
  5   0       2.80       0.00
  5   1      87.83      42.35
  5   2     -86.69     -19.16
  5   3     -89.81      -5.98
  5   4      34.32     -27.69
  5   5     -40.69     192.37
  6   0      38.23       0.00
  6   1     -31.40       1.31
  6   2     -41.63      38.55
  6   3      -9.56     -40.47
  6   4     -23.54     -67.80
  6   5      42.17     133.80
  6   6     -49.70     -45.59
  7   0     -30.58       0.00
  7   1      -4.90      -9.69
  7   2      75.95     -11.71
  7   3      69.94      17.37
  7   4     -33.88      -7.07
  7   5      49.07     -46.44
  7   6     -88.84      -2.80
  7   7     -90.15    -110.78
  8   0    -112.78       0.00
  8   1     -16.55      25.74
  8   2     136.28      10.42
  8   3      89.68       9.90
  8   4      -4.55      95.71
  8   5      23.64     -11.64
  8   6    -109.81    -135.05
  8   7      88.96    -176.04
  8   8      93.53       8.99
  9   0      34.52       0.00
  9   1      17.56       0.64
  9   2     -43.94      58.36
  9   3      42.43       9.33
  9   4     -45.95     -13.80
  9   5     -14.52     -75.80
  9   6      20.33      65.17
  9   7      -5.42       4.40
  9   8      -5.77       0.69
  9   9     -83.98      97.80
 10   0     163.73       0.00
 10   1     103.05     -52.04
 10   2       6.96      54.04
 10   3     -85.07      22.99
 10   4      33.72     -60.91
 10   5     -15.91     -90.13
 10   6     119.17     188.00
 10   7     -90.11     130.51
 10   8    -217.74    -123.51
 10   9      37.56    -260.12
 10  10     -25.94    -195.39
 11   0      94.67       0.00
 11   1       7.56      44.29
 11   2     -41.34      17.33
 11   3      -8.87       0.23
 11   4      26.61       2.28
 11   5     -25.12     109.94
