Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1716:180
Coefficients for 360 degrees 
  Beginning: CT1715:000  1981:12:06_00h:09m:29s. 
  Centered:  CT1716:180  1981:12:19_15h:27m:40s. 
  End time:  CT1716:005  1982:01:01_21h:40m:21s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      23.37       0.00
  1   0    -105.32       0.00
  1   1      10.78     -22.93
  2   0      -8.34       0.00
  2   1      25.52       6.07
  2   2     -53.22      74.81
  3   0     -67.11       0.00
  3   1     -55.58     -24.10
  3   2     103.07     -11.87
  3   3     149.07      88.07
  4   0     111.01       0.00
  4   1     -45.15     -27.45
  4   2     -87.14      79.51
  4   3     -90.04     -91.28
  4   4     -40.14     150.54
  5   0     -51.17       0.00
  5   1      77.49     114.75
  5   2     -48.59      50.13
  5   3     -71.43     -48.65
  5   4      53.66    -215.24
  5   5      46.46      14.61
  6   0     119.25       0.00
  6   1     -19.93     196.03
  6   2     141.60    -101.74
  6   3      82.14      -1.13
  6   4     -97.29    -158.87
  6   5     275.10     178.69
  6   6     222.99      48.82
  7   0     -72.99       0.00
  7   1      -7.87     -53.62
  7   2     -99.58     -26.50
  7   3       4.72     -72.62
  7   4     -62.09     132.32
  7   5     -28.34     105.23
  7   6    -132.00     149.60
  7   7     256.81    -203.11
  8   0     -64.37       0.00
  8   1      83.50     -32.28
  8   2    -133.53     -82.08
  8   3     -80.23     131.51
  8   4      75.17      68.44
  8   5    -198.60    -206.70
  8   6     -13.69       6.08
  8   7    -277.98     191.89
  8   8     232.11    -136.36
  9   0      88.77       0.00
  9   1      15.74      79.20
  9   2      76.53    -125.20
  9   3       2.49     128.85
  9   4      88.94     -23.32
  9   5      14.46    -178.56
  9   6      85.05    -117.86
  9   7     -84.71     -91.01
  9   8     110.54     -30.30
  9   9     -92.55     401.21
 10   0     -90.32       0.00
 10   1    -115.07     104.58
 10   2     -77.65     -12.79
 10   3      25.59    -169.34
 10   4     -16.67      63.26
 10   5     126.74     163.72
 10   6       2.43     -19.03
 10   7     161.72      67.86
 10   8    -100.35     -30.30
 10   9     419.14     -68.69
 10  10     -62.94    -194.19
 11   0      94.51       0.00
 11   1      -6.54      12.60
 11   2    -159.62      57.36
 11   3      26.29    -102.04
 11   4     -71.37     -30.18
 11   5     -86.44     151.83
 11   6      -2.34       0.57
 11   7      -6.80     127.12
 11   8     -27.10     228.58
 11   9      24.12     -29.72
 11  10     186.95     -21.27
 11  11    -152.12    -317.84
 12   0       8.31       0.00
 12   1      87.36     -11.25
 12   2      55.47     -27.52
 12   3     100.99     167.30
 12   4      50.56     -79.93
 12   5    -100.55     -17.48
 12   6     -31.83      13.74
 12   7     -57.94    -174.61
 12   8     -60.23      61.60
 12   9    -148.12      48.20
 12  10    -175.05     -31.01
 12  11     -78.75      76.65
 12  12     267.28     -19.26
 13   0      84.81       0.00
 13   1      52.97     -28.01
 13   2      55.02    -128.79
 13   3      55.82      59.11
 13   4      87.37      37.86
 13   5      80.12     -30.46
 13   6     -76.49      91.62
 13   7      62.77     -37.17
 13   8       7.15    -161.98
 13   9     -99.31    -159.15
 13  10       7.64    -125.90
 13  11    -106.64     -84.21
 13  12     -24.10     133.45
 13  13     262.19      34.35
 14   0    -185.08       0.00
 14   1     -51.16      18.76
 14   2    -103.38    -152.85
 14   3     -59.44     -75.09
 14   4     -36.57      64.63
 14   5      85.40     -16.80
 14   6      27.01     -24.21
 14   7      -4.51     127.88
 14   8     111.10      51.91
 14   9      23.47     -25.00
 14  10      64.78     107.02
 14  11       6.46    -114.99
 14  12     -32.94      -1.43
 14  13    -152.22      87.71
 14  14      95.46      63.88
 15   0     147.41       0.00
 15   1     -73.72      46.96
 15   2     -70.54      17.30
 15   3     -53.45      11.02
 15   4      16.80     -21.68
 15   5     -54.28     -45.07
 15   6      72.86     -55.42
 15   7     -45.77     -57.34
 15   8       4.63      83.82
 15   9      31.81     170.29
 15  10     -96.90      28.89
 15  11     122.33     149.89
 15  12    -144.60     -65.81
 15  13     -30.69     167.15
 15  14    -136.97      31.85
 15  15     -30.94      -9.06
 16   0      -8.21       0.00
 16   1       7.66      -9.05
 16   2       9.27      53.61
 16   3      52.91      37.01
 16   4      98.93     -23.35
 16   5      -7.72      73.04
 16   6     -27.82      39.27
 16   7      30.06     -40.90
 16   8     -69.66    -121.17
 16   9      28.50       6.75
 16  10      26.59     -12.13
 16  11       0.84      38.55
 16  12     -18.54      19.20
 16  13       2.33      50.87
 16  14      80.93     179.15
 16  15      21.26    -232.49
 16  16     -97.80     -43.44
 17   0     150.20       0.00
 17   1      54.14     -72.67
 17   2     -63.85     -24.71
 17   3      83.29      -5.30
 17   4     -15.54      34.33
 17   5      48.27      71.31
 17   6     -34.06      11.23
 17   7      19.05      79.86
 17   8      19.44      -6.00
 17   9      -1.65    -119.65
 17  10      75.59      23.10
 17  11     -38.58     -59.41
 17  12     100.64      57.16
 17  13     -77.14     -34.31
 17  14     -59.23     186.29
 17  15     121.68      63.54
 17  16      34.25     -70.20
 17  17    -133.12    -137.42
 18   0    -173.42       0.00
 18   1      37.93     -97.07
 18   2     -46.94     -85.79
 18   3      43.03      32.43
 18   4     -30.90      35.19
 18   5     -41.64       0.48
 18   6       8.97     -18.28
 18   7     -61.41     -13.25
 18   8      36.31     135.18
 18   9     -57.76      25.46
 18  10     -57.43     -10.48
 18  11     -10.18       0.74
 18  12      64.06    -128.34
 18  13      55.67     -40.84
 18  14     -46.10     -81.49
 18  15     -38.29     194.91
 18  16      73.16       3.03
 18  17     144.42      95.96
 18  18     -66.98    -126.67
 19   0     105.52       0.00
 19   1     -62.36       7.94
 19   2      69.44     -56.01
 19   3      -2.70       7.72
 19   4      85.98     -16.92
 19   5     -47.69     -25.11
 19   6     -26.18      18.71
 19   7      -4.12     -66.73
 19   8     -34.51     -54.84
 19   9      14.23     104.70
 19  10     -34.46      23.81
 19  11      -9.33       3.30
 19  12     -47.06      20.65
 19  13      41.96     -56.04
 19  14      54.15    -157.69
 19  15      93.06     -41.60
 19  16      95.99      85.20
 19  17     135.15       8.83
 19  18     174.53      56.12
 19  19      13.30     -40.33
 20   0     -10.03       0.00
 20   1     -41.77     -60.37
 20   2       8.04      28.49
 20   3      13.14     -18.04
 20   4      78.33       2.96
 20   5      77.13      39.28
 20   6     -27.76      34.20
 20   7      16.70      29.53
 20   8     -42.64     -66.65
 20   9      22.75     -52.65
 20  10      49.53     -14.02
 20  11     -30.42      13.92
 20  12     -76.76      87.12
 20  13     -14.63      36.95
 20  14     -30.36      33.44
 20  15     -33.84    -118.81
 20  16      72.68     -97.53
 20  17     156.70     -75.30
 20  18       3.17     -73.34
 20  19     -36.64      58.30
 20  20     -48.19     -37.92
 21   0      35.73       0.00
 21   1       2.38     -72.81
 21   2     -56.46      66.67
 21   3      23.36      27.10
 21   4      -8.23      16.64
 21   5      44.82      -8.40
 21   6      47.18      -4.39
 21   7       6.44       9.87
 21   8      50.88      41.90
 21   9     -28.41     -54.71
 21  10      -1.38      -0.02
 21  11       9.00     -30.64
 21  12      12.20     -51.25
 21  13     -14.55      72.05
 21  14      -7.76      -9.27
 21  15     -74.16      10.28
 21  16     -62.94       0.98
 21  17      48.84       2.60
 21  18      74.18    -119.35
 21  19      45.93     -60.27
 21  20    -140.83     -25.94
 21  21    -178.45      -2.81
 22   0      33.57       0.00
 22   1      46.58    -118.68
 22   2      42.40      27.98
 22   3      12.39      39.07
 22   4      16.62      -3.85
 22   5     -51.96      30.43
 22   6       6.83     -24.67
 22   7     -18.52     -25.16
 22   8      30.96     -10.89
 22   9       0.82      71.15
 22  10     -23.08      21.47
 22  11      51.42      32.79
 22  12      38.38     -45.52
 22  13       6.53      16.45
 22  14      21.60      26.65
 22  15      -6.74     -17.90
 22  16     -94.52      61.89
 22  17     -84.80      -1.38
 22  18     -31.67      38.30
 22  19       5.60     -39.48
 22  20      42.83     -38.01
 22  21     -37.08     -59.83
 22  22    -122.10      79.78
 23   0     -79.59       0.00
 23   1     -34.02     -29.93
 23   2      74.39      14.62
 23   3      11.80     -19.70
 23   4      65.11      10.01
 23   5      -7.92      49.67
 23   6     -45.38       7.61
 23   7       7.02      10.19
 23   8     -30.03     -48.25
 23   9      41.46      36.03
 23  10      -4.11      -7.33
 23  11      -0.21      23.73
 23  12      16.15      51.60
 23  13      -2.85     -35.83
 23  14     -11.52     100.30
 23  15      62.01      19.69
 23  16       9.19     -14.42
 23  17    -118.81      24.47
 23  18     -71.62       2.04
 23  19     -60.33     -44.72
 23  20     -25.57     -31.14
 23  21       8.87      32.14
 23  22     -19.99     -16.64
