Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1909:180
Coefficients for 360 degrees 
  Beginning: CT1908:000  1996:05:05_03h:09m:45s. 
  Centered:  CT1909:180  1996:05:18_18h:27m:56s. 
  End time:  CT1909:005  1996:06:01_00h:40m:37s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      19.56       0.00
  1   0     152.99       0.00
  1   1       4.64       4.65
  2   0       1.69       0.00
  2   1      -1.84      -3.34
  2   2      13.44      -4.87
  3   0     213.24       0.00
  3   1       8.61      12.37
  3   2       6.06       0.77
  3   3      -2.13      18.27
  4   0     -25.59       0.00
  4   1      22.88       9.00
  4   2       6.53      10.48
  4   3      -7.31      -2.94
  4   4      26.85       3.36
  5   0     125.94       0.00
  5   1      18.53       9.41
  5   2      -0.14     -14.10
  5   3       3.37     -19.20
  5   4     -10.07      -4.82
  5   5      -6.33     -37.05
  6   0     -13.86       0.00
  6   1      12.40      21.79
  6   2      10.97      -5.68
  6   3      -7.72      20.32
  6   4     -15.36       3.62
  6   5      -7.02       8.97
  6   6     -49.10      36.29
  7   0       0.76       0.00
  7   1       3.94      -5.55
  7   2      35.41       3.85
  7   3       4.34      10.30
  7   4      12.26      29.88
  7   5      10.31      22.55
  7   6      13.86       0.54
  7   7      38.09      15.38
  8   0       8.17       0.00
  8   1       9.43      10.17
  8   2      13.27      -3.64
  8   3      -0.97      -3.07
  8   4      21.31      -0.69
  8   5       2.75     -15.10
  8   6      31.11     -13.74
  8   7       4.37     -11.54
  8   8      -2.91     -39.50
  9   0     -78.05       0.00
  9   1       0.12     -11.27
  9   2      21.49     -39.50
  9   3     -13.67     -44.11
  9   4      -4.50       0.95
  9   5     -20.51     -14.32
  9   6     -12.87       3.97
  9   7     -28.48     -13.33
  9   8     -15.08      15.79
  9   9     -64.63      35.37
 10   0       0.54       0.00
 10   1       7.58      16.16
 10   2     -13.04       3.58
 10   3      -4.44      14.64
 10   4      -8.45      34.15
 10   5     -17.31      13.03
 10   6     -14.40      19.92
 10   7      14.41       4.22
 10   8      -7.23      41.84
 10   9       9.46     -10.67
 10  10      44.53      58.86
 11   0    -148.26       0.00
 11   1      15.82      19.99
 11   2      29.49     -15.38
 11   3       0.69     -19.43
 11   4      36.17      11.58
 11   5      20.72       9.62
 11   6      14.70       6.31
 11   7      26.57      -5.37
 11   8      -6.86     -13.42
 11   9      48.77     -12.68
 11  10     -20.81      -3.09
 11  11      23.73     -48.91
 12   0      11.93       0.00
 12   1       9.40       0.39
 12   2      21.14      -4.55
 12   3      -7.61      -4.42
 12   4       8.29      -4.56
 12   5     -14.84     -31.64
 12   6      18.33     -36.26
 12   7      -5.11      -2.66
 12   8     -14.53     -24.59
 12   9      -4.24      16.05
 12  10     -31.52     -23.50
 12  11      10.10      21.72
 12  12     -77.21       7.91
 13   0    -236.45       0.00
 13   1      -5.48     -12.37
 13   2      20.63     -14.63
 13   3     -22.95     -44.66
 13   4      23.75      27.15
 13   5     -15.29     -19.72
 13   6       6.04      30.97
 13   7     -26.50      -4.74
 13   8       4.82      12.40
 13   9     -36.77      20.87
 13  10       7.10      14.66
 13  11     -31.94      18.44
 13  12      10.84     -19.50
 13  13      35.70      78.80
