Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1876:180
Coefficients for 360 degrees 
  Beginning: CT1875:000  1993:11:17_01h:09m:23s. 
  Centered:  CT1876:180  1993:11:30_16h:27m:35s. 
  End time:  CT1876:005  1993:12:13_22h:40m:15s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      -0.38       0.00
  1   0     158.58       0.00
  1   1     -36.38       9.51
  2   0     -45.05       0.00
  2   1      -3.47      -3.03
  2   2      31.83     -15.64
  3   0     231.48       0.00
  3   1      21.04      -5.51
  3   2      38.95       8.15
  3   3     -45.76     -44.60
  4   0     -21.86       0.00
  4   1     -44.33      58.75
  4   2       0.96       0.96
  4   3     -30.71     -14.82
  4   4       5.98      66.84
  5   0     103.95       0.00
  5   1      38.90      18.22
  5   2     -76.82      -6.35
  5   3       7.46      18.79
  5   4     -48.14      -7.07
  5   5     -76.57      12.24
  6   0       0.04       0.00
  6   1       5.60      17.22
  6   2      53.77      38.70
  6   3      48.45      36.59
  6   4     -32.48       5.60
  6   5      98.79      31.62
  6   6     -28.76     -29.21
  7   0      28.11       0.00
  7   1      28.22     -58.02
  7   2     -14.47     -16.39
  7   3     -15.27      44.74
  7   4      51.38      -1.49
  7   5       7.81     -40.67
  7   6     -88.82      78.49
  7   7     171.08     167.88
  8   0      -4.71       0.00
  8   1      -1.87      55.66
  8   2      58.51     -36.26
  8   3      17.49     -38.89
  8   4      21.14     -47.44
  8   5     -67.75       9.75
  8   6      -1.06     -53.78
  8   7     -13.08      44.04
  8   8     -57.30     -77.46
  9   0    -120.39       0.00
  9   1      16.37      -5.99
  9   2     -32.03      -0.57
  9   3      11.31     -71.45
  9   4      -5.21      44.44
  9   5      20.17      58.09
  9   6      38.04     -66.35
  9   7     -13.26     -18.02
  9   8     102.65     -52.74
  9   9      70.76      44.75
 10   0      28.15       0.00
 10   1      17.88      -1.72
 10   2     -14.73      47.78
 10   3     -11.14      -0.88
 10   4     -19.68      53.36
 10   5      -9.21     -30.68
 10   6      32.51      71.85
 10   7      37.90     -29.92
 10   8     -25.74      15.44
 10   9     -64.87     138.06
 10  10     171.11      34.92
 11   0    -105.70       0.00
 11   1      28.01       8.13
 11   2     -64.29     -11.65
 11   3     -11.81      58.97
 11   4      29.46     -71.83
 11   5     -13.30     -71.26
 11   6      -5.26      43.82
 11   7     -39.54     -34.18
 11   8     -45.66      57.47
 11   9      10.18     -98.69
 11  10     112.68     -49.59
 11  11      83.36    -152.47
 12   0      10.17       0.00
 12   1     -51.90      37.77
 12   2      92.50     -28.19
 12   3      56.00       0.21
 12   4      -8.44     -42.11
 12   5      34.52      53.24
 12   6     -36.87     -84.99
 12   7     -18.87      -4.90
 12   8      42.92       3.00
 12   9      63.50     -88.34
 12  10     -40.95      71.65
 12  11      30.60     -81.71
 12  12     -88.81      -0.58
 13   0    -275.72       0.00
 13   1       1.10     -19.34
 13   2     -14.94     -14.65
 13   3     -18.83     -30.85
 13   4     -19.56      69.55
 13   5     -19.63      49.79
 13   6     -27.72     -15.22
 13   7      40.87      34.28
 13   8      15.64     -29.53
 13   9      -8.87      56.48
 13  10    -108.84      19.53
 13  11     -26.39      35.70
 13  12     111.89     -24.69
 13  13      54.09    -159.06
 14   0      61.06       0.00
 14   1      28.72      -9.55
 14   2      -6.15      32.20
 14   3      -6.94     -20.28
 14   4      27.80      -0.03
 14   5     -37.18     -29.93
 14   6      59.53      29.47
 14   7     -10.98      24.23
 14   8     -35.93       5.93
 14   9     -33.07      11.66
 14  10      48.89     -62.67
 14  11      36.44     -12.57
 14  12     -64.03      10.55
 14  13     -49.41      90.40
 14  14      71.21      18.46
 15   0    -264.42       0.00
 15   1      -7.95      17.90
 15   2     -52.24      -0.88
 15   3      17.55       1.90
 15   4      28.61     -36.65
 15   5      22.70     -22.47
 15   6       3.64      35.59
 15   7     -29.79      -9.91
 15   8      -1.45       1.26
 15   9     -20.76     -16.72
 15  10      77.63      10.65
 15  11      -9.21     -23.29
 15  12     -29.66      71.49
 15  13      96.82     -97.09
 15  14     -91.36    -195.04
 15  15    -224.89    -106.04
 16   0      14.18       0.00
 16   1       7.17      -8.20
 16   2      71.27      -9.71
 16   3      32.33      -7.56
 16   4     -35.96      -0.99
 16   5      17.35       0.02
 16   6     -57.88     -17.62
 16   7       7.71      -3.58
 16   8      -3.75      -1.60
 16   9      11.92      11.22
 16  10     -47.91      32.56
 16  11     -49.02      38.83
 16  12      41.25     -40.18
 16  13     -36.14     -18.81
 16  14      -7.46     177.74
 16  15     111.08     -67.86
 16  16     -84.52     -22.76
 17   0    -280.47       0.00
 17   1     -11.41      -7.72
 17   2     -16.18     -14.83
 17   3     -29.29      -1.70
 17   4       5.11      -4.48
 17   5     -34.20       5.09
 17   6     -34.56       2.86
 17   7     -15.68     -14.79
 17   8      12.69      -1.18
 17   9      17.74      -5.37
 17  10     -50.43      -8.40
 17  11      21.92      -2.42
 17  12     -11.20     -68.73
 17  13     -48.99      61.46
 17  14     -15.74      25.65
 17  15     -38.76      64.77
 17  16     -45.51     100.92
 17  17     -26.73      47.12
 18   0      62.35       0.00
 18   1     -14.79     -35.25
 18   2     -16.55      15.58
 18   3      30.38     -19.65
 18   4      19.20     -13.81
 18   5       0.68      36.02
 18   6      53.13      10.67
 18   7      -2.73       1.83
