Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1861:180
Coefficients for 360 degrees 
  Beginning: CT1860:000  1992:10:03_22h:03m:46s. 
  Centered:  CT1861:180  1992:10:17_13h:21m:58s. 
  End time:  CT1861:005  1992:10:30_19h:34m:39s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      -9.19       0.00
  1   0     192.99       0.00
  1   1      36.64      26.43
  2   0     -67.62       0.00
  2   1     -37.32     -50.73
  2   2      -6.93       1.81
  3   0     254.12       0.00
  3   1      -5.16      -5.84
  3   2     -24.88      20.69
  3   3     -78.11     -76.83
  4   0      44.17       0.00
  4   1     -10.75      52.14
  4   2      43.10      37.94
  4   3     -12.88      -2.34
  4   4      22.66      11.54
  5   0     119.32       0.00
  5   1      -6.87     -94.25
  5   2       9.08     -10.61
  5   3      11.60      29.98
  5   4      27.11      83.01
  5   5     -97.95     143.06
  6   0       7.24       0.00
  6   1      37.97      98.28
  6   2     -82.18     -53.44
  6   3      14.76      17.56
  6   4     -69.39     -26.46
  6   5      86.57      43.53
  6   6     160.23    -138.46
  7   0      29.98       0.00
  7   1     -22.41     -45.59
  7   2     -46.66      12.39
  7   3      40.53     -27.26
  7   4     -64.33     -70.41
  7   5      19.86      -3.08
  7   6      85.04     131.23
  7   7     135.04      -7.13
  8   0       7.82       0.00
  8   1     -55.32      46.60
  8   2       3.94     -31.98
  8   3     -22.13     -59.14
  8   4      75.80      45.02
  8   5     -31.84      -8.72
  8   6      -8.81     -29.11
  8   7      28.85    -134.26
  8   8    -131.13     -15.97
  9   0     -95.99       0.00
  9   1     -38.82     -34.70
  9   2      33.25      30.63
  9   3     -60.01      18.10
  9   4      40.12      29.39
  9   5      49.70     -40.89
  9   6     -70.45    -103.11
  9   7     -90.12     -33.35
  9   8      31.40      59.08
  9   9     -50.86      64.14
 10   0      -5.62       0.00
 10   1      -6.79      32.99
 10   2     -78.21       5.90
 10   3      -5.84     -24.69
 10   4     -69.02     -23.00
 10   5     -22.80     -40.23
 10   6     -36.21      50.80
 10   7     -41.88       1.11
 10   8      10.35      -1.48
 10   9     197.41      14.09
 10  10      26.90     -40.57
 11   0    -191.74       0.00
 11   1     -13.81     -22.81
 11   2     -30.28      31.81
 11   3      30.98      23.24
 11   4      16.20      -7.50
 11   5     -62.07      36.88
 11   6      26.57      13.55
 11   7      33.20      52.81
 11   8      41.27      48.11
 11   9      20.12      55.07
 11  10     131.94      24.23
 11  11      -1.44    -107.92
 12   0       7.02       0.00
 12   1       3.10      62.09
 12   2       9.30     -26.76
 12   3     -44.17       5.83
 12   4      75.94      23.11
 12   5      42.96      42.41
 12   6      33.79     -29.58
 12   7      25.76      69.58
 12   8      17.58      14.87
 12   9    -141.69      16.37
 12  10     -92.29     -83.46
 12  11    -117.73     -32.54
 12  12      -2.28     -16.41
 13   0    -264.28       0.00
 13   1       7.50     -30.10
 13   2      10.04      23.61
 13   3       0.77      -1.25
 13   4     -33.41     -20.55
 13   5      76.81      -1.25
 13   6      11.22      27.91
 13   7     -12.77     -34.16
 13   8     -60.18    -107.15
 13   9      -9.94     -56.62
 13  10     -56.90     -69.59
 13  11      65.22       2.74
 13  12      76.64    -150.42
 13  13     -83.15      73.21
 14   0      23.30       0.00
 14   1       1.75     -51.58
 14   2     -60.18     -10.24
 14   3      30.72     -93.34
 14   4     -28.74     -10.99
 14   5     -76.46     -47.94
 14   6     -45.84       6.97
 14   7      15.99    -108.98
 14   8      -5.67       0.01
 14   9      56.24     -47.76
 14  10      45.35     107.29
 14  11      56.40      61.51
 14  12     -45.73     158.05
 14  13      22.50      76.09
 14  14    -184.48    -218.44
 15   0    -336.49       0.00
 15   1       6.75      10.77
 15   2     -13.84      13.38
 15   3     -11.79      18.88
 15   4      37.36      -3.19
 15   5       2.27       3.81
 15   6     -31.84     -70.31
 15   7     -14.37      -0.47
 15   8      20.77      66.31
 15   9      -3.52      62.28
 15  10      10.68      85.78
 15  11     -51.59      36.29
 15  12     -71.52      81.25
 15  13       1.52    -103.83
 15  14     -86.80      76.69
 15  15     185.60     -78.75
 16   0      10.79       0.00
 16   1       3.24      28.12
 16   2     -33.21     -33.48
 16   3     -62.79      20.62
 16   4      -1.65       1.30
 16   5      38.04      12.46
 16   6      14.24       6.60
 16   7     -47.52      84.47
 16   8       9.59      12.12
 16   9      -2.52      73.19
 16  10     -14.42     -68.83
 16  11     -19.28     -11.21
 16  12      67.56     -99.85
 16  13       7.67     -11.57
 16  14      24.49     -24.81
 16  15     -90.53     163.13
 16  16     -75.76     197.54
 17   0    -319.92       0.00
 17   1       8.02      44.20
 17   2      -5.10      16.91
 17   3      18.60      21.64
 17   4     -13.32     -28.77
 17   5     -14.95      13.97
 17   6      26.79      46.48
 17   7       3.00      -0.93
 17   8       1.00     -30.00
 17   9      -9.29     -34.12
 17  10      21.32     -74.10
 17  11      42.74     -23.86
 17  12      62.30     -63.84
 17  13      -7.90      46.74
 17  14      73.71      -0.08
 17  15     -61.56     -25.97
 17  16     -12.61     112.75
 17  17    -253.35     -59.86
 18   0      30.37       0.00
 18   1       9.66     -96.22
 18   2      -1.86       2.82
 18   3      -0.00     -82.82
 18   4      52.00       4.79
 18   5     -46.45     -22.78
 18   6     -14.74      -9.25
 18   7      28.40     -93.78
 18   8      29.84       0.96
 18   9      12.45     -69.58
 18  10       8.94      10.69
 18  11      11.92     -27.18
 18  12     -40.49      40.79
 18  13      23.28       6.56
 18  14      12.91      73.80
 18  15      50.88      -9.58
 18  16      23.10     -42.21
 18  17      97.93     -32.53
 18  18     115.25    -108.63
 19   0    -256.00       0.00
 19   1      25.33      56.62
 19   2       0.25       8.86
 19   3     -18.61       7.01
 19   4      13.70      -9.16
 19   5      70.87       3.95
 19   6     -11.46     -41.98
 19   7      -8.51     -16.76
 19   8       3.21      28.11
 19   9      -7.50      -3.00
 19  10     -21.04      61.69
 19  11     -17.77       0.22
 19  12     -46.03      39.21
 19  13      -1.58     -14.68
 19  14     -78.26     -28.76
 19  15      14.28      18.63
 19  16     -27.71     -23.25
 19  17       5.10       5.07
 19  18     123.30      61.23
 19  19      42.32      69.16
 20   0       6.60       0.00
