Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1799:180
Coefficients for 360 degrees 
  Beginning: CT1798:000  1988:02:16_20h:28m:34s. 
  Centered:  CT1799:180  1988:03:01_11h:46m:45s. 
  End time:  CT1799:005  1988:03:14_17h:59m:26s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      12.19       0.00
  1   0    -144.37       0.00
  1   1      10.56      17.20
  2   0      24.29       0.00
  2   1      19.87     -17.05
  2   2     -82.81      28.54
  3   0    -205.19       0.00
  3   1     -48.68      15.63
  3   2     -34.39    -100.32
  3   3      55.78      -3.21
  4   0      60.96       0.00
  4   1     -48.42     -63.37
  4   2     -57.53      95.58
  4   3    -121.16     -26.81
  4   4     -82.05      99.74
  5   0    -260.62       0.00
  5   1     -30.07     -65.50
  5   2      66.98     -33.83
  5   3      93.87      42.66
  5   4       3.00       8.91
  5   5     -24.96      39.06
  6   0     127.05       0.00
  6   1     -11.09    -100.98
  6   2      70.93      18.67
  6   3      -8.48       2.62
  6   4     -69.82     100.60
  6   5      64.19      24.68
  6   6      43.69     112.20
  7   0     -16.66       0.00
  7   1      -5.02     -98.61
  7   2       6.55      18.84
  7   3      -9.01       6.19
  7   4      49.39    -163.36
  7   5      37.16      96.21
  7   6      30.90     126.86
  7   7      17.94      69.28
  8   0     -40.90       0.00
  8   1     -72.15      24.32
  8   2      28.66     -58.76
  8   3      78.88     -55.72
  8   4      79.59     -58.21
  8   5     -22.05     -71.40
  8   6      24.38      86.84
  8   7      82.00    -154.03
  8   8     105.79      -7.96
  9   0     155.14       0.00
  9   1     -25.31     -43.33
  9   2       8.00     -24.73
  9   3      -6.37     -51.30
  9   4     -95.77      69.32
  9   5      66.93      -6.88
  9   6     -40.66     -23.06
  9   7      45.03     113.46
  9   8     168.40    -127.99
  9   9       3.64      -9.98
 10   0     -85.41       0.00
 10   1     -28.84     -59.84
 10   2      59.76     -31.06
 10   3     -72.37      15.83
 10   4     -18.72      -7.34
 10   5     -95.69     -48.51
 10   6     -47.66     -49.62
 10   7     -45.39    -102.23
 10   8      86.99      60.55
 10   9      45.13    -136.78
 10  10     -36.92    -107.66
 11   0     144.40       0.00
 11   1      44.03     -25.54
 11   2      60.41      38.09
 11   3      49.04     -13.37
 11   4     -39.00      79.65
 11   5     -45.05     -52.21
 11   6      37.80     -59.23
 11   7      -4.88      53.67
 11   8     -16.96    -109.17
 11   9     -28.41      32.96
 11  10     -24.34    -143.69
 11  11      -4.93      -1.84
 12   0     -16.33       0.00
 12   1     -20.05     -39.21
 12   2       2.14      -7.58
 12   3      32.33     -12.37
 12   4     -11.16       1.52
 12   5      49.56     118.44
 12   6      13.49      20.14
 12   7     -38.57      15.01
 12   8     -36.89     109.09
 12   9      33.59     -59.05
 12  10     -63.16     -96.03
 12  11    -107.85    -105.79
