Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT2141:180
Coefficients for 360 degrees 
  Beginning: CT2140:000  2013:08:31_23h:48m:36s. 
  Centered:  CT2141:180  2013:09:14_15h:06m:47s. 
  End time:  CT2141:005  2013:09:27_21h:19m:28s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0       0.43       0.00
  1   0      14.12       0.00
  1   1      10.99      -3.25
  2   0      -5.61       0.00
  2   1      14.54       6.44
  2   2       5.02     -30.92
  3   0      28.52       0.00
  3   1      35.62     -28.91
  3   2      27.88     -30.18
  3   3     -59.94      54.09
  4   0      25.44       0.00
  4   1     -26.33      -8.14
  4   2     -15.71      -8.75
  4   3     -87.68     -45.86
  4   4      12.34     -17.15
  5   0     -41.89       0.00
  5   1     -66.46     -32.57
  5   2     -46.89      91.30
  5   3      38.71      18.10
  5   4     -39.56     -42.56
  5   5    -112.99      69.00
  6   0      29.68       0.00
  6   1     -20.75      33.60
  6   2      38.38      42.30
  6   3      40.12      94.73
  6   4     -28.98      -6.64
  6   5      85.08      58.09
  6   6      54.81     176.82
  7   0      58.22       0.00
  7   1      19.80     -25.27
  7   2      40.42     -74.96
  7   3       0.45     -53.00
  7   4      20.24      20.38
  7   5      19.87     -31.87
  7   6       4.44      25.27
  7   7     -58.42     134.13
  8   0     -50.08       0.00
  8   1      -0.93      22.61
  8   2      34.95     -65.03
  8   3      32.48     -65.92
  8   4      30.82      50.36
  8   5     -47.16       8.46
  8   6     -26.72      54.50
  8   7      65.19     168.29
  8   8     -83.12     220.61
  9   0     -53.86       0.00
  9   1      -8.24      22.83
  9   2     -21.60      54.33
  9   3     -60.78      57.00
  9   4       2.27      13.34
  9   5      38.31     -11.01
  9   6       6.95     -71.06
  9   7      57.23      24.37
  9   8      -6.12     174.52
  9   9     -19.91      74.78
 10   0      42.18       0.00
 10   1      -0.04      27.29
 10   2     -48.81      13.87
 10   3     -35.90     -45.56
 10   4      11.41     -84.76
 10   5       8.48     -17.25
 10   6      11.28     -79.96
 10   7     -46.51    -121.04
 10   8     -90.32      -2.10
 10   9      49.49     175.77
 10  10     -28.13      91.69
 11   0      21.79       0.00
 11   1       6.11     -48.38
 11   2     -25.47      22.82
 11   3      31.49      41.11
 11   4      13.07       6.29
 11   5     -58.65      27.33
 11   6     -13.22      58.15
 11   7      10.56    -102.11
 11   8      73.31     -99.88
 11   9      19.30     107.72
 11  10      33.02      20.29
 11  11      11.74     -54.22
 12   0     -48.36       0.00
 12   1       0.82     -10.10
 12   2      75.70      16.29
 12   3      31.24      30.64
 12   4     -68.54      -9.34
 12   5      -4.92     -26.78
 12   6      18.97      64.97
 12   7      25.68      52.72
 12   8      82.74     -72.88
 12   9     -34.49    -219.31
 12  10      16.93     -22.16
 12  11     -28.42     124.75
 12  12      24.36      14.19
 13   0     -27.19       0.00
 13   1     -12.44      16.92
 13   2      23.58     -34.56
 13   3     -52.29      11.89
 13   4      26.82      77.41
 13   5      62.15     -22.78
 13   6       4.30     -20.55
 13   7     -71.65      69.41
 13   8     -45.43      -7.31
 13   9       9.83     -53.37
 13  10     -12.78     -13.91
 13  11      23.59      18.94
 13  12     -71.95    -117.75
 13  13      15.79    -116.43
 14   0       6.31       0.00
 14   1     -22.42      20.14
 14   2     -17.24     -29.21
 14   3      37.60     -68.83
 14   4      30.11     -36.09
 14   5      -8.64      33.96
 14   6     -32.01     -53.67
 14   7     -22.09       8.74
 14   8     -36.14     104.49
 14   9      -8.10      85.17
 14  10      29.56     -15.36
 14  11      43.35     -54.84
 14  12      -1.91      89.86
 14  13     -28.07     -72.23
 14  14       4.63    -133.98
 15   0     -15.94       0.00
 15   1      -1.06      -5.79
 15   2     -34.38      69.46
 15   3      -0.55      28.08
 15   4     -10.33     -34.83
 15   5     -26.58      28.31
 15   6      24.66      29.40
 15   7      45.24     -22.41
 15   8     -13.53      12.14
 15   9     -23.07       6.35
 15  10     -26.34       0.69
 15  11     -32.03     -28.82
 15  12      22.26      17.80
