Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT2099:180
Coefficients for 360 degrees 
  Beginning: CT2098:000  2010:07:13_10h:20m:53s. 
  Centered:  CT2099:180  2010:07:27_01h:39m:04s. 
  End time:  CT2099:005  2010:08:09_07h:51m:45s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      -3.05       0.00
  1   0     -59.89       0.00
  1   1      26.52      -9.03
  2   0      -5.41       0.00
  2   1      10.90     -11.67
  2   2     -11.85      -0.45
  3   0     -93.42       0.00
  3   1       9.02     -24.02
  3   2     -13.01      -4.24
  3   3       7.89       9.90
  4   0     -29.87       0.00
  4   1      -7.14     -17.72
  4   2     -16.96     -23.23
  4   3     -72.45      18.37
  4   4     -75.54       8.23
  5   0    -101.94       0.00
  5   1     -38.58     -56.20
  5   2      14.48      28.50
  5   3      40.08      -8.43
  5   4     -30.06     -23.64
  5   5       8.62       9.09
  6   0     -11.32       0.00
  6   1     -47.01      25.43
  6   2      41.04       2.58
  6   3      52.37      -7.21
  6   4      -7.74      -2.59
  6   5     -36.39     -25.18
  6   6      -6.66      37.56
  7   0      18.58       0.00
  7   1       0.95     -11.64
  7   2      -0.48     -13.66
  7   3     -33.93     -13.51
  7   4      70.74      11.32
  7   5      25.53     -17.35
  7   6       7.16     109.90
  7   7      31.37     133.15
  8   0       1.31       0.00
  8   1      12.13      16.46
  8   2       6.50      -2.64
  8   3     -20.04      15.62
  8   4      60.20       4.51
  8   5      28.47      10.94
  8   6     -17.64      11.55
  8   7     -18.49      38.96
  8   8      -1.73      42.57
  9   0      24.78       0.00
  9   1     -15.63      -7.96
  9   2      28.92       4.54
  9   3     -34.94      26.09
  9   4     -59.37      12.10
  9   5     -20.19     -15.17
  9   6     -16.13     -34.79
  9   7      -5.03      93.59
  9   8      45.01     121.50
  9   9      56.39      75.93
 10   0       5.60       0.00
 10   1     -17.73      -2.19
 10   2       1.32     -47.53
 10   3     -24.61       1.20
 10   4     -42.96       7.39
 10   5     -11.83      -1.95
 10   6       6.59     -39.41
 10   7     -42.44     -31.51
 10   8     -16.07      -8.26
 10   9      44.56     -25.39
 10  10      43.93     -28.15
 11   0      81.67       0.00
 11   1       4.41     -35.20
 11   2      -4.82      15.31
 11   3      40.77      29.71
 11   4      -9.08     -47.10
 11   5      -7.71      10.99
 11   6      28.31     -33.08
 11   7     -23.52    -107.67
 11   8      -2.12       0.25
 11   9      86.85      93.21
 11  10      90.43     -22.30
 11  11      96.61      -4.27
 12   0      36.77       0.00
 12   1      -7.88      17.99
 12   2       1.49      38.16
 12   3      21.93     -19.62
 12   4       0.67     -10.99
 12   5       1.18       0.22
 12   6      11.58      35.00
 12   7      18.28      23.72
 12   8      18.25     -13.61
 12   9      30.42      -5.70
 12  10      68.78     -47.58
 12  11     149.34    -110.39
 12  12      72.01      -7.47
 13   0     121.79       0.00
 13   1     -11.07       2.89
 13   2     -18.28      -3.22
 13   3     -42.54      -9.36
 13   4      11.89       8.80
 13   5       3.50     -15.69
 13   6      12.86      30.42
 13   7      26.53      39.50
 13   8      -8.94     -20.59
 13   9     -18.23     -46.26
 13  10       6.27      50.23
 13  11      57.48     -28.55
 13  12      24.03      -4.53
 13  13     -38.47      24.74
 14   0      16.07       0.00
 14   1       1.92     -18.09
 14   2      19.98     -38.28
 14   3     -12.95       2.83
 14   4      17.72      28.00
 14   5      -0.07       3.85
 14   6      -4.44     -20.39
 14   7     -14.32      10.36
 14   8      11.60      42.35
 14   9     -17.53      -5.91
 14  10     -41.48      -3.77
 14  11     -27.12     -41.30
 14  12      62.46     -53.59
 14  13      64.13     -35.57
 14  14     -11.51     -65.31
 15   0     120.89       0.00
 15   1       0.06       0.43
 15   2      44.72       2.59
 15   3      -2.40      11.77
 15   4     -19.68     -11.03
 15   5      -3.13       8.77
 15   6     -20.85     -10.06
 15   7     -20.71     -25.68
 15   8       5.20      -5.04
 15   9     -13.46     -14.16
 15  10     -32.54      -7.55
 15  11     -73.92     -21.61
 15  12     -50.08       1.06
 15  13     -90.57      21.36
 15  14    -156.12     -47.95
 15  15     -44.25     -44.37
 16   0      27.18       0.00
 16   1      -0.44       7.28
 16   2       4.43     -12.98
 16   3      17.68     -11.45
 16   4      15.42      -0.89
 16   5      -2.66      -3.50
 16   6      12.90       0.66
 16   7      -7.70     -20.01
 16   8      -8.32     -18.94
 16   9      -0.20     -12.52
 16  10      -2.10      10.82
 16  11     -29.80      32.75
 16  12     -24.26     -31.69
 16  13      30.06     -18.34
 16  14     -13.98     -70.91
 16  15      73.00    -129.84
 16  16      40.10      -8.00
 17   0     146.98       0.00
 17   1      15.40      11.51
 17   2     -19.25       6.69
 17   3      -2.98      32.88
 17   4       4.74     -12.53
 17   5      -1.60      -8.49
 17   6      26.48      12.07
 17   7       6.62       9.91
 17   8      -6.17      -1.10
 17   9       1.53      -1.46
 17  10      12.51     -35.29
 17  11      39.37      21.19
 17  12       1.76      15.47
 17  13     -26.62     -16.85
 17  14    -101.14      34.40
 17  15     -93.71     -30.29
 17  16     -31.75     -30.77
 17  17     -37.23      27.66
 18   0      23.18       0.00
 18   1      23.08     -15.57
 18   2       4.48      15.71
 18   3     -27.85      -1.01
 18   4      -4.50       6.34
 18   5       6.30       2.36
 18   6       4.51      -9.02
 18   7      -1.43      14.07
 18   8       2.52      -9.89
 18   9      11.46       8.85
 18  10       8.06      -4.61
 18  11      32.90      14.57
 18  12      22.93      35.50
 18  13       1.05       7.58
 18  14      16.77      40.98
 18  15      26.85       4.79
 18  16      44.49      13.41
 18  17      20.79      62.99
 18  18     -53.95      47.50
 19   0      92.61       0.00
 19   1       7.19      44.28
 19   2      11.42       1.64
 19   3     -23.63       4.95
 19   4     -21.68     -20.28
 19   5      -5.12       1.63
 19   6      -9.58     -21.02
 19   7       6.71       1.77
 19   8       9.59       4.38
 19   9       5.85       6.60
 19  10       1.94      17.21
 19  11      -5.01     -14.37
 19  12      22.03       6.06
