Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT2165:180
Coefficients for 360 degrees 
  Beginning: CT2164:000  2015:06:17_14h:21m:35s. 
  Centered:  CT2165:180  2015:07:01_05h:39m:47s. 
  End time:  CT2165:005  2015:07:14_11h:52m:27s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0     -17.42       0.00
  1   0      94.77       0.00
  1   1      39.18     -16.84
  2   0    -100.41       0.00
  2   1      14.35     -17.30
  2   2    -115.60      32.09
  3   0      84.43       0.00
  3   1     -29.93       5.68
  3   2     -11.88     -21.38
  3   3     -60.58    -161.01
  4   0     -70.11       0.00
  4   1     -59.56      46.90
  4   2      27.17      15.88
  4   3     -29.66     -62.41
  4   4     -72.18     155.73
  5   0      14.11       0.00
  5   1       0.31       0.74
  5   2      17.29      -3.26
  5   3       0.74     133.60
  5   4      98.25     -42.02
  5   5    -105.32     -28.45
  6   0     -29.20       0.00
  6   1      81.46      -0.74
  6   2      84.28     -38.18
  6   3      53.25      69.34
  6   4      20.46      42.56
  6   5     -51.85    -165.17
  6   6      21.68    -104.30
  7   0      21.05       0.00
  7   1      26.28     -23.54
  7   2     -57.55      34.54
  7   3      32.64     -59.63
  7   4    -127.06       4.17
  7   5      11.40      91.24
  7   6     210.23    -106.95
  7   7    -126.03     199.85
  8   0      22.03       0.00
  8   1     -66.35      45.52
  8   2    -138.75      30.01
  8   3     -41.81     -41.48
  8   4      66.02    -136.84
  8   5      83.26     137.87
  8   6       6.54      93.27
  8   7     -54.29      81.76
  8   8     -75.05     -10.91
  9   0     -58.72       0.00
  9   1     -30.26       5.62
  9   2     105.42     -38.11
  9   3     -64.24     -34.99
  9   4      82.96      60.51
  9   5      76.92     -67.28
  9   6    -186.86      77.54
  9   7     -23.03     110.62
  9   8    -105.50    -104.70
  9   9     166.53     301.76
 10   0      30.24       0.00
 10   1       6.02      13.82
 10   2      83.14      -4.52
 10   3     -13.04      16.09
 10   4     -74.24     135.18
 10   5     -63.34     -67.44
 10   6     -19.61       7.59
 10   7      53.39    -113.97
 10   8     -63.84       2.66
 10   9     253.01     -75.72
 10  10     -26.64     195.86
 11   0     -31.44       0.00
 11   1      32.08     -14.28
 11   2     -70.26      18.57
 11   3      45.07      43.03
 11   4     -12.02     -54.94
 11   5    -109.88     -15.57
 11   6      54.91     -26.39
 11   7      75.25    -143.70
 11   8      71.64     -75.83
 11   9      61.48      44.42
 11  10     154.88      16.57
 11  11       1.49    -122.28
 12   0     113.61       0.00
 12   1      37.63      -8.83
 12   2     -70.14      50.11
 12   3      23.50      47.31
 12   4       2.18     -80.77
 12   5      49.44      28.15
 12   6      10.26    -102.03
 12   7     -53.47      72.14
 12   8     131.41      21.37
 12   9     -75.71    -110.67
 12  10     -17.64     153.51
 12  11     118.70    -292.01
 12  12      67.73       4.53
 13   0    -104.51       0.00
 13   1     -42.36      12.99
 13   2      51.50      29.18
 13   3       9.40     -72.38
 13   4     -55.01      68.54
 13   5      70.03      55.04
 13   6      37.80     -18.05
 13   7     -49.59      95.11
 13   8     -71.31     107.29
 13   9     -71.87    -103.52
 13  10     -54.22     -65.42
 13  11     -63.07      11.94
 13  12     153.61    -148.90
 13  13    -211.69     179.92
 14   0      87.37       0.00
 14   1     -44.04      25.87
 14   2       9.72     -61.99
 14   3     -23.97     -42.61
 14   4      83.41      37.53
 14   5     -28.64      11.52
 14   6     -41.00     135.12
 14   7      57.97     -26.18
 14   8    -107.31      22.50
 14   9     -47.65     116.30
 14  10       2.96    -102.08
 14  11    -114.72      92.00
 14  12      21.15       9.63
 14  13     -71.63     127.87
 14  14    -165.37      65.06
 15   0    -134.76       0.00
 15   1      53.32     -15.65
 15   2       0.76     -44.10
 15   3     -13.01      32.98
 15   4      83.58     -15.88
 15   5     -15.63     -63.28
 15   6     -74.94      60.34
 15   7      17.02     -36.01
 15   8      66.13     -29.57
 15   9      29.29      65.51
 15  10     -32.68      39.09
 15  11       2.62      79.62
 15  12     -40.85     -10.94
