Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1656:180
Coefficients for 360 degrees 
  Beginning: CT1655:000  1977:06:13_11h:47m:01s. 
  Centered:  CT1656:180  1977:06:27_03h:05m:13s. 
  End time:  CT1656:005  1977:07:10_09h:17m:53s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      -4.07       0.00
  1   0     168.57       0.00
  1   1      -2.66     -21.34
  2   0     -11.14       0.00
  2   1     -14.53       0.29
  2   2       7.44     -43.42
  3   0     234.12       0.00
  3   1      -3.87       4.46
  3   2     -51.40      19.73
  3   3      21.17     -10.61
  4   0      -8.53       0.00
  4   1      -1.36       0.30
  4   2      -9.42     -34.37
  4   3      36.26      44.21
  4   4      47.80     -58.82
  5   0     147.25       0.00
  5   1       8.81      86.89
  5   2      -9.32     -37.68
  5   3      40.97     -37.79
  5   4     -31.22      10.75
  5   5       4.47      17.24
  6   0       2.68       0.00
  6   1      16.81     -37.85
  6   2      -0.72      30.59
  6   3      17.41     -30.44
  6   4      78.60      14.66
  6   5     -27.44     118.00
  6   6      10.20     -81.95
  7   0       2.24       0.00
  7   1       4.18      31.65
  7   2      31.51      20.71
  7   3      -7.76       9.39
  7   4      61.14      37.02
  7   5     -28.77      -0.76
  7   6    -103.99     -50.77
  7   7      33.00       9.04
  8   0      -0.24       0.00
  8   1      11.75      -0.02
  8   2       0.35       5.66
  8   3     -20.31       0.35
  8   4      10.26      47.41
  8   5      12.32      -7.54
  8   6     -18.88     -56.30
  8   7      17.98     141.91
  8   8      12.28     -13.11
  9   0     -95.55       0.00
  9   1     -13.01      45.27
  9   2     -28.54      35.53
  9   3     -22.30       2.38
  9   4      17.93     -31.33
  9   5      17.49       7.36
  9   6      13.74      43.69
  9   7      13.82     -33.85
  9   8     -59.12     -41.11
  9   9      46.74     -77.83
 10   0       7.22       0.00
 10   1      -0.51       5.49
 10   2     -10.11      11.70
 10   3     -16.22      21.78
 10   4       7.40     -87.85
 10   5       1.82     -30.17
 10   6     -61.39      55.75
 10   7       0.93      26.21
 10   8      75.96     -44.40
 10   9      -4.58      29.42
 10  10      15.42      90.25
 11   0    -159.99       0.00
 11   1       7.34      43.03
 11   2      -9.26     -29.09
 11   3      47.02     -24.61
 11   4     -46.37     -16.26
 11   5     -13.70      -3.32
 11   6      10.03      -0.79
 11   7     -14.89     -19.41
 11   8      45.80      19.77
 11   9      53.28     -86.32
 11  10      32.66      44.24
 11  11       4.43    -145.80
 12   0      10.67       0.00
 12   1      -4.80     -28.63
 12   2      -7.56      -2.87
 12   3      -9.61      -1.58
 12   4      -6.22      47.02
 12   5      -8.69       2.84
 12   6      48.34       7.29
 12   7      14.47     -76.99
 12   8      16.47     -34.73
 12   9     -69.86      67.70
 12  10      35.59      50.13
 12  11     -91.64     -58.82
 12  12      35.20      51.55
 13   0    -257.65       0.00
 13   1      12.08      -4.48
 13   2       7.15      21.59
 13   3       2.59     -12.26
 13   4      25.64       0.19
 13   5     -11.81     -24.44
 13   6     -20.64       1.70
 13   7      23.78      11.34
 13   8      20.47      37.27
 13   9     -20.52      53.50
 13  10      -1.19     -33.65
 13  11      42.06    -161.70
 13  12     159.08      63.76
 13  13     -18.70      -0.51
 14   0       0.02       0.00
 14   1      17.33      12.03
 14   2      -3.94      28.52
 14   3      -2.97      -5.87
 14   4      24.54      29.94
 14   5       1.98      -4.07
 14   6      27.58       7.48
 14   7      25.82      45.94
 14   8     -37.61      39.73
 14   9      26.54     -51.26
 14  10      12.40     -68.21
 14  11      -3.10     -12.02
 14  12      -8.88      40.92
 14  13    -190.06      60.75
 14  14      -8.99     -78.38
 15   0    -309.39       0.00
 15   1     -20.97      -3.06
 15   2      -6.65      14.89
 15   3      17.52      -2.43
 15   4     -11.58      20.37
 15   5      17.92       6.59
 15   6      48.70       9.27
 15   7     -15.55      10.27
 15   8     -35.42     -68.95
 15   9      -0.06     -23.28
 15  10     -17.97      22.55
 15  11      11.79      96.10
 15  12     -10.98      37.76
 15  13      -6.74     -43.00
 15  14     117.25     -13.67
 15  15      41.45     110.74
 16   0      22.11       0.00
 16   1     -14.57       7.79
 16   2      -0.43       3.87
 16   3     -20.76       7.55
 16   4      -0.52     -10.68
 16   5       1.33      22.40
 16   6     -40.92     -17.48
 16   7      -6.16       1.30
 16   8      -0.71     -28.02
 16   9      10.47      35.95
 16  10       3.43      44.06
 16  11      30.76      11.04
 16  12     -46.19     -47.80
 16  13      -5.41       1.12
 16  14       1.20     -94.23
 16  15     -38.61     103.44
 16  16     -76.12     -91.76
 17   0    -303.65       0.00
 17   1      12.42     -29.21
 17   2      -1.96      -5.76
 17   3       6.65     -11.08
 17   4     -19.85     -21.40
 17   5     -12.06      -4.35
 17   6     -44.09     -14.08
 17   7       3.44      -8.74
 17   8       0.01      18.55
 17   9       0.33      24.69
 17  10      32.46      -7.07
 17  11     -34.60      -1.58
 17  12     -31.07     -42.23
 17  13      26.69     -29.11
 17  14       6.96      70.47
 17  15      62.13      87.17
 17  16     -75.88      38.80
 17  17      66.60      23.45
 18   0      13.95       0.00
 18   1      -8.06       0.39
 18   2      -8.44      -6.75
 18   3     -22.70       9.87
 18   4     -13.77      20.99
 18   5     -16.56     -10.48
 18   6      35.46       3.26
 18   7       6.98      -8.54
 18   8     -14.65     -23.23
 18   9     -11.01      11.56
 18  10       4.67     -18.76
 18  11     -26.43       7.48
 18  12      34.23     -17.08
 18  13      53.22      14.65
 18  14       2.96      19.92
 18  15     -50.95       1.70
 18  16     -80.53    -101.82
 18  17     110.06     -20.33
 18  18     -55.31      16.04
 19   0    -235.07       0.00
 19   1      -2.21     -65.25
 19   2      -9.61       6.08
 19   3      18.78     -19.75
 19   4       1.87     -10.54
 19   5      -1.27       0.45
 19   6       1.71      -3.08
 19   7     -15.22     -18.43
 19   8      -4.26      18.62
 19   9      11.03      13.44
 19  10      -3.68     -17.92
 19  11      20.42     -26.87
 19  12      25.13      -4.01
 19  13     -25.25      37.82
 19  14     -43.07       6.82
 19  15      -0.62     -82.59
 19  16      31.88      63.98
 19  17      72.13      27.12
 19  18    -138.41     123.81
 19  19       0.54     -66.61
 20   0       1.39       0.00
 20   1      -2.38      25.48
 20   2       3.40       8.99
 20   3      -4.61      -3.44
 20   4      17.66      15.86
 20   5       3.62       6.13
 20   6     -10.37     -12.04
 20   7      -8.88       6.19
 20   8      25.04      23.71
 20   9      -0.26     -23.31
 20  10      15.40       2.73
 20  11      21.17     -11.68
 20  12     -39.18       5.67
 20  13     -28.29      14.12
 20  14       5.26     -32.50
 20  15      14.72     -15.56
 20  16      73.34      40.80
 20  17     -19.33     -19.19
 20  18     -80.36     -43.13
 20  19      53.51    -101.03
 20  20      12.99      41.28
 21   0     -74.17       0.00
 21   1      -5.81     -72.43
 21   2       7.40      -4.26
 21   3      18.71      -6.66
 21   4     -20.64       9.93
 21   5       2.23     -14.84
 21   6      10.86     -14.86
 21   7      -7.64      18.47
 21   8      12.82     -15.76
 21   9      11.18     -15.32
 21  10       0.03      22.29
 21  11     -23.15       7.72
 21  12     -33.04      12.86
 21  13      31.06     -12.61
 21  14      12.26     -24.03
 21  15      13.15      20.66
 21  16     -12.44     -12.59
 21  17     -40.65     -23.74
 21  18     -21.54      58.91
 21  19      -4.66     -55.62
 21  20      -7.00     100.67
 21  21     -56.83     -37.27
 22   0       2.17       0.00
 22   1     -14.01      17.99
 22   2       2.68     -11.56
 22   3     -14.81       4.97
 22   4      -0.61      20.84
 22   5      -7.45       6.31
 22   6      11.09      -7.78
 22   7       3.92      -3.10
 22   8       1.93     -19.58
 22   9     -13.80      24.99
 22  10      -9.93      10.75
 22  11      -3.71     -18.96
 22  12      13.43      13.08
 22  13      16.14     -23.00
 22  14     -21.63      10.46
 22  15      14.57      16.89
 22  16     -19.69      -1.94
 22  17     -20.15       0.85
 22  18      21.70     -35.51
 22  19      31.61       3.37
 22  20      21.82       5.87
 22  21     -48.66     -38.93
 22  22      58.29     -21.18
 23   0     158.62       0.00
 23   1       2.25     -74.75
 23   2       0.33      -5.70
 23   3       1.84      -7.98
 23   4      -7.39     -17.15
 23   5       0.03      -2.29
 23   6     -15.78      -0.23
 23   7      -9.28     -14.58
 23   8      -2.02      11.79
 23   9      -3.88      18.35
 23  10       2.43     -19.68
 23  11       6.42       9.46
 23  12      20.54       3.79
 23  13     -22.14      -7.73
 23  14      -2.00      24.58
 23  15      -0.03      -6.47
 23  16     -21.42      -7.91
 23  17       9.60     -11.13
 23  18      26.43     -41.96
 23  19      -4.11      40.44
 23  20     -61.83      40.56
 23  21     -93.47     -45.02
 23  22      78.91       3.17
 23  23     -46.82      20.39
 24   0     -13.31       0.00
 24   1      -4.76      13.87
 24   2       7.85     -14.50
 24   3      -1.61       2.79
 24   4       3.54      15.61
 24   5     -10.08       6.24
 24   6       8.54      -7.59
 24   7      -6.02      -1.21
 24   8      -1.01       2.87
 24   9       1.13     -17.99
 24  10       4.49      -4.79
 24  11       0.02      27.89
 24  12      -3.43     -16.64
 24  13      -3.93       7.55
 24  14      17.56       3.22
 24  15     -13.86     -27.79
 24  16     -10.61      -7.89
 24  17      17.08      -3.58
 24  18      -9.75      33.25
 24  19     -16.13      48.18
 24  20     -26.67     -61.69
 24  21      37.67      16.72
 24  22      79.19     -40.78
 24  23     -37.49      67.28
 24  24      22.20     -52.22
 25   0     404.83       0.00
 25   1      -3.36     -51.66
 25   2       8.11     -13.90
 25   3       4.80      -2.05
 25   4     -11.35       0.20
 25   5      -2.82      -7.27
 25   6      -1.08     -18.17
 25   7     -11.92      -2.07
 25   8       2.17       1.20
 25   9      11.92      -2.40
 25  10      -4.33      15.08
 25  11       1.98      -8.51
 25  12      -9.28      -7.69
 25  13      -0.06       8.13
 25  14       2.75     -19.31
 25  15     -13.41       1.40
 25  16      33.28      28.09
 25  17      -5.56      -1.43
 25  18     -11.53      16.55
 25  19      -2.71     -36.16
 25  20       0.26     -22.49
 25  21      31.89      16.21
 25  22     -18.63       8.34
 25  23     -76.60       4.11
 25  24      28.55     -67.00
 25  25       6.40      30.94
 26   0     -17.95       0.00
 26   1      -0.86      10.82
 26   2       8.68     -13.83
 26   3       6.31      -2.08
 26   4      11.28      15.47
 26   5      -6.29       6.63
 26   6       6.85     -19.17
 26   7      -5.81       0.19
 26   8      13.56      -1.02
 26   9      -7.11       4.17
 26  10      -5.60      11.98
 26  11       5.07     -19.93
 26  12     -12.42      -1.36
 26  13       6.66       1.33
 26  14       5.63     -12.04
 26  15      11.80      27.36
