Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1868:180
Coefficients for 360 degrees 
  Beginning: CT1867:000  1993:04:12_20h:18m:24s. 
  Centered:  CT1868:180  1993:04:26_11h:36m:35s. 
  End time:  CT1868:005  1993:05:09_17h:49m:16s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0     -13.00       0.00
  1   0     145.26       0.00
  1   1      10.38     -24.15
  2   0     -68.50       0.00
  2   1      25.61      51.29
  2   2      40.43     -92.29
  3   0     217.32       0.00
  3   1       8.66     -20.11
  3   2     -43.16      29.34
  3   3      13.92     -33.01
  4   0     -53.11       0.00
  4   1      13.98      -7.37
  4   2     -15.03      56.87
  4   3     -31.53     -35.22
  4   4     -65.36     -39.69
  5   0      93.33       0.00
  5   1     -36.89      71.60
  5   2      36.61     -25.62
  5   3     -81.43      -9.07
  5   4      75.67     -95.88
  5   5      13.53      21.78
  6   0     -17.50       0.00
  6   1     -17.85     -82.08
  6   2      -4.43     -29.58
  6   3      42.42      27.34
  6   4      60.15      -3.03
  6   5      78.11     -63.25
  6   6      19.28    -120.25
  7   0      47.70       0.00
  7   1      41.26      -4.46
  7   2      -6.75      64.78
  7   3      84.65      61.92
  7   4     -65.43      99.79
  7   5      15.65      23.36
  7   6      -1.53     -41.25
  7   7     -50.18      39.76
  8   0      10.10       0.00
  8   1     -39.15      15.35
  8   2       5.90     -29.88
  8   3     -53.76     -14.64
  8   4     -52.88      -6.17
  8   5     -12.69      25.20
  8   6     -15.42      -5.25
  8   7     -37.76      -7.15
  8   8      35.62    -110.10
  9   0    -133.12       0.00
  9   1      76.86      24.28
  9   2       5.43     -43.23
  9   3     -53.54     -61.77
  9   4      44.11     -66.39
  9   5      -0.36     -66.83
  9   6     -16.31      10.49
  9   7      25.46     -22.66
  9   8      43.49       7.20
  9   9     -49.67     -62.29
 10   0      33.57       0.00
 10   1     -30.71     -19.11
 10   2     -18.70       3.82
 10   3      63.33      38.36
 10   4      18.97       9.57
 10   5     -32.32      13.92
 10   6      25.57      71.04
 10   7      61.21     -11.62
 10   8      43.24      -1.12
 10   9     -22.74    -200.16
 10  10     169.11     137.60
 11   0     -98.31       0.00
 11   1     -26.15      -2.02
 11   2       8.56      68.62
 11   3       1.03      27.18
 11   4      -7.93      21.90
 11   5     -23.87      56.90
 11   6      15.21      35.43
 11   7     -32.56      13.06
 11   8     -29.04     -21.59
 11   9     -27.86      35.14
 11  10     127.51     -78.98
 11  11     -23.56    -216.69
 12   0      57.90       0.00
 12   1     -17.86     -10.44
 12   2      -9.49     -70.88
 12   3     -30.69       9.18
 12   4      16.44      -7.22
 12   5      24.37      -9.49
 12   6     -17.05     -68.84
 12   7     -36.71      29.09
 12   8     -77.12      19.10
 12   9       1.45     119.39
 12  10     -16.02     -87.98
 12  11      23.02      62.67
 12  12     122.40      10.53
 13   0    -243.52       0.00
 13   1       6.73      22.82
 13   2      24.74      28.57
 13   3      -4.44      32.91
 13   4     -27.22      -7.89
 13   5       6.78     -36.76
 13   6      13.34     -28.80
 13   7     -13.85     -10.32
 13   8      12.36      27.47
 13   9      51.80      -5.92
 13  10     -67.42       1.23
 13  11      99.54     -87.89
 13  12     149.48      -2.62
 13  13      17.06     -10.60
 14   0      83.77       0.00
 14   1      49.70     -14.42
 14   2      -2.33      11.48
 14   3      38.41     -31.04
 14   4     -13.21     -13.88
 14   5      20.39      10.39
 14   6      26.72      49.45
 14   7      24.50      -1.68
 14   8      54.40       5.70
 14   9     -28.37     -32.36
 14  10     -59.02       2.96
 14  11      -1.15     -21.90
 14  12     -41.94      12.18
 14  13      36.73     -63.68
 14  14      36.32     -31.44
 15   0    -256.31       0.00
 15   1      -2.88      -9.83
 15   2     -16.25     -21.50
 15   3      -7.83     -19.41
 15   4      26.61      17.15
 15   5       1.96       7.12
 15   6     -50.47       7.53
 15   7      -2.81      24.57
 15   8       4.51     -19.28
 15   9     -48.91      -8.10
 15  10      20.44      43.66
 15  11     -68.28     113.90
 15  12     -53.70     -66.69
 15  13      94.18      -4.70
 15  14     153.60     -94.73
 15  15      80.43      40.58
 16   0      89.18       0.00
 16   1     -24.21      25.20
 16   2      -7.35     -24.73
 16   3       0.43      66.45
 16   4      31.69      -9.10
 16   5     -20.05      18.75
 16   6     -22.27     -15.89
 16   7       1.40     -27.39
 16   8     -47.58       0.75
 16   9      64.03       0.27
 16  10      33.72      31.66
 16  11     -25.95     -26.86
 16  12     -18.13       4.33
 16  13      10.00      52.93
 16  14      39.64      25.91
 16  15      42.94      90.27
 16  16      41.37     -44.48
 17   0    -281.69       0.00
 17   1     -19.55     -17.55
 17   2      21.55      49.99
 17   3     -15.78      17.72
 17   4     -41.59      -1.87
 17   5     -10.67      -5.01
 17   6      35.39       4.56
 17   7       3.12     -15.29
 17   8      20.77       1.79
 17   9      27.50      -6.14
 17  10      11.26     -68.26
 17  11      28.35     -63.04
 17  12     -16.17      73.51
 17  13     -66.37     -26.54
 17  14     -39.49      42.55
 17  15      41.36      -7.31
 17  16      41.07      61.57
 17  17      33.24      61.49
 18   0      61.53       0.00
 18   1      22.05      16.52
 18   2      -3.84     -25.12
 18   3      19.39     -15.61
 18   4       1.30      -6.56
 18   5      10.88      18.13
 18   6      13.23      -9.56
 18   7       4.21      27.44
 18   8      -5.15       7.18
 18   9     -50.11       1.80
 18  10       4.79     -11.82
 18  11      22.70      63.95
 18  12      13.66       8.69
 18  13     -67.58     -12.08
 18  14       2.50       0.66
 18  15       6.97     -34.43
 18  16      45.82     -14.19
 18  17      21.31     -33.46
 18  18      32.62       5.09
 19   0    -181.53       0.00
 19   1     -16.82     -22.42
 19   2      -3.70     -12.09
 19   3       1.01       9.81
 19   4      10.58       7.53
 19   5      -7.05     -14.38
 19   6     -36.36     -10.63
 19   7      -0.91       8.06
 19   8     -20.27      -7.04
 19   9      -9.15      13.74
 19  10       5.11      44.23
 19  11       7.11      25.63
 19  12      18.79     -67.54
 19  13      -5.13      24.02
 19  14     -20.39     -35.33
 19  15     -62.15       3.90
 19  16       5.59     -13.08
 19  17      65.05      63.70
 19  18      37.56      62.32
 19  19       1.33      87.97
 20   0      61.76       0.00
 20   1      33.46      32.28
 20   2      -1.78      20.30
 20   3       1.69      13.91
 20   4      11.91      -5.53
 20   5      14.44       3.01
 20   6      -0.79      21.46
 20   7      -0.43     -17.51
 20   8      13.32      -2.03
 20   9      50.66       4.36
 20  10     -20.63      11.95
 20  11     -15.90     -51.42
 20  12      10.57     -17.63
 20  13      60.72     -12.10
 20  14     -20.86     -12.99
 20  15     -22.11      32.46
 20  16      -8.28      22.77
 20  17      65.69      19.45
 20  18      65.71      30.81
 20  19     147.74     -28.67
 20  20       0.41     -26.07
 21   0     -79.75       0.00
 21   1     -41.17     -25.70
 21   2      -3.05      -3.85
 21   3     -14.90       7.17
 21   4      -8.36       1.39
 21   5      -0.68       8.63
 21   6       3.48      11.74
 21   7      -0.88      -2.95
 21   8      28.30       5.29
 21   9      -5.89       6.59
 21  10     -11.55     -47.53
 21  11     -14.79       9.94
 21  12      -3.15      43.62
 21  13      43.80       5.43
 21  14      37.43      25.96
 21  15      -0.05       6.00
 21  16     -42.31     -26.79
 21  17     -50.57     -34.39
 21  18      -0.22      51.60
 21  19      11.47      42.76
 21  20     -48.02      99.43
 21  21      75.42      83.63
 22   0     -20.85       0.00
 22   1      24.71      23.66
 22   2      10.18      -0.21
 22   3      21.38      18.82
 22   4      18.33     -24.83
 22   5      -2.86      31.75
 22   6      -5.43     -19.19
 22   7       4.42       5.37
 22   8     -23.53       4.52
 22   9     -21.89     -13.47
 22  10      15.57      10.60
 22  11      -8.49      53.86
 22  12      -6.69      26.43
 22  13     -30.75      10.93
 22  14      19.02      21.19
 22  15       4.76     -29.99
 22  16     -19.83     -12.36
 22  17     -24.69      -2.06
 22  18      -4.36      -0.86
 22  19      12.68      -2.18
 22  20      59.38      19.57
 22  21     106.94     113.92
 22  22     -57.45       7.13
 23   0     142.81       0.00
 23   1     -26.88     -31.61
 23   2      -7.54     -14.55
 23   3      -4.07       4.80
 23   4     -23.21      13.98
 23   5      -6.70     -19.61
 23   6     -16.92     -10.38
 23   7      11.01       2.02
 23   8     -22.76      -5.77
 23   9      11.53     -11.23
 23  10      23.70       4.42
 23  11      19.44     -18.13
 23  12     -30.65     -31.35
 23  13     -32.96      -9.68
 23  14      -9.86     -18.83
 23  15      23.18       0.71
 23  16      32.21      11.89
 23  17      -1.10      -0.50
 23  18     -23.20     -40.35
 23  19      16.70     -21.45
 23  20      39.99      41.88
 23  21      29.34      72.33
