Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT1721:180
Coefficients for 360 degrees 
  Beginning: CT1720:000  1982:04:21_09h:11m:21s. 
  Centered:  CT1721:180  1982:05:05_00h:29m:33s. 
  End time:  CT1721:005  1982:05:18_06h:42m:14s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0     -10.24       0.00
  1   0    -155.39       0.00
  1   1     -42.80     137.62
  2   0     -20.01       0.00
  2   1      89.83       6.63
  2   2      96.11      47.92
  3   0     -71.83       0.00
  3   1     -19.49     -87.48
  3   2      45.25     -49.05
  3   3     -27.21     -90.43
  4   0     -67.07       0.00
  4   1     -66.33     -24.08
  4   2      25.66      22.39
  4   3      52.70       5.17
  4   4    -187.24       9.42
  5   0     -46.68       0.00
  5   1     111.69     -48.34
  5   2    -134.61      52.53
  5   3      82.39     -32.74
  5   4    -147.51     -84.79
  5   5    -155.73    -101.74
  6   0     122.03       0.00
  6   1       6.56     -73.89
  6   2     -75.93     -62.57
  6   3     -71.93      47.64
  6   4      19.69    -134.12
  6   5      64.07     -57.93
  6   6    -141.18     390.42
  7   0    -170.34       0.00
  7   1     -33.83     -21.35
  7   2     205.49     -54.47
  7   3     -72.96       2.89
  7   4     202.98     210.43
  7   5      57.19     156.17
  7   6     -52.70      52.71
  7   7     254.77    -173.99
  8   0     -44.23       0.00
  8   1      70.70      -9.88
  8   2      38.42      26.21
  8   3     121.44     -51.68
  8   4      61.61     135.12
  8   5     -33.97      42.51
  8   6     194.73      -2.62
  8   7    -319.12     245.99
  8   8     -53.49      85.73
  9   0     219.06       0.00
  9   1     -60.00     -58.88
  9   2     -99.08     -44.57
  9   3     -47.81      66.62
  9   4    -128.04    -213.68
  9   5      -3.17    -177.65
  9   6      46.51     -76.08
  9   7     -29.06     -70.99
  9   8     171.84    -115.37
  9   9      18.77      33.95
 10   0       1.16       0.00
 10   1      11.45      -9.49
 10   2      76.42       0.38
 10   3    -121.36      35.36
 10   4     -30.57     -54.38
 10   5     -68.50      -0.95
 10   6     -70.90    -197.63
 10   7     181.10    -170.00
 10   8    -154.67     -45.61
