Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT2024:180
Coefficients for 360 degrees 
  Beginning: CT2023:000  2004:12:05_18h:52m:48s. 
  Centered:  CT2024:180  2004:12:19_10h:10m:59s. 
  End time:  CT2024:005  2005:01:01_16h:23m:40s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      -5.71       0.00
  1   0     -95.55       0.00
  1   1      23.03      21.60
  2   0      -8.39       0.00
  2   1      -3.70      47.74
  2   2     106.44      76.22
  3   0    -130.27       0.00
  3   1     -24.73      13.43
  3   2      -9.73     -24.10
  3   3     -49.62      89.16
  4   0     -16.75       0.00
  4   1      46.40      10.99
  4   2     -17.06     -25.19
  4   3       5.80     -28.03
  4   4     -22.83     -56.94
  5   0     -78.37       0.00
  5   1      27.48     -76.02
  5   2     -22.04      24.52
  5   3      47.27      44.96
  5   4      59.69       9.12
  5   5      61.26     -93.65
  6   0     -15.79       0.00
  6   1      55.38       3.20
  6   2     -19.64     -79.06
  6   3      -5.13      10.25
  6   4     -59.76      31.69
  6   5     132.56      92.96
  6   6      40.22     -16.34
  7   0     -56.54       0.00
  7   1     -44.55     -26.06
  7   2       4.99     -59.34
  7   3      20.17     -99.44
  7   4     -29.59     -15.07
  7   5      -7.59     -31.83
  7   6     -99.56      41.69
  7   7      51.95      43.87
  8   0      21.35       0.00
  8   1      36.06      33.10
  8   2      33.19      53.24
  8   3      -9.71       6.01
  8   4      66.81     -19.53
  8   5     -93.43     -86.91
  8   6       6.06      15.56
  8   7     -78.95    -140.59
  8   8    -138.68     141.28
  9   0     112.31       0.00
  9   1     -24.70      -5.29
  9   2     -57.86     -17.40
  9   3     -34.72     101.20
  9   4     -12.47      -4.17
  9   5      -6.94      59.19
  9   6      71.83       0.62
  9   7     -23.25      23.92
  9   8      56.92      56.94
  9   9     -66.16      -7.35
 10   0       5.52       0.00
 10   1      25.43      -9.05
 10   2       9.81     -77.86
 10   3      -7.68      -3.71
 10   4     -35.04       0.19
 10   5      51.70      39.27
 10   6     -31.20       1.48
 10   7      30.77      64.82
 10   8      50.19     -54.40
 10   9     114.70      55.85
 10  10     115.72     124.65
 11   0      72.75       0.00
 11   1      14.23     -24.75
 11   2      -4.27     -30.07
 11   3      38.47     -25.76
 11   4      29.24      12.47
 11   5       4.35       0.99
 11   6     -17.49     -31.05
 11   7     -27.81     -12.42
 11   8      16.41     -45.27
 11   9     -47.82     -90.56
 11  10     -18.92      50.56
 11  11     112.34     -83.91
 12   0      -1.59       0.00
 12   1      31.35      15.01
 12   2       2.71      -0.26
 12   3      11.59      25.81
 12   4      -0.94     -29.45
 12   5     -27.93      48.78
 12   6      23.85       0.56
 12   7     -12.69      30.42
 12   8     -11.67      12.96
 12   9     -61.88     -30.59
 12  10      19.11     -56.75
 12  11     -75.96     -24.50
 12  12     120.95     -52.22
 13   0     158.27       0.00
 13   1      -5.24     -29.03
 13   2     -29.59     -24.92
 13   3      -3.87      20.59
 13   4     -32.68     -53.11
 13   5      14.68      -8.46
 13   6     -18.76      10.84
 13   7      35.90       4.99
 13   8     -28.47      43.21
 13   9      36.97     114.12
 13  10      -3.17     -20.80
 13  11      16.66       3.66
 13  12       9.69      63.19
 13  13      10.20      39.65
 14   0      33.81       0.00
 14   1     -14.28       6.84
 14   2       8.28     -21.53
 14   3     -19.98      -0.33
 14   4      28.53      -7.73
 14   5      12.20     -38.56
 14   6       7.09      20.10
 14   7       8.58     -47.06
 14   8      -6.39     -20.00
 14   9      12.64      23.22
 14  10     -32.42      18.04
 14  11     -36.19      25.31
 14  12      -1.88      48.62
 14  13      -6.97    -151.69
 14  14     -94.02     -17.16
 15   0     163.85       0.00
 15   1     -11.14      35.16
 15   2     -22.97     -37.50
 15   3      -6.37      20.97
 15   4       1.48      -2.12
 15   5     -23.70      38.21
 15   6       0.49      -6.47
 15   7     -41.63      17.78
 15   8      36.12      -2.23
 15   9       7.95     -70.95
 15  10       5.47      20.97
 15  11      -2.30      17.18
 15  12      17.69     -57.49
 15  13     -44.29      92.02
 15  14      70.31     -19.56
 15  15     -12.96    -153.01
 16   0      11.28       0.00
 16   1      -6.76     -17.24
 16   2       6.34     -33.89
 16   3       3.01       2.31
 16   4     -20.16     -14.21
 16   5       3.23      15.59
 16   6     -11.91      17.48
 16   7      -5.15      37.46
 16   8      -3.26      19.36
 16   9     -32.98      -3.19
 16  10      23.33      39.34
 16  11      64.67     -17.12
 16  12     -18.66     -13.09
 16  13      19.83      98.71
 16  14       0.03      -2.61
 16  15     -62.48      57.93
 16  16     -58.46      17.87
 17   0     196.56       0.00
 17   1      22.43       3.16
 17   2      -9.39      -9.80
 17   3      14.06      11.12
 17   4       9.06     -13.44
 17   5      12.91       7.89
 17   6      -4.65       5.79
 17   7      35.43      -3.45
 17   8     -20.32       8.59
 17   9     -28.49      38.21
 17  10       2.48     -18.47
 17  11     -21.93      -0.98
 17  12     -20.78      35.57
 17  13      21.75     -65.31
 17  14     -25.76      55.08
 17  15      16.32       1.89
 17  16     -24.83     -39.39
 17  17    -101.15      13.87
 18   0      27.37       0.00
 18   1     -37.58      -2.15
 18   2       8.80      -1.63
 18   3       0.67      21.87
 18   4       8.18     -27.22
 18   5      -8.04      34.70
 18   6      -7.82      10.71
 18   7     -19.92      14.19
 18   8     -24.34     -20.08
 18   9      17.75      -9.43
 18  10       6.48     -52.72
 18  11     -17.52      -4.04
 18  12       1.91     -27.61
 18  13     -20.57     -22.39
 18  14      28.73     -33.37
 18  15      43.60      -0.70
 18  16      50.80      52.86
 18  17      65.60      -7.57
 18  18      59.53      20.84
 19   0     136.03       0.00
 19   1      10.10      40.02
 19   2     -14.27      -8.13
 19   3       4.26      11.79
 19   4     -22.04     -39.35
 19   5      -4.36      12.39
 19   6     -13.62      -6.35
 19   7     -28.32      -9.67
 19   8       0.07      13.00
 19   9      35.03     -26.86
 19  10      -3.52      26.74
 19  11      22.04      11.36
 19  12       1.52     -20.69
 19  13      -5.47      47.12
 19  14      -9.06     -37.61
 19  15      -8.50      24.86
 19  16     -16.61      18.66
 19  17     -21.23      -8.30
 19  18     -58.41      60.25
 19  19      30.39      50.26
 20   0       0.51       0.00
 20   1     -71.08     -30.66
 20   2       0.29      -0.54
 20   3     -15.41       9.18
 20   4       7.29     -20.37
 20   5      11.55      -7.62
 20   6      18.48      14.70
 20   7      11.38      -7.45
 20   8       0.37      14.68
 20   9     -21.47       9.22
 20  10      -6.80      20.80
 20  11     -15.96      -3.04
 20  12      -0.28      21.10
 20  13      11.99      -6.38
 20  14     -31.88      45.61
 20  15     -31.35     -13.37
 20  16       3.69     -25.92
 20  17     -44.17     -27.55
 20  18      14.87      -4.96
 20  19      -8.27     -33.37
 20  20       9.44      12.95
 21   0      29.79       0.00
 21   1      28.62      48.46
 21   2       7.63      -1.13
 21   3       1.10      30.47
 21   4      -1.28     -21.08
 21   5     -11.36      23.81
 21   6      -9.27       0.85
 21   7      25.89      15.94
 21   8      -0.85       1.30
 21   9      -6.43      24.93
 21  10     -23.29     -33.44
 21  11      -2.75     -12.89
 21  12       4.82     -17.18
 21  13      17.06     -11.74
 21  14      17.56      -2.62
 21  15       7.64     -30.67
 21  16       7.94      -3.34
 21  17      37.23      30.75
 21  18      57.61     -30.67
 21  19     -21.46     -32.47
 21  20      65.62      75.02
 21  21      27.56       4.71
 22   0       3.15       0.00
 22   1     -60.56     -26.29
 22   2      -7.95       7.26
 22   3       6.20      -3.23
 22   4      -3.41     -27.32
 22   5     -10.09      15.25
 22   6     -17.61      13.62
 22   7     -19.23      17.63
 22   8     -17.92      -2.88
 22   9       0.05     -34.35
 22  10       9.72     -31.67
 22  11      25.64     -11.22
 22  12     -16.13      -1.47
 22  13       4.88      22.25
 22  14      17.83     -14.02
 22  15      15.12      16.18
 22  16     -32.48      12.07
 22  17       6.80       4.79
 22  18     -49.14       8.75
 22  19      -6.08      17.47
 22  20      12.04     -32.75
 22  21     -22.87     -29.45
 22  22      18.84      52.14
 23   0     -86.49       0.00
 23   1       8.31      44.62
 23   2      26.37      41.82
 23   3       7.58      -6.18
 23   4      -1.40     -31.40
 23   5      10.02      24.04
 23   6      -5.50       4.98
 23   7     -13.06     -11.82
 23   8      -6.51      15.13
 23   9       4.80     -21.42
 23  10      -2.07       1.37
 23  11      -2.97       3.69
 23  12     -12.77       4.26
 23  13     -21.79      14.84
 23  14     -21.89      23.35
 23  15      -0.54      19.55
 23  16      12.07      -2.08
 23  17     -23.71     -17.32
 23  18      -2.00       3.56
 23  19     -36.92      -7.80
 23  20     -33.85     -19.82
 23  21       4.19      25.57
 23  22      20.84     -50.45
 23  23       8.71     -56.86
 24   0     -19.42       0.00
 24   1     -65.33     -31.74
 24   2      -9.04      35.54
 24   3      -8.05      14.19
 24   4       6.19     -26.97
 24   5      14.32      26.83
 24   6      -0.04      22.73
 24   7       0.54      10.80
 24   8     -13.39       1.79
 24   9       6.59      16.47
 24  10      -5.74     -11.14
 24  11     -17.34       6.10
 24  12      13.88     -10.58
 24  13       1.36     -34.61
 24  14      -1.96      13.63
 24  15      22.59     -17.94
 24  16       9.99      -4.66
 24  17       7.28      20.42
 24  18      44.36      -4.09
 24  19      22.78       2.28
 24  20      18.11      19.64
 24  21     -29.49      14.76
 24  22      -6.16      17.84
 24  23      -3.23      21.18
 24  24      -9.20     -20.78
 25   0    -240.90       0.00
 25   1      19.10      30.98
 25   2      34.39      36.08
 25   3       3.04      10.12
 25   4     -14.85     -28.27
 25   5     -16.74      21.79
 25   6     -18.46      -0.63
 25   7       8.52      -0.85
 25   8      -2.55      -4.72
 25   9       8.14      12.24
 25  10     -21.90      -6.88
 25  11       2.22     -15.45
 25  12       9.12     -10.75
 25  13      16.18       5.69
 25  14      15.36     -21.43
 25  15       1.21     -13.62
 25  16     -10.84       0.04
 25  17       0.72       5.32
 25  18     -28.51      16.39
 25  19      40.65      12.86
 25  20       0.66      13.38
 25  21       1.17      -5.59
 25  22      15.88       5.09
 25  23      -5.14     -12.36
 25  24     -15.77       2.38
 25  25     -22.00       3.38
 26   0     -33.16       0.00
 26   1     -29.57     -18.49
 26   2     -17.64      42.55
 26   3       1.67     -11.16
 26   4       2.68     -22.31
 26   5      -7.32      11.79
 26   6      -0.89      16.50
 26   7     -12.56       5.85
 26   8      -3.67       1.37
 26   9     -14.71     -23.63
 26  10       9.99     -17.00
 26  11      -1.36      -8.54
 26  12     -19.26      21.31
 26  13      -3.19      28.25
 26  14     -11.03       3.94
 26  15      -9.06       6.35
 26  16      11.09      -5.05
 26  17     -26.56     -32.86
 26  18     -10.24      -4.79
 26  19     -11.67     -12.09
 26  20     -20.04       7.05
 26  21      17.28      10.53
 26  22       3.35     -18.79
 26  23      11.66      -1.72
 26  24      -1.63       0.77
 26  25      11.19     -50.55
 26  26       1.26     -24.23
 27   0    -342.49       0.00
 27   1      -6.67       4.17
 27   2      47.81      59.13
 27   3      -2.88     -14.29
 27   4       0.42     -20.05
 27   5       4.34      37.80
 27   6     -13.51       4.70
 27   7       2.95      -1.08
 27   8      -9.04      13.42
 27   9       5.09      -5.58
 27  10      -8.71     -12.68
 27  11       6.66      -3.72
 27  12      -3.59      -3.35
 27  13     -22.36       1.54
 27  14      -5.07      10.71
 27  15       3.22      -5.02
 27  16      -0.85     -17.39
 27  17       7.66       5.71
 27  18      27.60     -17.19
 27  19     -15.96      10.87
 27  20      18.98       4.06
 27  21      18.93      -1.94
 27  22      -6.02      31.21
 27  23       3.65      40.78
 27  24      -3.87       6.77
 27  25     -29.34       0.97
 27  26     -15.21      22.44
 27  27      18.35     -33.27
 28   0     -40.25       0.00
 28   1      15.75       0.52
 28   2     -18.65      47.06
 28   3       4.72      -6.93
 28   4       1.38     -13.60
 28   5       7.14      26.95
 28   6      -8.49      32.80
 28   7     -10.82      16.48
 28   8     -18.90       4.60
 28   9       6.20      -2.99
 28  10      -7.67     -17.64
 28  11       2.87       3.46
 28  12       8.14      -9.39
 28  13       8.33     -25.24
 28  14       8.79       2.74
 28  15      13.04     -12.96
 28  16     -15.47      -3.06
 28  17      15.26       4.59
 28  18       0.60      11.47
 28  19       9.68       4.73
 28  20       7.04       7.09
 28  21       5.64      -3.18
 28  22      -1.13      22.70
 28  23     -16.91      -4.28
 28  24      10.35      -5.24
 28  25       3.13      28.14
 28  26       6.39      17.75
 28  27      -2.67     -15.28
 28  28      -6.23     -10.02
 29   0    -358.16       0.00
 29   1     -13.26     -33.13
 29   2      41.97      45.44
 29   3      -6.06     -22.41
 29   4      -4.58      -5.88
 29   5      -8.02      29.48
 29   6     -21.80       1.62
 29   7       4.57      -7.55
 29   8      -5.57      -1.44
 29   9       2.92       2.08
 29  10     -14.05      -5.92
 29  11      -4.32      -7.24
 29  12      -3.28      -9.33
 29  13       2.23      13.58
 29  14       6.73       2.34
 29  15      -3.33       8.00
 29  16      -0.97      -1.15
 29  17     -17.96      -2.98
 29  18     -21.37       5.92
 29  19       9.88     -13.35
 29  20      -3.88      -5.77
 29  21       1.25      -1.55
 29  22       3.75     -13.01
 29  23     -12.68     -26.06
 29  24      -4.10      -0.29
 29  25      31.71     -14.04
 29  26       4.86      14.45
 29  27      15.01       9.36
 29  28      17.66      17.52
 29  29     -19.35     -11.59
