Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT2148:180
Coefficients for 360 degrees 
  Beginning: CT2147:000  2014:03:10_22h:03m:13s. 
  Centered:  CT2148:180  2014:03:24_13h:21m:25s. 
  End time:  CT2148:005  2014:04:06_19h:34m:06s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0      -2.23       0.00
  1   0      23.99       0.00
  1   1      -4.69      -5.85
  2   0     -51.37       0.00
  2   1     -11.38     -15.64
  2   2     -25.82      13.12
  3   0     -12.24       0.00
  3   1     -23.64       7.03
  3   2      51.75     -39.50
  3   3     144.16      38.83
  4   0      53.31       0.00
  4   1      27.43      44.79
  4   2      -8.45     -26.14
  4   3     -48.61     -33.03
  4   4    -118.55      41.67
  5   0     -18.83       0.00
  5   1      33.32      37.12
  5   2     -56.29      38.07
  5   3     -63.29       4.76
  5   4      50.26     -67.61
  5   5     -65.32     206.27
  6   0     -83.45       0.00
  6   1     -83.94     -17.93
  6   2      18.58      24.72
  6   3      42.89      24.63
  6   4      64.73      37.25
  6   5       8.19      56.35
  6   6      97.45     -28.29
  7   0      54.43       0.00
  7   1      27.30      44.61
  7   2      62.51     -19.10
  7   3      -6.95      -4.01
  7   4     -83.92      -0.87
  7   5     -18.41     -82.93
  7   6      -1.69    -155.24
  7   7    -171.85      27.53
  8   0      80.01       0.00
  8   1      28.75      78.30
  8   2      -5.20     -14.80
  8   3     -24.19     -18.21
  8   4     -12.70      -4.86
  8   5       4.50     -24.33
  8   6     -99.32     -19.15
  8   7      47.20     -20.45
  8   8     171.10      22.25
  9   0     -84.93       0.00
  9   1       7.41     -30.68
  9   2     -17.82      -4.64
  9   3      44.32     -22.87
  9   4      90.19      24.62
  9   5      56.77      10.49
  9   6      11.46     150.08
  9   7     -17.07     -34.93
  9   8    -206.28      39.48
  9   9      84.97     179.31
 10   0     -26.89       0.00
 10   1     -26.03       4.13
 10   2      27.43      -0.67
 10   3     -10.04       5.62
 10   4     -66.60     -58.51
 10   5      -3.76     -40.59
 10   6      70.58      73.05
 10   7     -34.87      62.46
 10   8      59.31      13.22
 10   9      71.50     -96.78
 10  10     -67.14    -111.20
 11   0      82.94       0.00
 11   1     -19.81      51.41
 11   2      -8.92     -17.32
 11   3     -37.32      30.29
 11   4     -57.17      13.81
 11   5     -81.13      41.93
 11   6     -28.69    -107.39
 11   7     132.50      12.50
 11   8      83.56     -90.22
 11   9      98.15     123.49
 11  10      59.49    -122.16
 11  11     -24.86     244.96
 12   0       9.28       0.00
 12   1      -6.95      -4.31
 12   2       4.97      22.25
 12   3       9.71     -26.34
 12   4      69.48      63.40
 12   5      -2.28      75.51
 12   6       4.60     -90.89
 12   7       1.71     -12.90
 12   8     -83.18     -13.38
 12   9    -121.94     -51.29
 12  10      11.22     -71.40
 12  11    -219.92      -9.11
 12  12     151.50    -125.96
 13   0     -72.83       0.00
 13   1      36.52     -10.16
 13   2      30.17       9.80
 13   3      27.49     -46.39
 13   4      19.51     -27.64
 13   5      84.90     -70.98
 13   6      39.42      60.35
 13   7    -129.90     -19.01
 13   8      -6.54      82.53
