Solar Photospheric Field Harmonic Coefficients
Spherical harmonic coefficients are computed from WSO field observations using radial photospheric field boundary conditions.
WSO Data Use Policy
Coefficients order=29 center=CT2026:180
Coefficients for 360 degrees 
  Beginning: CT2025:000  2005:01:29_08h:05m:33s. 
  Centered:  CT2026:180  2005:02:11_23h:23m:44s. 
  End time:  CT2026:005  2005:02:25_05h:36m:25s.

Max Harmonic Order:29   Units: microTesla (0.01G)

  l   m      g(uT)      h(uT)

  0   0       9.10       0.00
  1   0     -69.98       0.00
  1   1      25.38      29.91
  2   0      46.93       0.00
  2   1      35.55      33.43
  2   2      56.14      36.10
  3   0     -58.44       0.00
  3   1       2.00       4.70
  3   2      -2.97      14.33
  3   3      -4.99       5.90
  4   0      87.63       0.00
  4   1       5.32      34.48
  4   2     -15.66     -42.90
  4   3     -13.45     -53.20
  4   4      20.98      55.87
  5   0     -61.95       0.00
  5   1     -36.79       0.15
  5   2     -41.49       3.82
  5   3      46.42      33.18
  5   4      20.75      12.92
  5   5     -13.38    -129.25
  6   0      17.24       0.00
  6   1      25.87     -82.72
  6   2     -81.58     -24.57
  6   3     -11.69      41.72
  6   4     -67.00     -23.44
  6   5     103.64      44.65
  6   6     111.60     115.22
  7   0     -29.12       0.00
  7   1      19.89     -16.46
  7   2      34.69      33.31
  7   3     -41.60     -94.72
  7   4     -26.23     -54.49
  7   5     -10.37      31.33
  7   6    -127.16      25.23
  7   7     -96.63     -53.50
  8   0      11.14       0.00
  8   1       5.03      47.20
  8   2     -48.92      42.82
  8   3     -12.94     -50.85
  8   4      89.38      -8.80
  8   5     -30.59     -39.72
  8   6     -57.18     -32.31
  8   7       9.89    -109.18
  8   8     -22.04      67.98
  9   0      45.96       0.00
  9   1     -80.43      -4.86
  9   2     -74.42     -26.16
  9   3       9.12      45.77
  9   4      25.52      20.88
  9   5      -2.74      47.97
  9   6     100.38      17.09
  9   7      44.89      24.23
  9   8     -75.23      37.21
  9   9     -46.93    -120.11
 10   0     -58.41       0.00
 10   1      20.25     -34.85
 10   2      11.23     -37.01
 10   3       2.74       6.79
 10   4     -59.64     -39.59
 10   5      35.92      32.28
 10   6      26.65      10.87
 10   7     -36.31     104.36
 10   8       7.50       5.87
 10   9      61.42     -40.05
 10  10     -42.01     225.54
 11   0      55.50       0.00
 11   1      70.98       5.75
 11   2      17.61      51.05
 11   3     -12.59      -0.08
 11   4      26.08     -49.91
 11   5      76.11      -9.37
 11   6     -71.11     -12.78
 11   7     -24.13     -15.55
 11   8      59.78     -35.72
 11   9      21.33      25.97
 11  10     -16.84      52.67
 11  11      44.45     -34.60
 12   0     -69.25       0.00
 12   1      19.66      -0.70
 12   2    -101.08      -8.48
 12   3     -42.74      12.39
 12   4      48.75       1.28
 12   5      48.66      -2.08
 12   6     -40.00      56.11
 12   7      13.73     -48.74
 12   8      22.86     -39.64
 12   9     -15.54       2.56
 12  10     -13.08       0.59
 12  11     -15.75     -69.77
 12  12     -53.44     106.41
 13   0     124.29       0.00
 13   1     -66.45     -15.33
 13   2     -40.41      -5.90
 13   3       7.75     -38.08
 13   4      30.40     -39.34
 13   5     -17.56      25.68
 13   6      -9.63      54.76
 13   7     -22.62      -9.30
 13   8     -19.30       7.50
 13   9     -11.21      18.23
 13  10      21.60     -40.11
 13  11       8.79     -84.34
 13  12      21.30      70.62
 13  13      71.29     -85.99
 14   0     -82.30       0.00
 14   1     -25.29      13.90
 14   2       3.99       2.14
 14   3       0.24     -23.60
 14   4     -16.47     -30.22
 14   5      49.61      16.37
 14   6     -11.19       9.74
 14   7     -21.42     -32.81
 14   8     -15.94       2.84
 14   9     -37.61      19.96
 14  10      -3.81     -30.83
 14  11      26.96      63.17
 14  12      11.83      23.95
 14  13     -20.92    -107.15
